ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
280,Passive,Plausible,The wire was bent by the ditchdigger.,The wire was bent by the ditch digger.,AI
280,Passive,Implausible,The ditchdigger was bent by the wire.,The wire was bent by the ditch digger.,AI
281,Active,Plausible,The box-office sold the tickets.,The box-office sold the tickets.,AI
281,Active,Implausible,The tickets sold the box-office.,The box-office sold the tickets.,AI
281,Passive,Plausible,The tickets was sold by the box-office.,The box-office sold the tickets.,AI
281,Passive,Implausible,The box-office was sold by the tickets.,The box-office sold the tickets.,AI
282,Active,Plausible,The uncle hung the ornament.,The ornament was hung by the uncle.,AI
282,Active,Implausible,The ornament hung the uncle.,The ornament was hung by the uncle.,AI
282,Passive,Plausible,The ornament was hung by the uncle.,The ornament was hung by the uncle.,AI
282,Passive,Implausible,The uncle was hung by the ornament.,The ornament was hung by the uncle.,AI
283,Active,Plausible,The attendant pressed the button.,The attendant pressed the button.,AI
283,Active,Implausible,The button pressed the attendant.,The attendant pressed the button.,AI
283,Passive,Plausible,The button was pressed by the attendant.,The attendant pressed the button.,AI
283,Passive,Implausible,The attendant was pressed by the button.,The attendant pressed the button.,AI
284,Active,Plausible,The bum stole the necklace.,The necklace was stolen by the bum.,AI
284,Active,Implausible,The necklace stole the bum.,The necklace was stolen by the bum.,AI
284,Passive,Plausible,The necklace was stolen by the bum.,The necklace was stolen by the bum.,AI
284,Passive,Implausible,The bum was stolen by the necklace.,The necklace was stolen by the bum.,AI
285,Active,Plausible,The potter molded the clay.,The potter molded the clay.,AI
285,Active,Implausible,The clay molded the potter.,The potter molded the clay.,AI
285,Passive,Plausible,The clay was molded by the potter.,The potter molded the clay.,AI
285,Passive,Implausible,The potter was molded by the clay.,The potter molded the clay.,AI
286,Active,Plausible,The guarantor initialed the form.,The form was initialed by the guarantor.,AI
286,Active,Implausible,The form initialed the guarantor.,The form was initialed by the guarantor.,AI
286,Passive,Plausible,The form was initialed by the guarantor.,The form was initialed by the guarantor.,AI
286,Passive,Implausible,The guarantor was initialed by the form.,The form was initialed by the guarantor.,AI
287,Active,Plausible,The couch-potato forgot the umbrella.,The couch-potato forgot the umbrella.,AI
287,Active,Implausible,The umbrella forgot the couch-potato.,The couch-potato forgot the umbrella.,AI
287,Passive,Plausible,The umbrella was forgotten by the couch-potato.,The couch-potato forgot the umbrella.,AI
287,Passive,Implausible,The couch-potato was forgotten by the umbrella.,The couch-potato forgot the umbrella.,AI
288,Active,Plausible,The groupie attended the concert.,The concert was attended by the groupie.,AI
288,Active,Implausible,The concert attended the groupie.,The concert was attended by the groupie.,AI
288,Passive,Plausible,The concert was attended by the groupie.,The concert was attended by the groupie.,AI
288,Passive,Implausible,The groupie was attended by the concert.,The concert was attended by the groupie.,AI
289,Active,Plausible,The hacker memorized the password.,The hacker memorized the password.,AI
289,Active,Implausible,The password memorized the hacker.,The hacker memorized the password.,AI
289,Passive,Plausible,The password was memorized by the hacker.,The hacker memorized the password.,AI
289,Passive,Implausible,The hacker was memorized by the password.,The hacker memorized the password.,AI
290,Active,Plausible,The marine packed the bag.,The bag was packed by the marine.,AI
290,Active,Implausible,The bag packed the marine.,The bag was packed by the marine.,AI
290,Passive,Plausible,The bag was packed by the marine.,The bag was packed by the marine.,AI
290,Passive,Implausible,The marine was packed by the bag.,The bag was packed by the marine.,AI
291,Active,Plausible,The counselor emphasized the rules.,The counselor emphasized the rules.,AI
291,Active,Implausible,The rules emphasized the counselor.,The counselor emphasized the rules.,AI
291,Passive,Plausible,The rules was emphasized by the counselor.,The counselor emphasized the rules.,AI
291,Passive,Implausible,The counselor was emphasized by the rules.,The counselor emphasized the rules.,AI
292,Active,Plausible,The seamstress ironed the shirt.,The shirt was ironed by the seamstress.,AI
292,Active,Implausible,The shirt ironed the seamstress.,The shirt was ironed by the seamstress.,AI
292,Passive,Plausible,The shirt was ironed by the seamstress.,The shirt was ironed by the seamstress.,AI
292,Passive,Implausible,The seamstress was ironed by the shirt.,The shirt was ironed by the seamstress.,AI
293,Active,Plausible,The confectioner sprinkled the sugar.,The confectioner sprinkled the sugar.,AI
293,Active,Implausible,The sugar sprinkled the confectioner.,The confectioner sprinkled the sugar.,AI
293,Passive,Plausible,The sugar was sprinkled by the confectioner.,The confectioner sprinkled the sugar.,AI
293,Passive,Implausible,The confectioner was sprinkled by the sugar.,The confectioner sprinkled the sugar.,AI
294,Active,Plausible,The voter sealed the envelope.,The envelope was sealed by the voter.,AI
294,Active,Implausible,The envelope sealed the voter.,The envelope was sealed by the voter.,AI
294,Passive,Plausible,The envelope was sealed by the voter.,The envelope was sealed by the voter.,AI
294,Passive,Implausible,The voter was sealed by the envelope.,The envelope was sealed by the voter.,AI
295,Active,Plausible,The fisherman emptied the trashcan.,The fisherman emptied the trashcan.,AI
295,Active,Implausible,The trashcan emptied the fisherman.,The fisherman emptied the trashcan.,AI
295,Passive,Plausible,The trashcan was emptied by the fisherman.,The fisherman emptied the trashcan.,AI
295,Passive,Implausible,The fisherman was emptied by the trashcan.,The fisherman emptied the trashcan.,AI
296,Active,Plausible,The cellist received the prize.,The prize was received by the cellist.,AI
296,Active,Implausible,The prize received the cellist.,The prize was received by the cellist.,AI
296,Passive,Plausible,The prize was received by the cellist.,The prize was received by the cellist.,AI
296,Passive,Implausible,The cellist was received by the prize.,The prize was received by the cellist.,AI
297,Active,Plausible,The cheapskate rated the service.,The cheapskate rated the service.,AI
297,Active,Implausible,The service rated the cheapskate.,The cheapskate rated the service.,AI
297,Passive,Plausible,The service was rated by the cheapskate.,The cheapskate rated the service.,AI
297,Passive,Implausible,The cheapskate was rated by the service.,The cheapskate rated the service.,AI
298,Active,Plausible,The schoolgirl borrowed the key.,The key was borrowed by the schoolgirl.,AI
298,Active,Implausible,The key borrowed the schoolgirl.,The key was borrowed by the schoolgirl.,AI
298,Passive,Plausible,The key was borrowed by the schoolgirl.,The key was borrowed by the schoolgirl.,AI
298,Passive,Implausible,The schoolgirl was borrowed by the key.,The key was borrowed by the schoolgirl.,AI
299,Active,Plausible,The bookworm recited the poem.,The bookworm recited the poem.,AI
299,Active,Implausible,The poem recited the bookworm.,The bookworm recited the poem.,AI
299,Passive,Plausible,The poem was recited by the bookworm.,The bookworm recited the poem.,AI
299,Passive,Implausible,The bookworm was recited by the poem.,The bookworm recited the poem.,AI
300,Active,Plausible,The diver recharged the battery.,The battery was recharged by the diver.,AI
300,Active,Implausible,The battery recharged the diver.,The battery was recharged by the diver.,AI
300,Passive,Plausible,The battery was recharged by the diver.,The battery was recharged by the diver.,AI
300,Passive,Implausible,The diver was recharged by the battery.,The battery was recharged by the diver.,AI
301,Active,Plausible,The poker won the game.,The poker player won the game.,AI
301,Active,Implausible,The game won the poker.,The poker player won the game.,AI
301,Passive,Plausible,The game was won by the poker.,The poker player won the game.,AI
301,Passive,Implausible,The poker was won by the game.,The poker player won the game.,AI
302,Active,Plausible,The copycat redecorated the apartment.,The apartment was redecorated by the copycat.,AI
302,Active,Implausible,The apartment redecorated the copycat.,The apartment was redecorated by the copycat.,AI
302,Passive,Plausible,The apartment was redecorated by the copycat.,The apartment was redecorated by the copycat.,AI
302,Passive,Implausible,The copycat was redecorated by the apartment.,The apartment was redecorated by the copycat.,AI
303,Active,Plausible,The winemaker uncorked the bottle.,The winemaker uncorked the bottle.,AI
303,Active,Implausible,The bottle uncorked the winemaker.,The winemaker uncorked the bottle.,AI
303,Passive,Plausible,The bottle was uncorked by the winemaker.,The winemaker uncorked the bottle.,AI
303,Passive,Implausible,The winemaker was uncorked by the bottle.,The winemaker uncorked the bottle.,AI
304,Active,Plausible,The laundress folded the clothes.,The clothes were folded by the laundress.,AI
304,Active,Implausible,The clothes folded the laundress.,The clothes were folded by the laundress.,AI
304,Passive,Plausible,The clothes were folded by the laundress.,The clothes were folded by the laundress.,AI
304,Passive,Implausible,The laundress was folded by the clothes.,The clothes were folded by the laundress.,AI
305,Active,Plausible,The travel-agent photocopied the passport.,The travel-agent photocopied the passport.,AI
305,Active,Implausible,The passport photocopied the travel-agent.,The travel-agent photocopied the passport.,AI
305,Passive,Plausible,The passport was photocopied by the travel-agent.,The travel-agent photocopied the passport.,AI
305,Passive,Implausible,The travel-agent was photocopied by the passport.,The travel-agent photocopied the passport.,AI
306,Active,Plausible,The exterminator filed the complaint.,The complaint was filed by the exterminator.,AI
306,Active,Implausible,The complaint filed the exterminator.,The complaint was filed by the exterminator.,AI
306,Passive,Plausible,The complaint was filed by the exterminator.,The complaint was filed by the exterminator.,AI
306,Passive,Implausible,The exterminator was filed by the complaint.,The complaint was filed by the exterminator.,AI
307,Active,Plausible,The minuteman loaded the gun.,The minuteman loaded the gun.,AI
307,Active,Implausible,The gun loaded the minuteman.,The minuteman loaded the gun.,AI
307,Passive,Plausible,The gun was loaded by the minuteman.,The minuteman loaded the gun.,AI
307,Passive,Implausible,The minuteman was loaded by the gun.,The minuteman loaded the gun.,AI
308,Active,Plausible,The bookseller calculated the profit.,The profit was calculated by the bookseller.,AI
308,Active,Implausible,The profit calculated the bookseller.,The profit was calculated by the bookseller.,AI
308,Passive,Plausible,The profit was calculated by the bookseller.,The profit was calculated by the bookseller.,AI
308,Passive,Implausible,The bookseller was calculated by the profit.,The profit was calculated by the bookseller.,AI
309,Active,Plausible,The count inherited the painting.,The count inherited the painting.,AI
309,Active,Implausible,The painting inherited the count.,The count inherited the painting.,AI
309,Passive,Plausible,The painting was inherited by the count.,The count inherited the painting.,AI
309,Passive,Implausible,The count was inherited by the painting.,The count inherited the painting.,AI
310,Active,Plausible,The groundskeeper changed the lightbulb.,The light bulb was changed by the groundskeeper.,AI
310,Active,Implausible,The lightbulb changed the groundskeeper.,The light bulb was changed by the groundskeeper.,AI
310,Passive,Plausible,The lightbulb was changed by the groundskeeper.,The light bulb was changed by the groundskeeper.,AI
310,Passive,Implausible,The groundskeeper was changed by the lightbulb.,The light bulb was changed by the groundskeeper.,AI
311,Active,Plausible,The marcher sang the anthem.,The marcher sang the anthem.,AI
311,Active,Implausible,The anthem sang the marcher.,The marcher sang the anthem.,AI
311,Passive,Plausible,The anthem was sung by the marcher.,The marcher sang the anthem.,AI
311,Passive,Implausible,The marcher was sung by the anthem.,The marcher sang the anthem.,AI
312,Active,Plausible,The deckhand unlocked the door.,The door was unlocked by the deckhand.,AI
312,Active,Implausible,The door unlocked the deckhand.,The door was unlocked by the deckhand.,AI
312,Passive,Plausible,The door was unlocked by the deckhand.,The door was unlocked by the deckhand.,AI
312,Passive,Implausible,The deckhand was unlocked by the door.,The door was unlocked by the deckhand.,AI
313,Active,Plausible,The supremacist established the fund.,The supremacist established the fund.,AI
313,Active,Implausible,The fund established the supremacist.,The supremacist established the fund.,AI
313,Passive,Plausible,The fund was established by the supremacist.,The supremacist established the fund.,AI
313,Passive,Implausible,The supremacist was established by the fund.,The supremacist established the fund.,AI
314,Active,Plausible,The housesitter watered the plant.,The plant was watered by the house sitter.,AI
314,Active,Implausible,The plant watered the housesitter.,The plant was watered by the house sitter.,AI
314,Passive,Plausible,The plant was watered by the housesitter.,The plant was watered by the house sitter.,AI
314,Passive,Implausible,The housesitter was watered by the plant.,The plant was watered by the house sitter.,AI
315,Active,Plausible,The interviewee wrinkled the suit.,The interviewee wrinkled the suit.,AI
315,Active,Implausible,The suit wrinkled the interviewee.,The interviewee wrinkled the suit.,AI
315,Passive,Plausible,The suit was wrinkled by the interviewee.,The interviewee wrinkled the suit.,AI
315,Passive,Implausible,The interviewee was wrinkled by the suit.,The interviewee wrinkled the suit.,AI
316,Active,Plausible,The cryptographer sent the letter.,The letter was sent by the cryptographer.,AI
316,Active,Implausible,The letter sent the cryptographer.,The letter was sent by the cryptographer.,AI
316,Passive,Plausible,The letter was sent by the cryptographer.,The letter was sent by the cryptographer.,AI
316,Passive,Implausible,The cryptographer was sent by the letter.,The letter was sent by the cryptographer.,AI
317,Active,Plausible,The bellboy erased the message.,The bellboy erased the message.,AI
317,Active,Implausible,The message erased the bellboy.,The bellboy erased the message.,AI
317,Passive,Plausible,The message was erased by the bellboy.,The bellboy erased the message.,AI
317,Passive,Implausible,The bellboy was erased by the message.,The bellboy erased the message.,AI
318,Active,Plausible,The forger shipped the package.,The package was shipped by the forger.,AI
318,Active,Implausible,The package shipped the forger.,The package was shipped by the forger.,AI
318,Passive,Plausible,The package was shipped by the forger.,The package was shipped by the forger.,AI
318,Passive,Implausible,The forger was shipped by the package.,The package was shipped by the forger.,AI
319,Active,Plausible,The crackhead smoked the pipe.,The crackhead smoked the pipe.,AI
319,Active,Implausible,The pipe smoked the crackhead.,The crackhead smoked the pipe.,AI
319,Passive,Plausible,The pipe was smoked by the crackhead.,The crackhead smoked the pipe.,AI
319,Passive,Implausible,The crackhead was smoked by the pipe.,The crackhead smoked the pipe.,AI
320,Active,Plausible,The manicurist rescheduled the appointment.,The appointment was rescheduled by the manicurist.,AI
320,Active,Implausible,The appointment rescheduled the manicurist.,The appointment was rescheduled by the manicurist.,AI
320,Passive,Plausible,The appointment was rescheduled by the manicurist.,The appointment was rescheduled by the manicurist.,AI
320,Passive,Implausible,The manicurist was rescheduled by the appointment.,The appointment was rescheduled by the manicurist.,AI
321,Active,Plausible,The charlatan burned the contract.,The charlatan burned the contract.,AI
321,Active,Implausible,The contract burned the charlatan.,The charlatan burned the contract.,AI
321,Passive,Plausible,The contract was burnt by the charlatan.,The charlatan burned the contract.,AI
321,Passive,Implausible,The charlatan was burnt by the contract.,The charlatan burned the contract.,AI
322,Active,Plausible,The tanner placed the order.,The order was placed by the tanner.,AI
322,Active,Implausible,The order placed the tanner.,The order was placed by the tanner.,AI
322,Passive,Plausible,The order was placed by the tanner.,The order was placed by the tanner.,AI
322,Passive,Implausible,The tanner was placed by the order.,The order was placed by the tanner.,AI
323,Active,Plausible,The archaeologist canceled the trip.,The archaeologist canceled the trip.,AI
323,Active,Implausible,The trip canceled the archaeologist.,The archaeologist canceled the trip.,AI
323,Passive,Plausible,The trip was canceled by the archaeologist.,The archaeologist canceled the trip.,AI
323,Passive,Implausible,The archaeologist was canceled by the trip.,The archaeologist canceled the trip.,AI
324,Active,Plausible,The Frenchman sliced the baguette.,The baguette was sliced by the Frenchman.,AI
324,Active,Implausible,The baguette sliced the Frenchman.,The baguette was sliced by the Frenchman.,AI
324,Passive,Plausible,The baguette was sliced by the Frenchman.,The baguette was sliced by the Frenchman.,AI
324,Passive,Implausible,The Frenchman was sliced by the baguette.,The baguette was sliced by the Frenchman.,AI
325,Active,Plausible,The producer cast the actress.,The producer cast the actress.,AAN
325,Active,Implausible,The actress cast the producer.,The producer cast the actress.,AAN
325,Passive,Plausible,The actress was cast by the producer.,The producer cast the actress.,AAN
325,Passive,Implausible,The producer was cast by the actress.,The producer cast the actress.,AAN
326,Active,Plausible,The twins punished the babysitter.,The babysitter punished the twins.,AAN
326,Active,Implausible,The babysitter punished the twins.,The babysitter punished the twins.,AAN
326,Passive,Plausible,The babysitter was punished by the twins.,The babysitter punished the twins.,AAN
326,Passive,Implausible,The twins was punished by the babysitter.,The babysitter punished the twins.,AAN
327,Active,Plausible,The exorcist vanquished the spirit.,The spirit was vanquished by the exorcist.,AAN
327,Active,Implausible,The spirit vanquished the exorcist.,The spirit was vanquished by the exorcist.,AAN
327,Passive,Plausible,The spirit was vanquished by the exorcist.,The spirit was vanquished by the exorcist.,AAN
327,Passive,Implausible,The exorcist was vanquished by the spirit.,The spirit was vanquished by the exorcist.,AAN
328,Active,Plausible,The barber shaved the man.,The barber shaved the old man.,AAN
328,Active,Implausible,The man shaved the barber.,The barber shaved the old man.,AAN
328,Passive,Plausible,The man was shaved by the barber.,The barber shaved the old man.,AAN
328,Passive,Implausible,The barber was shaved by the man.,The barber shaved the old man.,AAN
329,Active,Plausible,The pararazzi stalked the popstar.,The pop star was stalked by the paparazzi.,AAN
329,Active,Implausible,The popstar stalked the pararazzi.,The pop star was stalked by the paparazzi.,AAN
329,Passive,Plausible,The popstar was stalked by the pararazzi.,The pop star was stalked by the paparazzi.,AAN
329,Passive,Implausible,The pararazzi was stalked by the popstar.,The pop star was stalked by the paparazzi.,AAN
330,Active,Plausible,The brunette tipped the busboy.,The brunette tipped the busboy.,AAN
330,Active,Implausible,The busboy tipped the brunette.,The brunette tipped the busboy.,AAN
330,Passive,Plausible,The busboy was tipped by the brunette.,The brunette tipped the busboy.,AAN
330,Passive,Implausible,The brunette was tipped by the busboy.,The brunette tipped the busboy.,AAN
331,Active,Plausible,The roommate adopted the newborn.,The newborn was adopted by the roommate.,AAN
331,Active,Implausible,The newborn adopted the roommate.,The newborn was adopted by the roommate.,AAN
331,Passive,Plausible,The newborn was adopted by the roommate.,The newborn was adopted by the roommate.,AAN
331,Passive,Implausible,The roommate was adopted by the newborn.,The newborn was adopted by the roommate.,AAN
332,Active,Plausible,The cartoonist sketched the unicyclist.,The cartoonist sketched the unicyclist.,AAN
332,Active,Implausible,The unicyclist sketched the cartoonist.,The cartoonist sketched the unicyclist.,AAN
332,Passive,Plausible,The unicyclist was sketched by the cartoonist.,The cartoonist sketched the unicyclist.,AAN
332,Passive,Implausible,The cartoonist was sketched by the unicyclist.,The cartoonist sketched the unicyclist.,AAN
333,Active,Plausible,The streetwalker undercharged the seaman.,The seaman was undercharged by the streetwalker.,AAN
333,Active,Implausible,The seaman undercharged the streetwalker.,The seaman was undercharged by the streetwalker.,AAN
333,Passive,Plausible,The seaman was undercharged by the streetwalker.,The seaman was undercharged by the streetwalker.,AAN
333,Passive,Implausible,The streetwalker was undercharged by the seaman.,The seaman was undercharged by the streetwalker.,AAN
334,Active,Plausible,The urologist treated the widower.,The urologist treated the widower.,AAN
334,Active,Implausible,The widower treated the urologist.,The urologist treated the widower.,AAN
334,Passive,Plausible,The widower was treated by the urologist.,The urologist treated the widower.,AAN
334,Passive,Implausible,The urologist was treated by the widower.,The urologist treated the widower.,AAN
335,Active,Plausible,The jury acquitted the economist.,The economist was acquitted by the jury.,AAN
335,Active,Implausible,The economist acquitted the jury.,The economist was acquitted by the jury.,AAN
335,Passive,Plausible,The economist was acquitted by the jury.,The economist was acquitted by the jury.,AAN
335,Passive,Implausible,The jury was acquitted by the economist.,The economist was acquitted by the jury.,AAN
336,Active,Plausible,The freshman dodged the bully.,The freshman dodged the bully.,AAN
336,Active,Implausible,The bully dodged the freshman.,The freshman dodged the bully.,AAN
336,Passive,Plausible,The bully was dodged by the freshman.,The freshman dodged the bully.,AAN
336,Passive,Implausible,The freshman was dodged by the bully.,The freshman dodged the bully.,AAN
337,Active,Plausible,The nun reproached the hedonist.,The hedonist was reproached by the nun.,AAN
337,Active,Implausible,The hedonist reproached the nun.,The hedonist was reproached by the nun.,AAN
337,Passive,Plausible,The hedonist was reproached by the nun.,The hedonist was reproached by the nun.,AAN
337,Passive,Implausible,The nun was reproached by the hedonist.,The hedonist was reproached by the nun.,AAN
338,Active,Plausible,The librarian admonished the plagiarist.,The librarian admonished the plagiarist.,AAN
338,Active,Implausible,The plagiarist admonished the librarian.,The librarian admonished the plagiarist.,AAN
338,Passive,Plausible,The plagiarist was admonished by the librarian.,The librarian admonished the plagiarist.,AAN
338,Passive,Implausible,The librarian was admonished by the plagiarist.,The librarian admonished the plagiarist.,AAN
339,Active,Plausible,The colonel supervised the cadet.,The cadet was supervised by the colonel.,AAN
339,Active,Implausible,The cadet supervised the colonel.,The cadet was supervised by the colonel.,AAN
339,Passive,Plausible,The cadet was supervised by the colonel.,The cadet was supervised by the colonel.,AAN
339,Passive,Implausible,The colonel was supervised by the cadet.,The cadet was supervised by the colonel.,AAN
340,Active,Plausible,The abolitionist hid the slave.,The abolitionist hid the slave.,AAN
340,Active,Implausible,The slave hid the abolitionist.,The abolitionist hid the slave.,AAN
340,Passive,Plausible,The slave was hidden by the abolitionist.,The abolitionist hid the slave.,AAN
340,Passive,Implausible,The abolitionist was hidden by the slave.,The abolitionist hid the slave.,AAN
341,Active,Plausible,The trainer weighed the Olympian.,The Olympian was weighed by the personal trainer.,AAN
341,Active,Implausible,The Olympian weighed the trainer.,The Olympian was weighed by the personal trainer.,AAN
341,Passive,Plausible,The Olympian was weighed by the trainer.,The Olympian was weighed by the personal trainer.,AAN
341,Passive,Implausible,The trainer was weighed by the Olympian.,The Olympian was weighed by the personal trainer.,AAN
342,Active,Plausible,The zookeeper fed the giraffe.,The zookeeper fed the giraffe.,AAN
342,Active,Implausible,The giraffe fed the zookeeper.,The zookeeper fed the giraffe.,AAN
342,Passive,Plausible,The giraffe was fed by the zookeeper.,The zookeeper fed the giraffe.,AAN
342,Passive,Implausible,The zookeeper was fed by the giraffe.,The zookeeper fed the giraffe.,AAN
343,Active,Plausible,The masseuse relaxed the linebacker.,The linebacker was relaxed by the masseuse.,AAN
343,Active,Implausible,The linebacker relaxed the masseuse.,The linebacker was relaxed by the masseuse.,AAN
343,Passive,Plausible,The linebacker was relaxed by the masseuse.,The linebacker was relaxed by the masseuse.,AAN
343,Passive,Implausible,The masseuse was relaxed by the linebacker.,The linebacker was relaxed by the masseuse.,AAN
344,Active,Plausible,The page obeyed the noble.,The page obeyed the noble.,AAN
344,Active,Implausible,The noble obeyed the page.,The page obeyed the noble.,AAN
344,Passive,Plausible,The noble was obeyed by the page.,The page obeyed the noble.,AAN
344,Passive,Implausible,The page was obeyed by the noble.,The page obeyed the noble.,AAN
345,Active,Plausible,The lion chased the tour-guide.,The tour-guide was chased by the lion.,AAN
345,Active,Implausible,The tour-guide chased the lion.,The tour-guide was chased by the lion.,AAN
345,Passive,Plausible,The tour-guide was chased by the lion.,The tour-guide was chased by the lion.,AAN
345,Passive,Implausible,The lion was chased by the tour-guide.,The tour-guide was chased by the lion.,AAN
346,Active,Plausible,The caretaker quieted the orphan.,The caretaker quieted the orphan.,AAN
346,Active,Implausible,The orphan quieted the caretaker.,The caretaker quieted the orphan.,AAN
346,Passive,Plausible,The orphan was quieted by the caretaker.,The caretaker quieted the orphan.,AAN
346,Passive,Implausible,The caretaker was quieted by the orphan.,The caretaker quieted the orphan.,AAN
347,Active,Plausible,The tennis thanked the chiropractor.,The chiropractor was thanked by the tennis player.,AAN
347,Active,Implausible,The chiropractor thanked the tennis.,The chiropractor was thanked by the tennis player.,AAN
347,Passive,Plausible,The chiropractor was thanked by the tennis.,The chiropractor was thanked by the tennis player.,AAN
347,Passive,Implausible,The tennis was thanked by the chiropractor.,The chiropractor was thanked by the tennis player.,AAN
348,Active,Plausible,The experimenter recruited the subject.,The experimenter recruited the subject.,AAN
348,Active,Implausible,The subject recruited the experimenter.,The experimenter recruited the subject.,AAN
348,Passive,Plausible,The subject was recruited by the experimenter.,The experimenter recruited the subject.,AAN
348,Passive,Implausible,The experimenter was recruited by the subject.,The experimenter recruited the subject.,AAN
349,Active,Plausible,The mother disciplined the toddler.,The toddler was disciplined by the mother.,AAN
349,Active,Implausible,The toddler disciplined the mother.,The toddler was disciplined by the mother.,AAN
349,Passive,Plausible,The toddler was disciplined by the mother.,The toddler was disciplined by the mother.,AAN
349,Passive,Implausible,The mother was disciplined by the toddler.,The toddler was disciplined by the mother.,AAN
350,Active,Plausible,The assistant expelled the sociopath.,The assistant principal expelled the sociopath.,AAN
350,Active,Implausible,The sociopath expelled the assistant.,The assistant principal expelled the sociopath.,AAN
350,Passive,Plausible,The sociopath was expelled by the assistant.,The assistant principal expelled the sociopath.,AAN
350,Passive,Implausible,The assistant was expelled by the sociopath.,The assistant principal expelled the sociopath.,AAN
351,Active,Plausible,The channeler sensed the ghost.,The ghost was sensed by the channeler.,AAN
351,Active,Implausible,The ghost sensed the channeler.,The ghost was sensed by the channeler.,AAN
351,Passive,Plausible,The ghost was sensed by the channeler.,The ghost was sensed by the channeler.,AAN
351,Passive,Implausible,The channeler was sensed by the ghost.,The ghost was sensed by the channeler.,AAN
352,Active,Plausible,The union ousted the whistle-blower.,The union ousted the whistle-blower.,AAN
352,Active,Implausible,The whistle-blower ousted the union.,The union ousted the whistle-blower.,AAN
352,Passive,Plausible,The whistle-blower was ousted by the union.,The union ousted the whistle-blower.,AAN
352,Passive,Implausible,The union was ousted by the whistle-blower.,The union ousted the whistle-blower.,AAN
353,Active,Plausible,The truck honked at the pedestrian.,The pedestrian was honked at by the truck driver.,AAN
353,Active,Implausible,The pedestrian honked at the truck.,The pedestrian was honked at by the truck driver.,AAN
353,Passive,Plausible,The pedestrian was honked at by the truck.,The pedestrian was honked at by the truck driver.,AAN
353,Passive,Implausible,The truck was honked at by the pedestrian.,The pedestrian was honked at by the truck driver.,AAN
354,Active,Plausible,The huntsman trapped the deer.,The huntsman trapped the deer.,AAN
354,Active,Implausible,The deer trapped the huntsman.,The huntsman trapped the deer.,AAN
354,Passive,Plausible,The deer was trapped by the huntsman.,The huntsman trapped the deer.,AAN
354,Passive,Implausible,The huntsman was trapped by the deer.,The huntsman trapped the deer.,AAN
355,Active,Plausible,The cardiologist discredited the quack.,The quack was discredited by the cardiologist.,AAN
355,Active,Implausible,The quack discredited the cardiologist.,The quack was discredited by the cardiologist.,AAN
355,Passive,Plausible,The quack was discredited by the cardiologist.,The quack was discredited by the cardiologist.,AAN
355,Passive,Implausible,The cardiologist was discredited by the quack.,The quack was discredited by the cardiologist.,AAN
356,Active,Plausible,The bailiff released the ruffian.,The bailiff released the ruffian.,AAN
356,Active,Implausible,The ruffian released the bailiff.,The bailiff released the ruffian.,AAN
356,Passive,Plausible,The ruffian was released by the bailiff.,The bailiff released the ruffian.,AAN
356,Passive,Implausible,The bailiff was released by the ruffian.,The bailiff released the ruffian.,AAN
357,Active,Plausible,The shark mauled the snorkeler.,The shark mauled the snorkeler.,AAN
357,Active,Implausible,The snorkeler mauled the shark.,The shark mauled the snorkeler.,AAN
357,Passive,Plausible,The snorkeler was mauled by the shark.,The shark mauled the snorkeler.,AAN
357,Passive,Implausible,The shark was mauled by the snorkeler.,The shark mauled the snorkeler.,AAN
358,Active,Plausible,The president pardoned the traitor.,The traitor was pardoned by the president.,AAN
358,Active,Implausible,The traitor pardoned the president.,The traitor was pardoned by the president.,AAN
358,Passive,Plausible,The traitor was pardoned by the president.,The traitor was pardoned by the president.,AAN
358,Passive,Implausible,The president was pardoned by the traitor.,The traitor was pardoned by the president.,AAN
359,Active,Plausible,The au_pair spanked the girl.,The au pair spanked the girl.,AAN
359,Active,Implausible,The girl spanked the au_pair.,The au pair spanked the girl.,AAN
359,Passive,Plausible,The girl was spanked by the au_pair.,The au pair spanked the girl.,AAN
359,Passive,Implausible,The au_pair was spanked by the girl.,The au pair spanked the girl.,AAN
360,Active,Plausible,The station promoted the newsagent.,The newsagent was promoted by the TV station head.,AAN
360,Active,Implausible,The newsagent promoted the station.,The newsagent was promoted by the TV station head.,AAN
360,Passive,Plausible,The newsagent was promoted by the station.,The newsagent was promoted by the TV station head.,AAN
360,Passive,Implausible,The station was promoted by the newsagent.,The newsagent was promoted by the TV station head.,AAN
361,Active,Plausible,The policewoman handcuffed the offender.,The policewoman handcuffed the offender.,AAN
361,Active,Implausible,The offender handcuffed the policewoman.,The policewoman handcuffed the offender.,AAN
361,Passive,Plausible,The offender was handcuffed by the policewoman.,The policewoman handcuffed the offender.,AAN
361,Passive,Implausible,The policewoman was handcuffed by the offender.,The policewoman handcuffed the offender.,AAN
362,Active,Plausible,The anthropologist studied the tribesman.,The tribesman was studied by the anthropologist.,AAN
362,Active,Implausible,The tribesman studied the anthropologist.,The tribesman was studied by the anthropologist.,AAN
362,Passive,Plausible,The tribesman was studied by the anthropologist.,The tribesman was studied by the anthropologist.,AAN
362,Passive,Implausible,The anthropologist was studied by the tribesman.,The tribesman was studied by the anthropologist.,AAN
363,Active,Plausible,The chief rewarded the firefighter.,The police chief rewarded the firefighter.,AAN
