ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
182,passive,plausible,The visitor was bothered by the drunk.,The drunk bothered the visitor.,AAN
182,passive,implausible,The drunk was bothered by the visitor.,The drunk bothered the visitor.,AAN
183,active,plausible,The commentator vexed the athlete.,The commentator vexed the athlete.,AAR
183,active,plausible,The athlete vexed the commentator.,The commentator vexed the athlete.,AAR
183,passive,plausible,The athlete was vexed by the commentator.,The commentator vexed the athlete.,AAR
183,passive,plausible,The commentator was vexed by the athlete.,The commentator vexed the athlete.,AAR
184,active,plausible,The sportscaster peeved the jock.,The sportscaster peeved the jock.,AAR
184,active,plausible,The jock peeved the sportscaster.,The sportscaster peeved the jock.,AAR
184,passive,plausible,The jock was peeved by the sportscaster.,The sportscaster peeved the jock.,AAR
184,passive,plausible,The sportscaster was peeved by the jock.,The sportscaster peeved the jock.,AAR
185,active,plausible,The preacher hugged the churchgoer.,The preacher hugged the churchgoer.,AAR
185,active,plausible,The churchgoer hugged the preacher.,The preacher hugged the churchgoer.,AAR
185,passive,plausible,The churchgoer was hugged by the preacher.,The preacher hugged the churchgoer.,AAR
185,passive,plausible,The preacher was hugged by the churchgoer.,The preacher hugged the churchgoer.,AAR
186,active,plausible,The pastor embraced the parishioner.,The pastor embraced the parishioner.,AAR
186,active,plausible,The parishioner embraced the pastor.,The pastor embraced the parishioner.,AAR
186,passive,plausible,The parishioner was embraced by the pastor.,The pastor embraced the parishioner.,AAR
186,passive,plausible,The pastor was embraced by the parishioner.,The pastor embraced the parishioner.,AAR
187,active,plausible,The maniac mocked the clown.,The maniac mocked the clown.,AAR
187,active,plausible,The clown mocked the maniac.,The maniac mocked the clown.,AAR
187,passive,plausible,The clown was mocked by the maniac.,The maniac mocked the clown.,AAR
187,passive,plausible,The maniac was mocked by the clown.,The maniac mocked the clown.,AAR
188,active,plausible,The lunatic ridiculed the jester.,The lunatic ridiculed the jester.,AAR
188,active,plausible,The jester ridiculed the lunatic.,The lunatic ridiculed the jester.,AAR
188,passive,plausible,The jester was ridiculed by the lunatic.,The lunatic ridiculed the jester.,AAR
188,passive,plausible,The lunatic was ridiculed by the jester.,The lunatic ridiculed the jester.,AAR
189,active,plausible,The archivist contacted the inventor.,The archivist contacted the inventor.,AAR
189,active,plausible,The inventor contacted the archivist.,The archivist contacted the inventor.,AAR
189,passive,plausible,The inventor was contacted by the archivist.,The archivist contacted the inventor.,AAR
189,passive,plausible,The archivist was contacted by the inventor.,The archivist contacted the inventor.,AAR
190,active,plausible,The historian approached the innovator.,The historian approached the innovator.,AAR
190,active,plausible,The innovator approached the historian.,The historian approached the innovator.,AAR
190,passive,plausible,The innovator was approached by the historian.,The historian approached the innovator.,AAR
190,passive,plausible,The historian was approached by the innovator.,The historian approached the innovator.,AAR
191,active,plausible,The janitor called the landscaper.,The janitor called the landscaper.,AAR
191,active,plausible,The landscaper called the janitor.,The janitor called the landscaper.,AAR
191,passive,plausible,The landscaper was called by the janitor.,The janitor called the landscaper.,AAR
191,passive,plausible,The janitor was called by the landscaper.,The janitor called the landscaper.,AAR
192,active,plausible,The custodian phoned the gardener.,The custodian phoned the gardener.,AAR
192,active,plausible,The gardener phoned the custodian.,The custodian phoned the gardener.,AAR
192,passive,plausible,The gardener was phoned by the custodian.,The custodian phoned the gardener.,AAR
192,passive,plausible,The custodian was phoned by the gardener.,The custodian phoned the gardener.,AAR
193,active,plausible,The drummer annoyed the weatherman.,The drummer annoyed the weatherman.,AAR
193,active,plausible,The weatherman annoyed the drummer.,The drummer annoyed the weatherman.,AAR
193,passive,plausible,The weatherman was annoyed by the drummer.,The drummer annoyed the weatherman.,AAR
193,passive,plausible,The drummer was annoyed by the weatherman.,The drummer annoyed the weatherman.,AAR
194,active,plausible,The percussionist displeased the meteorologist.,The percussionist displeased the meteorologist.,AAR
194,active,plausible,The meteorologist displeased the percussionist.,The percussionist displeased the meteorologist.,AAR
194,passive,plausible,The meteorologist was displeased by the percussionist.,The percussionist displeased the meteorologist.,AAR
194,passive,plausible,The percussionist was displeased by the meteorologist.,The percussionist displeased the meteorologist.,AAR
195,active,plausible,The go-between belittled the defendant.,The go-between belittled the defendant.,AAR
195,active,plausible,The defendant belittled the go-between.,The go-between belittled the defendant.,AAR
195,passive,plausible,The defendant was belittled by the go-between.,The go-between belittled the defendant.,AAR
195,passive,plausible,The go-between was belittled by the defendant.,The go-between belittled the defendant.,AAR
196,active,plausible,The intermediary deprecated the felon.,The intermediary deprecated the felon.,AAR
196,active,plausible,The felon deprecated the intermediary.,The intermediary deprecated the felon.,AAR
196,passive,plausible,The felon was deprecated by the intermediary.,The intermediary deprecated the felon.,AAR
196,passive,plausible,The intermediary was deprecated by the felon.,The intermediary deprecated the felon.,AAR
197,active,plausible,The valet entertained the envoy.,The valet entertained the envoy.,AAR
197,active,plausible,The envoy entertained the valet.,The valet entertained the envoy.,AAR
197,passive,plausible,The envoy was entertained by the valet.,The valet entertained the envoy.,AAR
197,passive,plausible,The valet was entertained by the envoy.,The valet entertained the envoy.,AAR
198,active,plausible,The manservant amused the emissary.,The manservant amused the emissary.,AAR
198,active,plausible,The emissary amused the manservant.,The manservant amused the emissary.,AAR
198,passive,plausible,The emissary was amused by the manservant.,The manservant amused the emissary.,AAR
198,passive,plausible,The manservant was amused by the emissary.,The manservant amused the emissary.,AAR
199,active,plausible,The acrobat pushed the stranger.,The acrobat pushed the stranger.,AAR
199,active,plausible,The stranger pushed the acrobat.,The acrobat pushed the stranger.,AAR
199,passive,plausible,The stranger was pushed by the acrobat.,The acrobat pushed the stranger.,AAR
199,passive,plausible,The acrobat was pushed by the stranger.,The acrobat pushed the stranger.,AAR
200,active,plausible,The gymnast shoved the outsider.,The gymnast shoved the outsider.,AAR
200,active,plausible,The outsider shoved the gymnast.,The gymnast shoved the outsider.,AAR
200,passive,plausible,The outsider was shoved by the gymnast.,The gymnast shoved the outsider.,AAR
200,passive,plausible,The gymnast was shoved by the outsider.,The gymnast shoved the outsider.,AAR
201,active,plausible,The benefactor calmed the architect.,The benefactor calmed the architect.,AAR
201,active,plausible,The architect calmed the benefactor.,The benefactor calmed the architect.,AAR
201,passive,plausible,The architect was calmed by the benefactor.,The benefactor calmed the architect.,AAR
201,passive,plausible,The benefactor was calmed by the architect.,The benefactor calmed the architect.,AAR
202,active,plausible,The patron soothed the draftsman.,The patron soothed the draftsman.,AAR
202,active,plausible,The draftsman soothed the patron.,The patron soothed the draftsman.,AAR
202,passive,plausible,The draftsman was soothed by the patron.,The patron soothed the draftsman.,AAR
202,passive,plausible,The patron was soothed by the draftsman.,The patron soothed the draftsman.,AAR
203,active,plausible,The therapist lauded the hairdresser.,The therapist lauded the hairdresser.,AAR
203,active,plausible,The hairdresser lauded the therapist.,The therapist lauded the hairdresser.,AAR
203,passive,plausible,The hairdresser was lauded by the therapist.,The therapist lauded the hairdresser.,AAR
203,passive,plausible,The therapist was lauded by the hairdresser.,The therapist lauded the hairdresser.,AAR
204,active,plausible,The psychologist extolled the hairstylist.,The psychologist extolled the hairstylist.,AAR
204,active,plausible,The hairstylist extolled the psychologist.,The psychologist extolled the hairstylist.,AAR
204,passive,plausible,The hairstylist was extolled by the psychologist.,The psychologist extolled the hairstylist.,AAR
204,passive,plausible,The psychologist was extolled by the hairstylist.,The psychologist extolled the hairstylist.,AAR
205,active,plausible,The nobleman married the baroness.,The nobleman married the baroness.,AAR
205,active,plausible,The baroness married the nobleman.,The nobleman married the baroness.,AAR
205,passive,plausible,The baroness was married by the nobleman.,The nobleman married the baroness.,AAR
205,passive,plausible,The nobleman was married by the baroness.,The nobleman married the baroness.,AAR
206,active,plausible,The aristocrat wed the countess.,The aristocrat wed the countess.,AAR
206,active,plausible,The countess wed the aristocrat.,The aristocrat wed the countess.,AAR
206,passive,plausible,The countess was wed by the aristocrat.,The aristocrat wed the countess.,AAR
206,passive,plausible,The aristocrat was wed by the countess.,The aristocrat wed the countess.,AAR
207,active,plausible,The actuary assuaged the creditor.,The actuary assuaged the creditor.,AAR
207,active,plausible,The creditor assuaged the actuary.,The actuary assuaged the creditor.,AAR
207,passive,plausible,The creditor was assuaged by the actuary.,The actuary assuaged the creditor.,AAR
207,passive,plausible,The actuary was assuaged by the creditor.,The actuary assuaged the creditor.,AAR
208,active,plausible,The analyst relieved the investor.,The analyst relieved the investor.,AAR
208,active,plausible,The investor relieved the analyst.,The analyst relieved the investor.,AAR
208,passive,plausible,The investor was relieved by the analyst.,The analyst relieved the investor.,AAR
208,passive,plausible,The analyst was relieved by the investor.,The analyst relieved the investor.,AAR
209,active,plausible,The sailor frightened the psychic.,The sailor frightened the psychic.,AAR
209,active,plausible,The psychic frightened the sailor.,The sailor frightened the psychic.,AAR
209,passive,plausible,The psychic was frightened by the sailor.,The sailor frightened the psychic.,AAR
209,passive,plausible,The sailor was frightened by the psychic.,The sailor frightened the psychic.,AAR
210,active,plausible,The mariner scared the fortune-teller.,The mariner scared the fortune-teller.,AAR
210,active,plausible,The fortune-teller scared the mariner.,The mariner scared the fortune-teller.,AAR
210,passive,plausible,The fortune-teller was scared by the mariner.,The mariner scared the fortune-teller.,AAR
210,passive,plausible,The mariner was scared by the fortune-teller.,The mariner scared the fortune-teller.,AAR
211,active,plausible,The assistant flattered the auditor.,The assistant flattered the auditor.,AAR
211,active,plausible,The auditor flattered the assistant.,The assistant flattered the auditor.,AAR
211,passive,plausible,The auditor was flattered by the assistant.,The assistant flattered the auditor.,AAR
211,passive,plausible,The assistant was flattered by the auditor.,The assistant flattered the auditor.,AAR
212,active,plausible,The helper complimented the appraiser.,The helper complimented the appraiser.,AAR
212,active,plausible,The appraiser complimented the helper.,The helper complimented the appraiser.,AAR
212,passive,plausible,The appraiser was complimented by the helper.,The helper complimented the appraiser.,AAR
212,passive,plausible,The helper was complimented by the appraiser.,The helper complimented the appraiser.,AAR
213,active,plausible,The immigrant believed the trooper.,The immigrant believed the trooper.,AAR
213,active,plausible,The trooper believed the immigrant.,The immigrant believed the trooper.,AAR
213,passive,plausible,The trooper was believed by the immigrant.,The immigrant believed the trooper.,AAR
213,passive,plausible,The immigrant was believed by the trooper.,The immigrant believed the trooper.,AAR
214,active,plausible,The foreigner trusted the patrolman.,The foreigner trusted the patrolman.,AAR
214,active,plausible,The patrolman trusted the foreigner.,The foreigner trusted the patrolman.,AAR
214,passive,plausible,The patrolman was trusted by the foreigner.,The foreigner trusted the patrolman.,AAR
214,passive,plausible,The foreigner was trusted by the patrolman.,The foreigner trusted the patrolman.,AAR
215,active,plausible,The mapmaker affronted the farmer.,The mapmaker affronted the farmer.,AAR
215,active,plausible,The farmer affronted the mapmaker.,The mapmaker affronted the farmer.,AAR
215,passive,plausible,The farmer was affronted by the mapmaker.,The mapmaker affronted the farmer.,AAR
215,passive,plausible,The mapmaker was affronted by the farmer.,The mapmaker affronted the farmer.,AAR
216,active,plausible,The cartographer insulted the rancher.,The cartographer insulted the rancher.,AAR
216,active,plausible,The rancher insulted the cartographer.,The cartographer insulted the rancher.,AAR
216,passive,plausible,The rancher was insulted by the cartographer.,The cartographer insulted the rancher.,AAR
216,passive,plausible,The cartographer was insulted by the rancher.,The cartographer insulted the rancher.,AAR
217,active,plausible,The poet awed the entertainer.,The poet awed the entertainer.,AAR
217,active,plausible,The entertainer awed the poet.,The poet awed the entertainer.,AAR
217,passive,plausible,The entertainer was awed by the poet.,The poet awed the entertainer.,AAR
217,passive,plausible,The poet was awed by the entertainer.,The poet awed the entertainer.,AAR
218,active,plausible,The lyricist dazzled the performer.,The lyricist dazzled the performer.,AAR
218,active,plausible,The performer dazzled the lyricist.,The lyricist dazzled the performer.,AAR
218,passive,plausible,The performer was dazzled by the lyricist.,The lyricist dazzled the performer.,AAR
218,passive,plausible,The lyricist was dazzled by the performer.,The lyricist dazzled the performer.,AAR
219,active,plausible,The peddler tested the manager.,The peddler tested the manager.,AAR
219,active,plausible,The manager tested the peddler.,The peddler tested the manager.,AAR
219,passive,plausible,The manager was tested by the peddler.,The peddler tested the manager.,AAR
219,passive,plausible,The peddler was tested by the manager.,The peddler tested the manager.,AAR
220,active,plausible,The traveling salesman challenged the executive.,The traveling salesman challenged the executive.,AAR
220,active,plausible,The executive challenged the traveling salesman.,The traveling salesman challenged the executive.,AAR
220,passive,plausible,The executive was challenged by the traveling salesman.,The traveling salesman challenged the executive.,AAR
220,passive,plausible,The traveling salesman was challenged by the executive.,The traveling salesman challenged the executive.,AAR
221,active,plausible,The musician admired the diva.,The musician admired the diva.,AAR
221,active,plausible,The diva admired the musician.,The musician admired the diva.,AAR
221,passive,plausible,The diva was admired by the musician.,The musician admired the diva.,AAR
221,passive,plausible,The musician was admired by the diva.,The musician admired the diva.,AAR
222,active,plausible,The instrumentalist adored the prima donna.,The instrumentalist adored the prima donna.,AAR
222,active,plausible,The prima donna adored the instrumentalist.,The instrumentalist adored the prima donna.,AAR
222,passive,plausible,The prima donna was adored by the instrumentalist.,The instrumentalist adored the prima donna.,AAR
222,passive,plausible,The instrumentalist was adored by the prima donna.,The instrumentalist adored the prima donna.,AAR
223,active,plausible,The general welcomed the hero.,The general welcomed the hero.,AAR
223,active,plausible,The hero welcomed the general.,The general welcomed the hero.,AAR
223,passive,plausible,The hero was welcomed by the general.,The general welcomed the hero.,AAR
223,passive,plausible,The general was welcomed by the hero.,The general welcomed the hero.,AAR
224,active,plausible,The commander greeted the champion.,The commander greeted the champion.,AAR
224,active,plausible,The champion greeted the commander.,The commander greeted the champion.,AAR
224,passive,plausible,The champion was greeted by the commander.,The commander greeted the champion.,AAR
224,passive,plausible,The commander was greeted by the champion.,The commander greeted the champion.,AAR
225,active,plausible,The cobbler disdained the stonecutter.,The cobbler disdained the stonecutter.,AAR
225,active,plausible,The stonecutter disdained the cobbler.,The cobbler disdained the stonecutter.,AAR
225,passive,plausible,The stonecutter was disdained by the cobbler.,The cobbler disdained the stonecutter.,AAR
225,passive,plausible,The cobbler was disdained by the stonecutter.,The cobbler disdained the stonecutter.,AAR
226,active,plausible,The shoemaker scorned the mason.,The shoemaker scorned the mason.,AAR
226,active,plausible,The mason scorned the shoemaker.,The shoemaker scorned the mason.,AAR
226,passive,plausible,The mason was scorned by the shoemaker.,The shoemaker scorned the mason.,AAR
226,passive,plausible,The shoemaker was scorned by the mason.,The shoemaker scorned the mason.,AAR
227,active,plausible,The postman noticed the chaplain.,The postman noticed the chaplain.,AAR
227,active,plausible,The chaplain noticed the postman.,The postman noticed the chaplain.,AAR
227,passive,plausible,The chaplain was noticed by the postman.,The postman noticed the chaplain.,AAR
227,passive,plausible,The postman was noticed by the chaplain.,The postman noticed the chaplain.,AAR
228,active,plausible,The mailman saw the minister.,The mailman saw the minister.,AAR
228,active,plausible,The minister saw the mailman.,The mailman saw the minister.,AAR
228,passive,plausible,The minister was seen by the mailman.,The mailman saw the minister.,AAR
228,passive,plausible,The mailman was seen by the minister.,The mailman saw the minister.,AAR
229,active,plausible,The composer begrudged the playwright.,The composer begrudged the playwright.,AAR
229,active,plausible,The playwright begrudged the composer.,The composer begrudged the playwright.,AAR
229,passive,plausible,The playwright was begrudged by the composer.,The composer begrudged the playwright.,AAR
229,passive,plausible,The composer was begrudged by the playwright.,The composer begrudged the playwright.,AAR
230,active,plausible,The songwriter envied the dramatist.,The songwriter envied the dramatist.,AAR
230,active,plausible,The dramatist envied the songwriter.,The songwriter envied the dramatist.,AAR
230,passive,plausible,The dramatist was envied by the songwriter.,The songwriter envied the dramatist.,AAR
230,passive,plausible,The songwriter was envied by the dramatist.,The songwriter envied the dramatist.,AAR
231,active,plausible,The dictator angered the residents.,The dictator angered the residents.,AAR
231,active,plausible,The residents angered the dictator.,The dictator angered the residents.,AAR
231,passive,plausible,The residents were angered by the dictator.,The dictator angered the residents.,AAR
231,passive,plausible,The dictator were angered by the residents.,The dictator angered the residents.,AAR
232,active,plausible,The despot enraged the townspeople.,The despot enraged the townspeople.,AAR
232,active,plausible,The townspeople enraged the despot.,The despot enraged the townspeople.,AAR
232,passive,plausible,The townspeople were enraged by the despot.,The despot enraged the townspeople.,AAR
232,passive,plausible,The despot were enraged by the townspeople.,The despot enraged the townspeople.,AAR
233,active,plausible,The missionary baffled the oracle.,The missionary baffled the oracle.,AAR
233,active,plausible,The oracle baffled the missionary.,The missionary baffled the oracle.,AAR
233,passive,plausible,The oracle was baffled by the missionary.,The missionary baffled the oracle.,AAR
233,passive,plausible,The missionary was baffled by the oracle.,The missionary baffled the oracle.,AAR
234,active,plausible,The evangelist mystified the soothsayer.,The evangelist mystified the soothsayer.,AAR
234,active,plausible,The soothsayer mystified the evangelist.,The evangelist mystified the soothsayer.,AAR
234,passive,plausible,The soothsayer was mystified by the evangelist.,The evangelist mystified the soothsayer.,AAR
234,passive,plausible,The evangelist was mystified by the soothsayer.,The evangelist mystified the soothsayer.,AAR
235,active,plausible,The trespasser choked the fighter.,The trespasser choked the fighter.,AAR
235,active,plausible,The fighter choked the trespasser.,The trespasser choked the fighter.,AAR
235,passive,plausible,The fighter was choked by the trespasser.,The trespasser choked the fighter.,AAR
235,passive,plausible,The trespasser was choked by the fighter.,The trespasser choked the fighter.,AAR
236,active,plausible,The encroacher strangled the warrior.,The encroacher strangled the warrior.,AAR
236,active,plausible,The warrior strangled the encroacher.,The encroacher strangled the warrior.,AAR
236,passive,plausible,The warrior was strangled by the encroacher.,The encroacher strangled the warrior.,AAR
236,passive,plausible,The encroacher was strangled by the warrior.,The encroacher strangled the warrior.,AAR
237,active,plausible,The broker introduced the donor.,The broker introduced the donor.,AAR
237,active,plausible,The donor introduced the broker.,The broker introduced the donor.,AAR
237,passive,plausible,The donor was introduced by the broker.,The broker introduced the donor.,AAR
237,passive,plausible,The broker was introduced by the donor.,The broker introduced the donor.,AAR
238,active,plausible,The dealer presented the sponsor.,The dealer presented the sponsor.,AAR
238,active,plausible,The sponsor presented the dealer.,The dealer presented the sponsor.,AAR
238,passive,plausible,The sponsor was presented by the dealer.,The dealer presented the sponsor.,AAR
238,passive,plausible,The dealer was presented by the sponsor.,The dealer presented the sponsor.,AAR
239,active,plausible,The shrink commended the dean.,The shrink commended the dean.,AAR
239,active,plausible,The dean commended the shrink.,The shrink commended the dean.,AAR
239,passive,plausible,The dean was commended by the shrink.,The shrink commended the dean.,AAR
239,passive,plausible,The shrink was commended by the dean.,The shrink commended the dean.,AAR
240,active,plausible,The psychiatrist applauded the provost.,The psychiatrist applauded the provost.,AAR
240,active,plausible,The provost applauded the psychiatrist.,The psychiatrist applauded the provost.,AAR
240,passive,plausible,The provost was applauded by the psychiatrist.,The psychiatrist applauded the provost.,AAR
240,passive,plausible,The psychiatrist was applauded by the provost.,The psychiatrist applauded the provost.,AAR
241,active,plausible,The refugee provoked the homeless person.,The refugee provoked the homeless person.,AAR
241,active,plausible,The homeless person provoked the refugee.,The refugee provoked the homeless person.,AAR
241,passive,plausible,The homeless person was provoked by the refugee.,The refugee provoked the homeless person.,AAR
241,passive,plausible,The refugee was provoked by the homeless person.,The refugee provoked the homeless person.,AAR
242,active,plausible,The asylum seeker goaded the vagrant.,The asylum seeker goaded the vagrant.,AAR
242,active,plausible,The vagrant goaded the asylum seeker.,The asylum seeker goaded the vagrant.,AAR
242,passive,plausible,The vagrant was goaded by the asylum seeker.,The asylum seeker goaded the vagrant.,AAR
242,passive,plausible,The asylum seeker was goaded by the vagrant.,The asylum seeker goaded the vagrant.,AAR
243,active,plausible,The interpreter swindled the messenger.,The interpreter swindled the messenger.,AAR
243,active,plausible,The messenger swindled the interpreter.,The interpreter swindled the messenger.,AAR
243,passive,plausible,The messenger was swindled by the interpreter.,The interpreter swindled the messenger.,AAR
243,passive,plausible,The interpreter was swindled by the messenger.,The interpreter swindled the messenger.,AAR
244,active,plausible,The translator deceived the courier.,The translator deceived the courier.,AAR
244,active,plausible,The courier deceived the translator.,The translator deceived the courier.,AAR
244,passive,plausible,The courier was deceived by the translator.,The translator deceived the courier.,AAR
244,passive,plausible,The translator was deceived by the courier.,The translator deceived the courier.,AAR
245,active,plausible,The gangster hated the governor.,The gangster hated the governor.,AAR
245,active,plausible,The governor hated the gangster.,The gangster hated the governor.,AAR
245,passive,plausible,The governor was hated by the gangster.,The gangster hated the governor.,AAR
245,passive,plausible,The gangster was hated by the governor.,The gangster hated the governor.,AAR
246,active,plausible,The hoodlum abhorred the chancellor.,The hoodlum abhorred the chancellor.,AAR
246,active,plausible,The chancellor abhorred the hoodlum.,The hoodlum abhorred the chancellor.,AAR
246,passive,plausible,The chancellor was abhorred by the hoodlum.,The hoodlum abhorred the chancellor.,AAR
246,passive,plausible,The hoodlum was abhorred by the chancellor.,The hoodlum abhorred the chancellor.,AAR
247,active,plausible,The planner convinced the customer.,The planner convinced the customer.,AAR
247,active,plausible,The customer convinced the planner.,The planner convinced the customer.,AAR
247,passive,plausible,The customer was convinced by the planner.,The planner convinced the customer.,AAR
247,passive,plausible,The planner was convinced by the customer.,The planner convinced the customer.,AAR
248,active,plausible,The organizer persuaded the buyer.,The organizer persuaded the buyer.,AAR
248,active,plausible,The buyer persuaded the organizer.,The organizer persuaded the buyer.,AAR
248,passive,plausible,The buyer was persuaded by the organizer.,The organizer persuaded the buyer.,AAR
248,passive,plausible,The organizer was persuaded by the buyer.,The organizer persuaded the buyer.,AAR
249,active,plausible,The wizard protected the gnome.,The wizard protected the gnome.,AAR
249,active,plausible,The gnome protected the wizard.,The wizard protected the gnome.,AAR
249,passive,plausible,The gnome was protected by the wizard.,The wizard protected the gnome.,AAR
249,passive,plausible,The wizard was protected by the gnome.,The wizard protected the gnome.,AAR
250,active,plausible,The sorcerer defended the dwarf.,The sorcerer defended the dwarf.,AAR
250,active,plausible,The dwarf defended the sorcerer.,The sorcerer defended the dwarf.,AAR
250,passive,plausible,The dwarf was defended by the sorcerer.,The sorcerer defended the dwarf.,AAR
250,passive,plausible,The sorcerer was defended by the dwarf.,The sorcerer defended the dwarf.,AAR
251,active,plausible,The runner encountered the co-worker.,The runner bumped into the co-worker.,AAR
251,active,plausible,The co-worker encountered the runner.,The runner bumped into the co-worker.,AAR
251,passive,plausible,The co-worker was encountered by the runner.,The runner bumped into the co-worker.,AAR
251,passive,plausible,The runner was encountered by the co-worker.,The runner bumped into the co-worker.,AAR
252,active,plausible,The jogger met the colleague.,The jogger ran into the colleague.,AAR
252,active,plausible,The colleague met the jogger.,The jogger ran into the colleague.,AAR
252,passive,plausible,The colleague was met by the jogger.,The jogger ran into the colleague.,AAR
252,passive,plausible,The jogger was met by the colleague.,The jogger ran into the colleague.,AAR
253,active,plausible,The student befuddled the professor.,The student befuddled the professor.,AAR
253,active,plausible,The professor befuddled the student.,The student befuddled the professor.,AAR
253,passive,plausible,The professor was befuddled by the student.,The student befuddled the professor.,AAR
253,passive,plausible,The student was befuddled by the professor.,The student befuddled the professor.,AAR
254,active,plausible,The scholar confused the lecturer.,The scholar confused the lecturer.,AAR
254,active,plausible,The lecturer confused the scholar.,The scholar confused the lecturer.,AAR
254,passive,plausible,The lecturer was confused by the scholar.,The scholar confused the lecturer.,AAR
254,passive,plausible,The scholar was confused by the lecturer.,The scholar confused the lecturer.,AAR
255,active,plausible,The invader spotted the sentry.,The invader spotted the sentry.,AAR
255,active,plausible,The sentry spotted the invader.,The invader spotted the sentry.,AAR
255,passive,plausible,The sentry was spotted by the invader.,The invader spotted the sentry.,AAR
255,passive,plausible,The invader was spotted by the sentry.,The invader spotted the sentry.,AAR
256,active,plausible,The intruder sighted the watchman.,The intruder sighted the watchman.,AAR
256,active,plausible,The watchman sighted the intruder.,The intruder sighted the watchman.,AAR
256,passive,plausible,The watchman was sighted by the intruder.,The intruder sighted the watchman.,AAR
256,passive,plausible,The intruder was sighted by the watchman.,The intruder sighted the watchman.,AAR
257,active,plausible,The supplier reimbursed the merchant.,The supplier reimbursed the merchant.,AAR
257,active,plausible,The merchant reimbursed the supplier.,The supplier reimbursed the merchant.,AAR
257,passive,plausible,The merchant was reimbursed by the supplier.,The supplier reimbursed the merchant.,AAR
257,passive,plausible,The supplier was reimbursed by the merchant.,The supplier reimbursed the merchant.,AAR
258,active,plausible,The wholesaler compensated the trader.,The wholesaler compensated the trader.,AAR
258,active,plausible,The trader compensated the wholesaler.,The wholesaler compensated the trader.,AAR
258,passive,plausible,The trader was compensated by the wholesaler.,The wholesaler compensated the trader.,AAR
258,passive,plausible,The wholesaler was compensated by the trader.,The wholesaler compensated the trader.,AAR
259,active,plausible,The accuser confronted the vandal.,The accuser confronted the vandal.,AAR
259,active,plausible,The vandal confronted the accuser.,The accuser confronted the vandal.,AAR
259,passive,plausible,The vandal was confronted by the accuser.,The accuser confronted the vandal.,AAR
259,passive,plausible,The accuser was confronted by the vandal.,The accuser confronted the vandal.,AAR
260,active,plausible,The plaintiff accosted the thug.,The plaintiff accosted the thug.,AAR
260,active,plausible,The thug accosted the plaintiff.,The plaintiff accosted the thug.,AAR
260,passive,plausible,The thug was accosted by the plaintiff.,The plaintiff accosted the thug.,AAR
260,passive,plausible,The plaintiff was accosted by the thug.,The plaintiff accosted the thug.,AAR
261,active,plausible,The trickster bemused the idiot.,The trickster bemused the idiot.,AAR
261,active,plausible,The idiot bemused the trickster.,The trickster bemused the idiot.,AAR
261,passive,plausible,The idiot was bemused by the trickster.,The trickster bemused the idiot.,AAR
261,passive,plausible,The trickster was bemused by the idiot.,The trickster bemused the idiot.,AAR
262,active,plausible,The swindler puzzled the fool.,The swindler puzzled the fool.,AAR
262,active,plausible,The fool puzzled the swindler.,The swindler puzzled the fool.,AAR
262,passive,plausible,The fool was puzzled by the swindler.,The swindler puzzled the fool.,AAR
262,passive,plausible,The swindler was puzzled by the fool.,The swindler puzzled the fool.,AAR
263,active,plausible,The protestor quoted the leader.,The protestor quoted the leader.,AAR
263,active,plausible,The leader quoted the protestor.,The protestor quoted the leader.,AAR
263,passive,plausible,The leader was quoted by the protestor.,The protestor quoted the leader.,AAR
263,passive,plausible,The protestor was quoted by the leader.,The protestor quoted the leader.,AAR
264,active,plausible,The striker cited the chief.,The striker cited the chief.,AAR
264,active,plausible,The chief cited the striker.,The striker cited the chief.,AAR
264,passive,plausible,The chief was cited by the striker.,The striker cited the chief.,AAR
264,passive,plausible,The striker was cited by the chief.,The striker cited the chief.,AAR
265,active,plausible,The postal worker repulsed the taxi-driver.,The postal worker repulsed the taxi-driver.,AAR
265,active,plausible,The taxi-driver repulsed the postal worker.,The postal worker repulsed the taxi-driver.,AAR
265,passive,plausible,The taxi-driver was repulsed by the postal worker.,The postal worker repulsed the taxi-driver.,AAR
265,passive,plausible,The postal worker was repulsed by the taxi-driver.,The postal worker repulsed the taxi-driver.,AAR
266,active,plausible,The letter carrier disgusted the cabbie.,The letter carrier disgusted the cabbie.,AAR
266,active,plausible,The cabbie disgusted the letter carrier.,The letter carrier disgusted the cabbie.,AAR
266,passive,plausible,The cabbie was disgusted by the letter carrier.,The letter carrier disgusted the cabbie.,AAR
266,passive,plausible,The letter carrier was disgusted by the cabbie.,The letter carrier disgusted the cabbie.,AAR
267,active,plausible,The competitor agitated the rival.,The competitor agitated his rival.,AAR
267,active,plausible,The rival agitated the competitor.,The competitor agitated his rival.,AAR
267,passive,plausible,The rival was agitated by the competitor.,The competitor agitated his rival.,AAR
267,passive,plausible,The competitor was agitated by the rival.,The competitor agitated his rival.,AAR
268,active,plausible,The contender flustered the opponent.,The contender flustered his opponent.,AAR
268,active,plausible,The opponent flustered the contender.,The contender flustered his opponent.,AAR
268,passive,plausible,The opponent was flustered by the contender.,The contender flustered his opponent.,AAR
268,passive,plausible,The contender was flustered by the opponent.,The contender flustered his opponent.,AAR
269,active,plausible,The officer alerted the authorities.,The officer alerted the authorities.,AAR
