WorkerId,na.pct,n,implausible,plausible,diff,Answer.English,Answer.country,profcheck,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,filler.left,filler.right
A2OX8TSRCU6NKD,0,54,1,5.5,4.5,yes,USA,,"When I was younger, I would go to school and learn about science and math.","It's raining tomorrow, so I will bring an unmbrella with me.",1896,{},3PMR2DOWOO15Q3AJ5QYZNZI1Y4X54C,7,6
A2P065E9CYMYJL,0,54,1.1,5.9,4.8,yes,USA,yes,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so I will stay inside.",2849,{},32ZCLEW0BZKZMVBNSCUHR7C171OPJ9,7,1
A2P53AN2M8IWFP,0.018518519,54,1.2,6.4,5.2,yes,USA,yes,"When I was younger, I would go to school and learn math and reading.","It's raining tomorrow, so I will make sure I bring an umbrella.",365,"I answered thoughtfully, good luck!",3L55D8AUFAX6NVXI979EHUSILMICYC,7,1
A2PIFMM4Q2I9ZS,0,54,2.2,6.4,4.2,yes,USA,yes,"When I was younger, I would go to school and I would learn new things.","It's raining tomorrow, so I will bring an umbrella to work.",1219,{},3L1EFR8WWT5YP69KSX7ZQJKU9QPF91,6,1
A2PN1H89SQF28M,0,54,5.25,6,0.75,yes,USA,,"When I was younger, I would go to school and one day.","It's raining tomorrow, so Go with the umbrella outside.",2839,good,3UL5XDRDNCJ694XLHTOC4BY60QT85M,7,1
A2PSR3CMNR1R9X,0,54,2.125,6.375,4.25,yes,USA,,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so we may have to cancel our picnic.",1760,{},3KLL7H3EGD1G09DTQO0VLML4GXLHVH,7,4
A2PT18UI9FY7PC,0,54,4,4.125,0.125,yes,USA,,"When I was younger, I would go to school and play with friends","It's raining tomorrow, so the school is closed",2065,its good,3QD8LUVX4XYWO5YTP104KAFZRY1X5G,7,1
A2Q0JW4UWC2SKT,0.037037037,54,4.285714286,2.5,-1.785714286,,,,"When I was younger, I would go to school and meet my friends at the entrance","It's raining tomorrow, so I will need to prepare",2160,{},378G7J1SJLYHVOMWQXXLML75VQVEW8,7,1
A2QD7QFGCUNF5N,0,54,4.25,5,0.75,yes,USA,,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I will wear a raincoat.",1073,{},3BS6ERDL937E93TQ3K9XI9Q77C1D6D,7,1
A2QX2B50DM45E2,0,54,2.375,5.125,2.75,yes,USA,yes,"When I was younger, I would go to school and go to lunch and eat with friends.","It's raining tomorrow, so I will stay inside.",3431,{},3R16PJFTS3R88MVMCD25PO1JVUSK4C,7,1
A2QX3YJXAAHHVV,0.018518519,54,1.428571429,6.25,4.821428571,yes,USA,yes,"When I was younger, I would go to school and learn about many things.","It's raining tomorrow, so I will stay indoors.",394,"I think there was one ambiguous sentence, ""The confectioner was sprinkled by the sugar."" The sugar can't actively sprinkle itself on them, but this could be read in a passive tone.",3JGHED38EDR0BE2MIQ131804KBR7YE,7,1
A2R0YYUAWNT7UD,0,54,3.25,6.875,3.625,yes,USA,yes,"When I was younger, I would go to school to learn to read and write.","It's raining tomorrow, so bring an umbrella and some rain boots.",1465,{},3D1UCPY6GG93VPAH3A0JPE0MMU283W,7,1
A2R1O5M28TA0K4,0,54,4,4.1,0.1,yes,USA,,"When I was younger, I would go to school and I studied well.","It's raining tomorrow, so I don't go to the office.",1515,GOOD,3B623HUYJ4Q7F6VWTP1KXM8YEA1S88,7,1
A2R75YFKVALBXE,0,54,1,5.375,4.375,yes,USA,,"When I was younger, I would go to school and study hard and socialize.","It's raining tomorrow, so I'll exercise in my apartment instead of going to the park.",3519,"None, thanks!",3BO3NEOQM0HW4GLFLBRKPB86V0ZAI2,4,1
A2REBBMVBFBWFD,0,54,1.4,6.6,5.2,yes,USA,yes,"When I was younger, I would go to school and spend most of the day attending classes and hanging out with my friends.","It's raining tomorrow, so I am most likely going to stay indoors and watch some movies.",507,{},3KL228NDMVMOK2O67E46YDYMLZ1KGZ,7,1
A2RVFMCKSSEHDV,0,54,2.625,6.875,4.25,yes,USA,yes,"When I was younger, I would go to school and play at recess with my friends.","It's raining tomorrow, so I have to take an umbrella to work.",1612,none,3LN50BUKPVB5HLZNVX6U7MPTBQTPLB,7,1
A2RWB8JR7AGKXZ,0,54,1.75,6.625,4.875,yes,USA,yes,"When I was younger, I would go to school and did pretty well from first through eighth grade.","It's raining tomorrow, so I'll most likely spend the day indoors.",489,"It was very interesting, thank you!",31YWE12TE0CBB9CCDUF1IUTVI5X7X8,7,1
A2S23A49RFCDZ1,0.074074074,54,6.125,5.833333333,-0.291666667,yes,USA,,"When I was younger, I would go to school and STUDY","It's raining tomorrow, soI CANNOT GO SCHOOL",2335,GOOD,3QTFNPMJC6IPJP4EUJKBBCVWQJZZN5,7,1
A2S7M4RSX6ZF5Z,0,54,3.75,4,0.25,yes,USA,,"When I was younger, I would go to school and playing cricket.","It's raining tomorrow, so I can leave the work.",966,Its best experience in this survey.,3ZURAPD288NG016POKS6BD2BBE1F1S,7,1
A2S96ZZ70YFPSK,0,54,1.5,6.375,4.875,yes,USA,yes,"When I was younger, I would go to school and study hard every night.","It's raining tomorrow, so I will carry an umbrella.",1322,{},3TL87MO8CMPTQ8ATHUAPVSBP9K6FLY,7,1
A2SAZ2K1V1WJ0V,0,54,5.625,5.875,0.25,yes,USA,,"When I was younger, I would go to school and lake. mountains, swimming pool","It's raining tomorrow, so I wont go outside and spend time with my child",3098,na,32204AGAABCXICNY1T19LLIUTIXHGS,7,1
A2SD7GN80U31GW,0,54,2.625,6.5,3.875,yes,USA,,"When I was younger, I would go to school and put my backpack in my locker.","It's raining tomorrow, so I will bring an umbrella with me.",1560,{},3E9VAUV7BWEIUG0KPTDNBZ2ULJXAY8,5,1
A2STMS163OI8TB,0.037037037,54,1.3,6.625,5.325,yes,USA,yes,"When I was younger, I would go to school and wait patiently for the closing time.","It's raining tomorrow, so I will be going out with an umbrella.",1639,{},30QQTY5GMKKJU5IH8P4EYNURONG7UG,7,1
A2SXSU80ZWHAZO,0,54,5.5,6,0.5,yes,USA,,"When I was younger, I would go to school and chatted with my friends.","It's raining tomorrow, so surely i'll take leave.",1540,Nice and useful survey.Thanks for the opportunity.,374UMBUHN5PA69YOZ1MF9D036K0CTN,7,1
A2T7VIFQS647LC,0,54,1.375,6.625,5.25,,,yes,"When I was younger, I would go to school and try to pay attention to the teacher.","It's raining tomorrow, so I will likely stay inside.",308,{},36JW4WBR06KR4CR3Q9VR30IIS3XFHR,7,1
A2TRFQJKZU9NB3,0,54,6.375,6.25,-0.125,yes,USA,,"When I was younger, I would go to school and study","It's raining tomorrow, so school leave",3254,good,3GONHBMNHVYJ17JEII5BYX6WLUQMZV,7,1
A2TVJTQ4VXATE6,0,54,1.625,6,4.375,yes,USA,no,"When I was younger, I would go to school and learned my countries history.","It's raining tomorrow, so I will bring an unbrella.",672,{},3UOMW19E6D68L7NYY54H6XUPQHE5CP,7,1
A2U45Y0OV3P7D8,0,54,2.2,6.1,3.9,yes,USA,yes,"When I was younger, I would go to school and study with my classmates","It's raining tomorrow, so i would be at home",642,{},34XASH8KLQMPN3H8V9797Z4IBVJPMD,7,1
A2V27A9GZA1NR2,0,54,2.125,6.125,4,yes,USA,yes,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I'm not driving anywhere.",1567,Thank You,3VZYA8PITOYORFSIMPBXBWSOHSH50W,7,1
A2V4DP31BEVABF,0,54,3.5,6.875,3.375,no,IND,yes,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I will take an umbrella.",920,Thanks.,3OID399FXG7ASWM14DC1CF3K0B4FDI,7,1
A2VFEDAK5C1E1O,0,54,1.625,6.375,4.75,yes,USA,yes,"When I was younger, I would go to school and enjoy math class.","It's raining tomorrow, so I will bring an umbrella.",1218,This was a very interesting study!  Thanks for some variety!,3YOAVL4CA0H3XHU8CE5FC3PWZ354ZI,7,1
A2VLTSW6CXIUMR,0,54,2.125,5.75,3.625,yes,USA,yes,"When I was younger, I would go to school and learn about the world.","It's raining tomorrow, so I will have to remember to bring an umbrella.",1807,Happy To Participate.,3YD0MU1NC21ZFW4J2KNNYMIXHKOA77,7,1
A2VNSNAN1LZBAM,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and sit in my assigned seat.","It's raining tomorrow, so I should remember my umbrella.",325,{},3JYPJ2TAYI8JHTPR9M3WC9K9EU7FPW,7,1
A2VRDE2FHCBMF8,0,54,1.1,7,5.9,no,OTHER,yes,"When I was younger, I would go to school and listen to the lessons","It's raining tomorrow, so I'll bring my umbrella with me",1380,"Thank you very much for this HIT, and best of luck with your research",3VJ4PFXFJ371D7GFFSGY8EWHPVMAUA,7,1
A2VTUR86NML1F8,0,54,3.25,6,2.75,yes,USA,no,"When I was younger, I would go to school and learn the various subjects","It's raining tomorrow, so we will shop today itself",726,none,30Z7M1Q8UYK3FA92CPFTCMESS4UA8U,7,1
A2W5MSZP0O4Y2P,0,54,1,6.25,5.25,yes,USA,yes,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I will stay inside.",1392,{},3DFYDSXB2W0CE0JJ9YTB1DZ0FIGJUZ,7,1
A2WJMGV0HKQG3Z,0,54,1.375,6.25,4.875,yes,USA,yes,"When I was younger, I would go to school and love to learn new things","It's raining tomorrow, so we can't go play golf",1307,{},3B9J25CZ25D9R9L9A1HPZ84H41MCSY,7,1
A2WVCXVSE0YGML,0,54,1.6,7,5.4,yes,USA,yes,"When I was younger, I would go to school and put forth as little effort as possible to pass.","It's raining tomorrow, so I should pack an umbrella to keep myself dry.",1605,"That was an interesting exercise, good luck with your research!",36FQTHX3Z3RMXN8O6MKTGGQNU0NB3Y,7,1
A2WWYVKGZZXBOB,0,54,1,6.25,5.25,yes,USA,yes,"When I was younger, I would go to school and study to get good grades.","It's raining tomorrow, so I will carry an umbrella with me.",2142,{},32L724R85LK3RKRHAU9HF6X1UMZPIX,7,1
A2Y7RA3JIQXV6M,0,54,1,5.375,4.375,yes,USA,yes,"When I was younger, I would go to school and have some spicy foods.","It's raining tomorrow, so come back soon.",1133,{},31KSVEGZ34S64SR1C3HLLS6OAFLRWY,7,1
A2Y87M8V0N1M6P,0,54,1.4,5.5,4.1,yes,USA,yes,"When I was younger, I would go to school and ask the teacher a lot of quesitons.","It's raining tomorrow, so I need to buy an umbrella.",3569,{},306996CF6WKQNKU9JI6ASNBQWG9B16,7,1
A2YGOORS5N9RW8,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and eat lunch in the cafeteria.","It's raining tomorrow, so i won't be going to the beach.",2277,{},3538U0YQ1FUCA4K4BO6PZ6H89YFF3K,7,1
A2YHOJLEZR8663,0,54,1,5.3,4.3,yes,USA,yes,"When I was younger, I would go to school and meet up with my friends before class and go over our homework.","It's raining tomorrow, so I will have to put off my plans to clean up my yard.",1641,{},363A7XIFV4M1QM5FKIQ340Y032VAVZ,7,1
A2YIB84VKYNKWD,0,54,1.9,6.9,5,yes,USA,yes,"When I was younger, I would go to school and learn many things.","It's raining tomorrow, so I won't go hiking.",559,{},3HEM8MA6H9CG8IF0N2EQO8ONLWGPQ0,7,1
A2YTO4EY3MNYAJ,0,54,1,6.9,5.9,yes,USA,yes,"When I was younger, I would go to school and behave in my classes and then hang out with friends","It's raining tomorrow, so I will stay home and watch a good horror movie.",713,study ran smoothly,3IVKZBIBJ0908HWPWTVQAZ1XHTRHSC,7,1
A2YVC1U50H2B4R,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and learn many things.","It's raining tomorrow, so I should pack an umbrella.",275,{},30EV7DWJTVVH7EOHZGWBVU08P076YE,7,1
A2Z6NL0CTXY0ZB,0,54,1,6.25,5.25,yes,USA,yes,"When I was younger, I would go to school and try my best to be attentive to the teachers.","It's raining tomorrow, so I am not going any place.",1235,{},3DTJ4WT8BDFLPJR11KHSLP1NCSZEZY,7,1
A2ZDEERVRN5AMC,0,54,1.375,7,5.625,yes,USA,yes,"When I was younger, I would go to school and enjoy attending art class.","It's raining tomorrow, so we're likely going to have to cancel our plans.",902,"thanks, tedlab! â˜º",3OND0WXMHWFZYYR7VYBLLIXIG2IEH8,7,1
A2ZGAH6NOSU2PO,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and get my education.","It's raining tomorrow, so I will not go fishing.",1400,No comments,3L84EBDQ372TMOKPX5PLW5QFSGIKK2,7,1
A2ZHBK2MDL2L51,0,54,3.5,3.625,0.125,yes,USA,,"When I was younger, I would go to school and play my friend","It's raining tomorrow, so I am leave",275,no comments,34OWYT6U3WHIZXBAT5DKTGXMPIHI9V,7,1
A2ZJS73XSSMRTD,0,54,1.125,5.5,4.375,yes,USA,yes,"When I was younger, I would go to school and learn different subjects daily.","It's raining tomorrow, so I will likely stay inside.",589,{},34F34TZU7WZ3UOAHQEJ5VU48WRW2JZ,7,1
A2ZL5GAZK6S0H1,0,54,1,6,5,yes,USA,yes,"When I was younger, I would go to school and attend my favorite classes","It's raining tomorrow, so i will stay at home and watch television",627,{},3VW0145YLYCT1SEA0W2PA3I62WDJM7,7,1
A2ZLIHPKKU69QZ,0,54,3.5,4.625,1.125,yes,USA,yes,"When I was younger, I would go to school and collage","It's raining tomorrow, so i can't come to school",3333,no comments,3YKP7CX6G2F4Y69B8YNJTX23Z297BZ,7,2
A30HUZHJBOX1LK,0,54,1.125,7,5.875,yes,USA,yes,"When I was younger, I would go to school and then have band practice afterwards.","It's raining tomorrow, so I will be sure to carry an umbrella.",864,{},3YD0MU1NC21ZFW4J2KNNYMIXHKO7A4,6,1
A30NGIKN7761QK,0,54,2,6.2,4.2,yes,USA,yes,"When I was younger, I would go to school and work very hard to become a doctor in future","It's raining tomorrow, so you better pack up some warm clothes",956,Engaging study,3FDWKV9VCN22F8P4CV63H5RHJCBMU6,7,1
A310N8EXJNXVCA,0,54,1.75,5.75,4,,,,"When I was younger, I would go to school and learn various subjects.","It's raining tomorrow, so I'll probably stay home.",2685,{},3SV8KD29L4SOBJJBX6SVJKESWPVKZO,5,1
A31BIJVDYW40U2,0.055555556,54,7,6,-1,yes,USA,,"When I was younger, I would go to school and 12","It's raining tomorrow, so it free",1661,this survey very nice,35O6H0UNLSGVTLT48XL3T17KG1N5J3,7,1
A320QA9HJFUOZO,0,54,1.1,6.8,5.7,yes,USA,yes,"When I was younger, I would go to school and sit at my desk.","It's raining tomorrow, so I will bring an umbrella.",2502,thanks,3ZUE82NE0A1YB1QAN51LQNPJPK7F8C,7,1
A326O3VWP8TO8N,0,54,1,6.6,5.6,yes,USA,yes,"When I was younger, I would go to school and study in my classes.","It's raining tomorrow, so I brought an umbrella just in case.",590,{},367O8HRHKG86W58UHMB7GASTCO5S41,7,1
A32QFJTK9LJXLR,0,54,1.125,7,5.875,yes,USA,yes,"When I was younger, I would go to school and play blackjack at recess.","It's raining tomorrow, so I am going to stay home and eat ice cream.",1092,Love these!,32LAQ1JNT9P6S3FOLS7F3JM9DK7UTF,7,1
A3388HIWAKD3DV,0,54,2.625,6.875,4.25,yes,USA,yes,"When I was younger, I would go to school and learn a lot of interesting topics.","It's raining tomorrow, so bring your umbrellas.",638,"None, thank you!",368IUKXGA58NY0WG8T0SI37WLV4P63,7,2
A33BYDSAFW6PK,0,54,3.875,4.375,0.5,yes,USA,,"When I was younger, I would go to school and Can Kids Go to School During the Coronavirus (COVID-19) Pandemic?","It's raining tomorrow, so someone told me that was wrong",541,WELL,39N6W9XWRDNJ47DNBT5X7LDXJEAGYQ,7,1
A33RBG4AB7LIPJ,0,54,2.5,6.5,4,yes,USA,yes,"When I was younger, I would go to school and study very hard","It's raining tomorrow, so I need to bring an umbrella",1285,{},3IYI9285WS0GS62JN78B77DU8I9CJI,7,1
A33T45FNLQC14X,0,54,2.4,3.8,1.4,yes,USA,no,"When I was younger, I would go to school and reading the book","It's raining tomorrow, so today prepared",1526,This is most attractive survey. this is most good.,3PN6H8C9R4QFW55TTXQ9YEST3VRDA3,7,1
A33Z6BHAJUGCHY,0.018518519,54,1.125,7,5.875,yes,USA,yes,"When I was younger, I would go to school and learn about US history.","It's raining tomorrow, so I should wear a jacket.",904,{},3UEDKCTP9VQ5R9D5EB0CS0LTMWIK7W,6,1
A34U4186EW0B9X,0,54,1.125,6.625,5.5,yes,USA,yes,"When I was younger, I would go to school and study my lessons carefully.","It's raining tomorrow, so I will stay inside.",627,{},385MDVINFCFP648O4Y8CJ1KX0YRJWY,7,1
A351P2O6QGTCS,0,54,2.5,4.375,1.875,yes,USA,yes,"When I was younger, I would go to school and do homework at lunch.","It's raining tomorrow, so I will just stay inside",809,{},3MD8CKRQZZNKY8R254Y6W2CG8JCJRV,7,1
A353XKDTUX10NC,0,54,2,7,5,yes,USA,yes,"When I was younger, I would go to school and hide in the bathroom all day until school was over.","It's raining tomorrow, so I will stay home and not work today.",1340,Have a nice day.,39I4RL8QGJHH6WUE6SZ8CWLR3DOH45,7,1
A35DEXUQBSKQWF,0,54,3.25,3.125,-0.125,yes,USA,,"When I was younger, I would go to school and game park and church.","It's raining tomorrow, so come with raincoat.",1716,great survey.,3Z33IC0JC0MNL3VASCC385NGXKD9VJ,7,1
A35LWWZHYTBJES,0,108,7,6.9375,-0.0625,yes,USA,,"When I was younger, I would go to school and study","It's raining tomorrow, so i cannot go to school",558,good,3V7ICJJAZAG7FJRS60PCQLIT80JB4J,7,1
A35LWWZHYTBJES,0,108,7,6.9375,-0.0625,yes,USA,,"When I was younger, I would go to school and study","It's raining tomorrow, so i cannot go to school",1041,good,367O8HRHKG86W58UHMB7GASTCO54SD,7,2
A36A2JLZUOPNUM,0,54,2.5,5,2.5,yes,USA,yes,"When I was younger, I would go to school and gain more knowledge everyday.","It's raining tomorrow, so i need to go there today.",1463,{},3R5LWXWHR08U42ND6XJVO76OH8GGXK,7,1
A36GO7YCYNTI1W,0,54,1,5,4,yes,USA,yes,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so we should stay inside.",817,No comments,3CIS7GGG65J43KXRVXIK4XM8AAKEU9,7,1
A36GU3OHGLDS8R,0,54,1.125,4.75,3.625,yes,USA,yes,"When I was younger, I would go to school and I would focus on what the teacher was saying in class.","It's raining tomorrow, so I better bring an umbrella with me.",327,{},37OPIVELUU3W8LAVFT9ZPZ7RVNKHAG,7,1
A36IO8HVVL5WTZ,0,54,1.875,6.25,4.375,yes,USA,yes,"When I was younger, I would go to school and make sure to bring my homework.","It's raining tomorrow, so I will stay in and read.",1383,"Some of these were pretty difficult to visualize, and I'm not sure that I got 100% but feel confident that I was able to do most correctly.",39HYCOOPKOLGY6EIQ0GE75NTXCGMDW,7,1
A37KREDYGDTP4U,0,54,1.4,6.2,4.8,yes,USA,yes,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I will stay inside all day.",996,{},3E6L1VR4XWMB7N7MUQ4N69TSJPHF6Q,7,1
A37PUSY6CJ7TQ0,0,54,1,6.125,5.125,yes,USA,yes,"When I was younger, I would go to school and look forward to gym class.","It's raining tomorrow, so I don't plan to walk to work.",343,{},3OND0WXMHWFZYYR7VYBLLIXIG2IHEB,7,1
A37S96RT1P1IT2,0,54,1,6.625,5.625,yes,USA,yes,"When I was younger, I would go to school and study math, reading, and science.","It's raining tomorrow, so I will take my umbrella.",703,No comment.,37J05LC5AXJQXY8XN33MRDVCTILDJJ,7,1
A38BNV13AV0S8Y,0,54,2,6.125,4.125,yes,USA,yes,"When I was younger, I would go to school and learn from my teachers.","It's raining tomorrow, so I will wear a jacket.",787,{},3PKJ68EHDNW79EDZ9ZMCIYAALAEJHY,7,1
A38VFGL477QDJC,0,54,3,5.875,2.875,,OTHER,yes,"When I was younger, I would go to school and read my books in the library","It's raining tomorrow, so I need to get an umbrella",2152,{},36818Z1KV3DHED3W08KXL56HCI2A32,7,1
A3908297ZI3LES,0,54,1.625,6.75,5.125,yes,USA,yes,"When I was younger, I would go to school and learn about science.","It's raining tomorrow, so I will go out today.",1023,Thank you,3UZUVSO3P7VLQCSIMVRYDN5EXOHEMH,7,1
A3914P24XPNPY3,0,54,1.625,5.5,3.875,,USA,yes,"When I was younger, I would go to school and learned about history and math","It's raining tomorrow, so I will stay indoors and cook",212,{},3MG8450X2OA80BMH4BYVY9LCOHMPU5,7,1
A39MKVROUZ1UWR,0,54,1.6,6.9,5.3,yes,USA,yes,"When I was younger, I would go to school and complete my assignments on time.","It's raining tomorrow, so I will make sure to bring my umbrella.",1285,{},39O0SQZVJN7REDQ04V99TC77HOC7RC,7,1
A39WTL5BQTEI3X,0,54,7,7,0,yes,USA,,"When I was younger, I would go to school and STUDY","It's raining tomorrow, so I CANNOT GO TO SCHOOL",1133,GOOD,3ZTE0JGGCESUTHTG3K0GF3UG7CJCO1,7,1
A3AJJHOAV7WIUQ,0.018518519,54,1,6.25,5.25,,USA,yes,"When I was younger, I would go to school and study with my classmates","It's raining tomorrow, so the picnic will be cancelled",297,{},37S0QRNUFBGPWMGNFRVFGV8X2GU88O,7,1
A3C2X1L5PVNNLV,0,54,2.625,5.25,2.625,,USA,yes,"When I was younger, I would go to school and learn about history","It's raining tomorrow, so don't expect me",2555,{},31KPKEKW4ADQGV9RNZ2AEISGRO3B03,7,1
A3CD3C99T8S6ON,0,54,1.1,6.8,5.7,yes,USA,yes,"When I was younger, I would go to school and take classes in reading, writing, and mathematics.","It's raining tomorrow, so I will probably stay home.",487,no comments,3J94SKDEKIPIQZTCY1ZSQ3C7BHQD5X,7,1
A3CE0SWITZK3UD,0,54,1,6.75,5.75,yes,USA,yes,"When I was younger, I would go to school and work hard to earn good grades","It's raining tomorrow, so the sun will definitely not be out",3199,{},3J94SKDEKIPIQZTCY1ZSQ3C7BHQ5DP,7,2
A3CH1Z6J9R38G9,0,54,1,5.375,4.375,yes,USA,yes,"When I was younger, I would go to school and study hard all day.","It's raining tomorrow, so bring your umbrella for the trip.",1920,{},3BCRDCM0ODUMN9Z0V1VKMMLXRLYK6X,7,1
A3CP0DLCGX5J7O,0,54,1,6.1,5.1,yes,USA,yes,"When I was younger, I would go to school and learn math and English.","It's raining tomorrow, so I will bring an umbrella and raincoat",389,{},388CL5C1RJND441ZCKYPYDN2PZJHLY,7,1
A3CTXNQ2GXIQSP,0,54,1.875,7,5.125,yes,USA,yes,"When I was younger, I would go to school and pay attention to the teacher's lessons.","It's raining tomorrow, so I will probably spend most of the day indoors.",1250,{},3SMIWMMK615YKKJIGXCQQ3T8HEPUW5,6,1
A3D2U4QF7821ZW,0,54,1.375,6.125,4.75,yes,USA,yes,"When I was younger, I would go to school and try to learn everything I could.","It's raining tomorrow, so I need to make sure I pack an umbrella.",2460,{},39XCQ6V3KY4J5QEXOEREKX2FUV356X,7,1
A3DCMLNFISSIAW,0,54,6.375,6.125,-0.25,yes,USA,,"When I was younger, I would go to school and You're probably feeling excited and maybe a little sad that summer is over.","It's raining tomorrow, so  I AM HAPPILY ENJOYING",234,GOOD AND INTERESTING,3G57RS03HH5VNPVW1CFBUKL3EQ152G,7,1
A3DJJQP3ATMFKP,0,54,2.25,6.625,4.375,,,yes,"When I was younger, I would go to school and learn about history and science.","It's raining tomorrow, so I should bring an umbrella.",481,{},39KMGHJ4RZAPW86HPJ5LU1WX0K6006,7,1
A3DUPRZSMU9W5R,0,54,1.75,5.5,3.75,yes,USA,yes,"When I was younger, I would go to school and learn.","It's raining tomorrow, so I'll stay home.",965,"Depending on the positions of the two subject nouns in the sentence, if one had a more prestigious position for example, I gave the sentence less likely or more likely to be credible depending upon who was helping whom. Thx",3NSCTNUR2ZNKSSQ0ER8Q0241QET5AN,7,1
A3E6CBPKULWOIH,0,54,5.875,6,0.125,yes,USA,,"When I was younger, I would go to school and park","It's raining tomorrow, so I come with umbrella",3005,excellent,3BPP3MA3TCK1KUAXMJQJDAQPXJRELF,7,1
A3EG4C9T4F5DUR,0,54,2.5,5.875,3.375,yes,USA,yes,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I am staying inside.",3390,{},3566S7OX5DJ3L8RJ61UUNLPUDQI71G,7,1
A3EUGO4VR2N4G1,0,54,1.375,6.5,5.125,yes,USA,yes,"When I was younger, I would go to school and try to get good grades.","It's raining tomorrow, so I will bring an umbrella with me.",319,Thanks for paying fair!,360ZO6N6J1J4VG11EKBCL9436R1M9F,7,1
A3EWR58W0SA885,0,54,1.625,5.5,3.875,yes,USA,yes,"When I was younger, I would go to school and try to learn mathematics.","It's raining tomorrow, so I should obviously wear a jacket.",1814,{},3PA41K45VN4620ALR35KOH7SG6OP72,7,1
A3FGT6EU39C6S4,0,54,2,6.25,4.25,yes,USA,yes,"When I was younger, I would go to school and study for many different subjects.","It's raining tomorrow, so I should grab an umbrella before I leave.",2747,A3FGT6EU39C6S4,3KWGG5KP6J26TE84Q4L3NZ5BCC4MCW,7,1
A3FK6CWJPUWEWH,0.018518519,54,2.625,7,4.375,yes,USA,yes,"When I was younger, I would go to school and learned how to take multiple choice tests.","It's raining tomorrow, so I will make sure to bring my umbrella.",276,{},3MNJFORX8B4FOJ78P7UIE3FSNU65F0,7,1
A3FNC8ELMK8YJA,0,54,1,6.9,5.9,yes,USA,yes,"When I was younger, I would go to school and learn lots of new things.","It's raining tomorrow, so I shall stay at home and read a book.",2907,{},3CRWSLD91K472357G9UUIZZS1QNMOT,7,1
A3FOKP72T5I4FR,0,54,1,6.8,5.8,,USA,yes,"When I was younger, I would go to school and sit quietly and learn.","It's raining tomorrow, so I need an umbrella",764,{},3X878VYTIEIUBNLRD09FCNTOE017FH,7,1
A3GIHD8GJU04MU,0,54,5,3.875,-1.125,yes,USA,,"When I was younger, I would go to school and I'm study well.","It's raining tomorrow, so very happy",1764,The survey is very nice,3D7VY91L65XNJ9GYC4P8CFZTUR4MBP,7,1
A3GK90X2QOFR53,0,54,2,5.875,3.875,yes,USA,yes,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I'll bring an umbrella",2703,none,307FVKVSYRFKD7O2TJDWLJWXPAS74T,7,1
A3GLUDQZGEJL5G,0.444444444,54,3,6.333333333,3.333333333,yes,USA,,"When I was younger, I would go to school and","It's raining tomorrow, so",2314,{},3DGDV62G7O9ZGZDFLROPSQQK5Q22PZ,7,1
A3GOR38ZREUSKR,0.018518519,54,5.25,5.285714286,0.035714286,yes,USA,,"When I was younger, I would go to school and go to playground","It's raining tomorrow, so tody i will go to banK",2227,GOOD,38G0E1M85M5L5VJDQN7U41AUA5NUVV,7,1
A3GPTSDDHJ2DBV,0,54,1.7,6.5,4.8,yes,USA,yes,"When I was younger, I would go to school and study with my friends","It's raining tomorrow, so I will take my umbrella.",1213,{},34ZTTGSNJXOOV1HC4P6LFZMWZ56HQN,7,1
A3GZYWA9S6J0K9,0,54,1,5.625,4.625,yes,USA,yes,"When I was younger, I would go to school and I usually enjoyed my time there.","It's raining tomorrow, so I won't be working on my garden then.",798,{},3A520CCNWN0KOBJTPS1T4WAE37SAET,7,1
A3H3BTRV6I3LYU,0,54,1.625,6.625,5,yes,USA,yes,"When I was younger, I would go to school and listen to my teacher.","It's raining tomorrow, so I cannot go outside.",551,{},3PCPFX4U40Q4H5Q69ZILCEAJJQTFQN,7,1
A3H8M155NBFE1L,0,54,2,7,5,yes,USA,yes,"When I was younger, I would go to school and pay attention to every lesson.","It's raining tomorrow, so I'll stay home and relax.",983,{},3PUOXASB5734UN0KT916TB0CLVJ9ZJ,7,1
A3HHDPKL3O3O7Y,0.018518519,54,2.125,6.25,4.125,yes,USA,yes,"When I was younger, I would go to school and stay there for 7 or 8 hours a day.","It's raining tomorrow, so I will take an umbrella if I go out.",822,{},3VADEH0UHCXSLYUDF63VJ83O3K1PSP,7,1
