WorkerId,AssignmentId,TrialNum,Answer.Rating,TrialType,Voice,Plausibility,Item,Input.trial
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,20,7,AAN,passive,plausible,169,The expert was employed by the businessman.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,21,7,AI,passive,plausible,325,The trip was canceled by the archaeologist.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,22,1,AI,passive,implausible,313,The marcher was sung by the anthem.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,23,7,AAN,passive,plausible,367,The lab assistant was overwhelmed by the neuroscientist.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,24,7,AAR,active,plausible1,255,The sentry spotted the invader.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,25,1,AI,passive,implausible,43,The maid was lifted by the cushion.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,26,7,AAR,passive,plausible0,201,The architect was calmed by the benefactor.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,27,1,AAN,passive,implausible,167,The magician was hypnotized by the crowd.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,28,5,AAN,active,implausible,149,The rabble-rouser subdued the policeman.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,29,6,AAR,active,plausible0,253,The student befuddled the professor.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,30,7,AAR,active,plausible0,227,The postman noticed the chaplain.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,31,7,AI,active,plausible,77,The tycoon ran the company.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,32,7,AI,passive,plausible,287,The clay was molded by the potter.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,33,7,AAR,passive,plausible1,203,The therapist was lauded by the hairdresser.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,34,1,AI,active,implausible,33,The book completed the writer.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,35,7,AI,active,plausible,305,The winemaker uncorked the bottle.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,36,7,AI,passive,plausible,69,The target was reached by the guide.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,37,7,AAR,active,plausible1,187,The clown mocked the maniac.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,38,6,AAR,passive,plausible0,219,The manager was tested by the peddler.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,39,7,AAR,active,plausible1,229,The playwright begrudged the composer.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,40,7,AI,passive,plausible,83,The speech was delivered by the congressman.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,41,7,AAN,passive,plausible,117,The elderly person was charged by the clerk.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,42,2,AAN,passive,implausible,345,The masseuse was relaxed by the linebacker.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,43,7,AAN,passive,plausible,143,The ballerina was attired by the dressmaker.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,44,7,AAR,passive,plausible1,269,The officer were alerted by the authorities.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,45,7,AAR,active,plausible0,411,The entomologist disparaged the biologist.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,46,7,AAN,active,plausible,181,The alcoholic hassled the guest.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,47,7,AAN,active,plausible,101,The owner evicted the tenant.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,48,7,AAN,active,implausible,97,The troll enchanted the fairy.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,49,2,AAN,active,implausible,121,The assailant found the detective.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,50,7,AAR,active,plausible1,277,The protagonist beat the scoundrel.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,51,7,AAR,passive,plausible1,223,The general was welcomed by the hero.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,52,7,AAN,active,plausible,127,The speaker engrossed the audience.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,53,1,AI,active,implausible,71,The crop cultivated the villager.
AJRY9ALX8069Y,3TXWC2NHNZQ9FVCZOJCZM2YVJ48S9Q,54,7,AAR,active,plausible0,275,The pacifist placated the zealot.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,1,7,AAN,passive,plausible,162,The worker was fired by the boss.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,2,1,AI,passive,implausible,286,The bum was stolen by the necklace.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,3,7,AI,active,plausible,284,The uncle hung the ornament.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,6,7,AAN,active,plausible,348,The caretaker quieted the orphan.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,7,1,AI,passive,implausible,16,The secretary was organized by the desk.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,8,6,AAR,passive,plausible1,198,The manservant was amused by the emissary.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,9,7,AAN,passive,plausible,362,The offender was handcuffed by the policewoman.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,10,1,AI,passive,implausible,72,The mentor was revised by the manuscript.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,11,1,AI,active,implausible,4,The jail feared the criminal.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,12,6,AAR,active,plausible1,234,The soothsayer mystified the evangelist.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,13,2,AAN,active,implausible,332,The busboy tipped the brunette.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,14,5,AI,active,plausible,66,The comedian confirmed the itinerary.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,15,6,AAR,active,plausible0,226,The shoemaker scorned the mason.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,16,1,AI,active,implausible,84,The address gave the representative.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,17,6,AI,passive,plausible,2,The disease was contracted by the marauder.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,18,7,AAR,active,plausible0,268,The contender flustered the opponent.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,19,1,AAN,passive,implausible,154,The thief was robbed by the manufacturer.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,20,7,AI,passive,plausible,60,The laptop was bought by the teacher.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,21,7,AI,passive,plausible,290,The concert was attended by the groupie.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,22,1,AAN,passive,implausible,118,The cashier was billed by the senior citizen.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,23,7,AAN,passive,plausible,338,The bully was dodged by the freshman.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,24,7,AI,active,plausible,14,The repairman fixed the tap.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,25,7,AAR,passive,plausible0,274,The collaborator was esteemed by the flora specialist.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,26,7,AAR,active,plausible0,378,The neurologist consulted the geneticist.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,27,1,AI,active,implausible,64,The souvenir lost the traveler.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,28,7,AAR,passive,plausible1,372,The camper was startled by the bear.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,29,1,AAN,passive,implausible,336,The urologist was treated by the widower.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,30,7,AI,active,plausible,48,The servant wiped the sink.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,31,7,AAR,active,plausible1,386,The sculptor misinformed the curator.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,32,7,AAR,active,plausible1,192,The gardener phoned the custodian.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,33,1,AAN,passive,implausible,360,The au pair was spanked by the girl.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,34,7,AAN,passive,plausible,140,The prisoner was apprehended by the guard.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,35,7,AAR,passive,plausible1,254,The scholar was confused by the lecturer.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,36,1,AI,active,implausible,296,The envelope sealed the voter.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,37,1,AAN,active,implausible,366,The abused woman comforted the social worker.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,38,1,AAN,active,implausible,344,The giraffe fed the zookeeper.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,39,3,AAR,active,plausible1,272,The poacher exposed the perpetrator.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,40,7,AAR,passive,plausible0,390,The pathologist was contradicted by the dermatologist.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,41,7,AAN,active,plausible,116,The hit man killed the politician.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,42,7,AI,passive,plausible,326,The baguette was sliced by the Frenchman.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,43,1,AI,passive,implausible,56,The journalist was ditched by the article.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,44,7,AAR,active,plausible0,400,The ex-wife punched the girlfriend.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,45,7,AI,active,plausible,308,The exterminator filed the complaint.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,46,7,AI,passive,plausible,8,The funeral was prepared by the undertaker.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,47,3,AAN,active,implausible,144,The child scolded the principal.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,48,1,AI,passive,implausible,316,The house sitter was watered by the plant.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,49,6,AAR,passive,plausible0,196,The felon was deprecated by the intermediary.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,50,7,AAN,active,plausible,334,The cartoonist sketched the unicyclist.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,51,7,AAR,passive,plausible1,394,The teenager was mortified by the parent.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,52,7,AAN,active,plausible,146,The lord named the heir.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,53,1,AI,active,implausible,282,The wire bent the ditch digger.
AJZEXCH1TSUE1,32N49TQG3GI3C638AKV4TKTMOQKVAD,54,7,AAR,passive,plausible0,236,The warrior was strangled by the encroacher.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,1,6,AAN,passive,plausible,130,The relative was surprised by the prodigy.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,3,7,AI,active,plausible,322,The manicurist rescheduled the appointment.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,4,6,AAR,passive,plausible0,222,The prima donna was adored by the instrumentalist.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,5,7,AI,active,plausible,88,The star autographed the picture.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,6,7,AAN,passive,plausible,104,The right-winger was criticized by the reviewer.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,7,7,AAN,active,plausible,112,The womanizer wooed the maiden.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,8,1,AI,passive,implausible,10,The supervisor was supplied by the liquor.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,9,7,AAR,active,plausible1,258,The trader compensated the wholesaler.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,10,7,AAR,passive,plausible1,374,The tenor was loved by the soprano.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,11,2,AAN,passive,implausible,102,The proprietor was dislodged by the renter.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,12,6,AAR,passive,plausible1,244,The translator was deceived by the courier.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,13,7,AAN,passive,implausible,152,The king was exiled by the rebel.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,14,1,AI,passive,implausible,34,The financier was sponsored by the project.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,15,1,AI,active,implausible,314,The door unlocked the deckhand.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,16,7,AI,passive,plausible,18,The airplane was steered by the pilot.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,18,2,AAN,passive,implausible,356,The cardiologist was discredited by the quack.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,19,7,AAR,active,plausible1,416,The sniper identified the sergeant.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,20,6,AAN,active,implausible,96,The aide rebuked the technician.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,21,1,AI,active,implausible,6,The money wasted the call girl.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,22,5,AAN,active,implausible,136,The enthusiast disappointed the singer.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,23,7,AAN,active,plausible,178,The ecologist warned the cigar-maker.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,24,7,AI,active,plausible,62,The lady cooked the supper.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,25,7,AAN,active,plausible,148,The cop restrained the rioter.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,26,5,AAN,active,plausible,354,The union ousted the whistle-blower.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,27,7,AI,active,plausible,280,The boyfriend basted the turkey.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,28,4,AAN,passive,implausible,122,The sleuth was located by the attacker.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,29,5,AAR,active,plausible0,414,The litigator begged the citizen.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,30,2,AAN,active,implausible,352,The sociopath expelled the assistant principal.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,31,4,AAR,active,plausible1,392,The veteran saluted the patriot.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,32,7,AAR,active,plausible0,250,The sorcerer defended the dwarf.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,33,1,AI,passive,implausible,292,The marine was packed by the bag.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,34,7,AI,passive,plausible,70,The grain was farmed by the townsperson.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,35,7,AAR,passive,plausible0,190,The innovator was approached by the historian.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,36,1,AAN,passive,plausible,346,The noble was obeyed by the page.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,37,5,AAN,active,implausible,160,The investigator fooled the imitator.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,38,7,AI,passive,plausible,298,The prize was received by the cellist.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,39,3,AAR,passive,plausible1,412,The hypochondriac was hounded by the medic.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,40,1,AAN,active,implausible,108,The youngster resuscitated the EMT.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,41,4,AAR,passive,plausible0,396,The landlady was antagonized by the miser.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,42,7,AAR,active,plausible0,382,The warlord hailed the mercenary.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,43,7,AAN,passive,plausible,358,The snorkeler was mauled by the shark.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,44,3,AAN,passive,implausible,182,The drunk was bothered by the visitor.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,45,7,AAN,passive,plausible,156,The contestant was discouraged by the pessimist.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,46,5,AAR,active,plausible0,212,The helper complimented the appraiser.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,47,6,AAR,passive,plausible1,206,The aristocrat was wed by the countess.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,48,7,AI,passive,plausible,52,The medicine was swallowed by the patient.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,49,1,AI,active,implausible,80,The vote prejudiced the activist.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,50,6,AAR,passive,plausible0,276,The fanatic was mollified by the peace-lover.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,51,7,AAR,active,plausible1,216,The rancher insulted the cartographer.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,52,1,AI,active,implausible,20,The squid sauteed the chef.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,53,7,AAN,active,plausible,98,The pixie mesmerized the ogre.
AK3H5QRAROFGP,3XIQGXAUMC8DXTA53WK27EOH3TN7X2,54,1,AI,passive,implausible,68,The woodworker was skimmed by the brochure.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,1,7,AAN,passive,plausible,344,The giraffe was fed by the zookeeper.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,2,7,AAN,active,plausible,336,The urologist treated the widower.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,3,6,AAN,active,plausible,118,The cashier billed the senior citizen.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,4,5,AAN,active,implausible,146,The heir named the lord.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,5,7,AAN,active,plausible,360,The au pair spanked the girl.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,6,7,AAN,passive,plausible,144,The child was scolded by the principal.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,7,7,AI,passive,plausible,296,The envelope was sealed by the voter.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,8,7,AI,active,plausible,16,The secretary organized the desk.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,9,3,AAN,passive,implausible,338,The freshman was dodged by the bully.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,10,7,AI,passive,plausible,84,The address was given by the representative.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,11,7,AAR,passive,plausible1,400,The ex-wife was punched by the girlfriend.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,12,7,AAN,active,plausible,154,The thief robbed the manufacturer.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,13,1,AAR,active,plausible1,274,The collaborator esteemed the flora specialist.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,14,5,AI,passive,plausible,282,The wire was bent by the ditch digger.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,15,1,AAN,passive,implausible,162,The boss was fired by the worker.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,16,1,AI,active,implausible,308,The complaint filed the exterminator.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,17,7,AI,active,plausible,72,The mentor revised the manuscript.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,19,7,AAR,active,plausible1,236,The warrior strangled the encroacher.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,20,7,AI,passive,plausible,4,The jail was feared by the criminal.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,21,7,AI,active,plausible,286,The bum stole the necklace.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,24,1,AAR,active,plausible0,234,The evangelist mystified the soothsayer.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,25,1,AI,passive,implausible,290,The groupie was attended by the concert.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,26,2,AAR,passive,plausible0,254,The lecturer was confused by the scholar.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,27,1,AAN,active,implausible,334,The unicyclist sketched the cartoonist.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,28,1,AI,active,implausible,48,The sink wiped the servant.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,29,7,AI,passive,plausible,64,The souvenir was lost by the traveler.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,30,1,AI,active,implausible,14,The tap fixed the repairman.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,31,1,AI,passive,implausible,8,The undertaker was prepared by the funeral.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,32,7,AAR,passive,plausible0,394,The parent was mortified by the teenager.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,33,1,AAR,passive,plausible0,198,The emissary was amused by the manservant.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,34,1,AAR,active,plausible1,196,The felon deprecated the intermediary.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,35,7,AAR,passive,plausible1,378,The neurologist was consulted by the geneticist.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,36,1,AI,passive,implausible,326,The Frenchman was sliced by the baguette.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,37,7,AI,active,plausible,316,The house sitter watered the plant.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,38,6,AAR,passive,plausible0,372,The bear was startled by the camper.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,39,2,AAR,active,plausible0,386,The curator misinformed the sculptor.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,40,2,AI,active,plausible,56,The journalist ditched the article.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,41,1,AAN,active,implausible,116,The politician killed the hit man.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,42,2,AAN,passive,implausible,140,The guard was apprehended by the prisoner.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,43,2,AAR,active,plausible0,272,The perpetrator exposed the poacher.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,44,1,AAN,passive,implausible,362,The policewoman was handcuffed by the offender.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,45,1,AI,passive,implausible,60,The teacher was bought by the laptop.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,46,3,AAN,active,implausible,348,The orphan quieted the caretaker.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,47,7,AAN,passive,plausible,366,The abused woman was comforted by the social worker.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,48,7,AAR,active,plausible1,390,The pathologist contradicted the dermatologist.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,49,7,AAR,passive,plausible1,268,The contender was flustered by the opponent.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,50,1,AI,passive,implausible,2,The marauder was contracted by the disease.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,51,6,AAR,passive,plausible1,226,The shoemaker was scorned by the mason.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,52,7,AAN,passive,plausible,332,The busboy was tipped by the brunette.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,53,7,AAR,active,plausible0,192,The custodian phoned the gardener.
AKHH4W14A6AN9,3QIYRE09Y3HUADHZCAGK8266YTCN10,54,1,AI,active,implausible,284,The ornament hung the uncle.
AKLV0WIZZ356X,3HMIGG0U4L66XC5YIXYA4SRLGMLY8Q,1,7,AAN,active,implausible,129,The cousin shocked the genius.
AKLV0WIZZ356X,3HMIGG0U4L66XC5YIXYA4SRLGMLY8Q,2,6,AAN,passive,implausible,139,The driver was transported by the ambassador.
