WorkerId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,AssignmentStatus,AssignmentId,filler.left,filler.right,diff,Use
A2R1O5M28TA0K4,0,54,4,4.1,yes,USA,"When I was younger, I would go to school and I studied well.","It's raining tomorrow, so I don't go to the office.",1515,GOOD,3B623HUYJ4Q7F6VWTP1KXM8YEA1S88,Rejected,3V26SBZTBDELMYGQN906VJXRLMXZZI,7,1,0.1,
AZ5USSNKZI3Y1,0,54,1.2,6,yes,USA,"When I was younger, I would go to school and attempt to listen to the teacher, which was very difficult for me.","It's raining tomorrow, so we can stay home and bake brownies with marshmallows!",638,You're welcome!  Thank you!,3OYHVNTV5TYCCF54VXHE3M7OCLSKOM,Approved,3GD6L00D3SXOSVWZ091KVNH6T62M15,7,1,4.8,TRUE
A2JDYN6QM8M5UN,0,108,1.25,6.0625,yes,USA,"When I was younger, I would go to school and learn about various subjects.","It's raining tomorrow, so make sure to bring an umbrella.",751,{},37ZQELHEQ0YPKI5VFUUH3AZNBGIMNE,Approved,3X0H8UUIT1OKRRP7HUMR0M66H5TWSK,7,1,4.8125,TRUE
A2JDYN6QM8M5UN,0,108,1.25,6.0625,yes,USA,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so it's probably going to be humid the day after that.",1690,{},379OL9DBSSE4PXQFXNZNF4RAF1F9YS,Approved,3KXIR214I4GFDQPPD912ECABZL124D,4,1,4.8125,
A2QX3YJXAAHHVV,0.018518519,54,1.428571429,6.25,yes,USA,"When I was younger, I would go to school and learn about many things.","It's raining tomorrow, so I will stay indoors.",394,"I think there was one ambiguous sentence, ""The confectioner was sprinkled by the sugar."" The sugar can't actively sprinkle itself on them, but this could be read in a passive tone.",3JGHED38EDR0BE2MIQ131804KBR7YE,Approved,30X31N5D63QNKEM4GPQZIX9FPMQSA5,7,1,4.821428571,TRUE
A12FCLCVIM2CL3,0,54,1.875,6.75,yes,USA,"When I was younger, I would go to school and play with my friends during recess.","It's raining tomorrow, so I'm going to put my umbrella in my car tonight.",1266,{},36BTXXLZ2V8UVQ8H2XB2Q0NXQMM4RP,Approved,3STRJBFXOWRUBR85HG8EMG8XWHYKT1,7,1,4.875,TRUE
A2S23A49RFCDZ1,0.074074074,54,6.125,5.833333333,yes,USA,"When I was younger, I would go to school and STUDY","It's raining tomorrow, soI CANNOT GO SCHOOL",2335,GOOD,3QTFNPMJC6IPJP4EUJKBBCVWQJZZN5,Rejected,3BXQMRHWKZY41SNX2XB46PM3400UM7,7,1,-0.291666667,
A2S7M4RSX6ZF5Z,0,54,3.75,4,yes,USA,"When I was younger, I would go to school and playing cricket.","It's raining tomorrow, so I can leave the work.",966,Its best experience in this survey.,3ZURAPD288NG016POKS6BD2BBE1F1S,Rejected,3HWRJOOET52QAR3GWUSLEGZ6A1OSE0,7,1,0.25,
A16Z9FSSF1X74O,0,54,1,5.875,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I will bring my umbrella.",1655,"Red Forest

Thank you, and have a nice day!",3LCXHSGDLT6OO75N6SNKPW4KPDZEST,Approved,3XLBSAQ9Z4C22OAK4E8N4Z4SBWO7Z8,7,1,4.875,TRUE
A2SAZ2K1V1WJ0V,0,54,5.625,5.875,yes,USA,"When I was younger, I would go to school and lake. mountains, swimming pool","It's raining tomorrow, so I wont go outside and spend time with my child",3098,na,32204AGAABCXICNY1T19LLIUTIXHGS,Rejected,3F0BG9B9MPN2XY0F8S64QSVQ5ZH7Y8,7,1,0.25,
A17NFI9O9H25MZ,0,54,1.75,6.625,yes,USA,"When I was younger, I would go to school and play at the basketball court for hours.","It's raining tomorrow, so I'm staying home and not driving out.",390,{},3I4E7AFQ2KZXEN4U9T31WHDYW49JT8,Approved,3YDGXNSEOZUQZ5RETQA3O3NELIO84B,7,5,4.875,
A1V2H0UF94ATWY,0,54,2.125,7,,,"When I was younger, I would go to school and talk with my friends at lunch.","It's raining tomorrow, so we better carry our umbrellas.",2028,{},3S37Y8CWI80Z3MP31RL8DZVEI114WS,Approved,36W0OB37HWEZVDGWHNUZVCTMPWGZHS,7,1,4.875,
A1XVEKS9O73ERE,0,54,1.25,6.125,yes,USA,"When I was younger, I would go to school and learn how to count.","It's raining tomorrow, so bring your umbrella.",552,thank you,3UEDKCTP9VQ5R9D5EB0CS0LTMPP7KC,Approved,3C44YUNSI1PO5T9O8ID7DTCANKGDP6,5,1,4.875,
A2SXSU80ZWHAZO,0,54,5.5,6,yes,USA,"When I was younger, I would go to school and chatted with my friends.","It's raining tomorrow, so surely i'll take leave.",1540,Nice and useful survey.Thanks for the opportunity.,374UMBUHN5PA69YOZ1MF9D036K0CTN,Rejected,3Z7ISHFUH0V622F3EJ0TIZ0NMDQZ8D,7,1,0.5,
A21UA6O7ZFAIQJ,0,54,2,6.875,yes,USA,"When I was younger, I would go to school and try to be quiet.","It's raining tomorrow, so let's get everything done today.",684,"Sentence: The service rated the cheapskate.

This one used to be implausible, but now it happens often.",3UZUVSO3P7VLQCSIMVRYDN5EXOHMEP,Approved,3WETL7AQWT8MURP8VEYH2ELH5SR35J,7,1,4.875,TRUE
A2TRFQJKZU9NB3,0,54,6.375,6.25,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so school leave",3254,good,3GONHBMNHVYJ17JEII5BYX6WLUQMZV,Rejected,3Z3ZLGNNSIUBND86F6MK0PG81ODQ3I,7,1,-0.125,
A23KAJRDVCVGOE,0,54,1.25,6.125,yes,USA,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so i brought my umbrella",1459,{},31ANT7FQN82Z2FYEKXIIHOR539JH5A,Approved,3BGYGHDBBXK5ACA29VIELXDDF40226,7,1,4.875,TRUE
A2EMTSJS47K8SU,0,54,2.125,7,yes,USA,"When I was younger, I would go to school and wait impatiently for the day to end.","It's raining tomorrow, so I will need to wear a rain jacket.",2221,{},32204AGAABCXICNY1T19LLIUTIXHGS,Approved,3F0BG9B9MPN2XY0F8S64QSVQ52K7YH,7,1,4.875,TRUE
A2RWB8JR7AGKXZ,0,54,1.75,6.625,yes,USA,"When I was younger, I would go to school and did pretty well from first through eighth grade.","It's raining tomorrow, so I'll most likely spend the day indoors.",489,"It was very interesting, thank you!",31YWE12TE0CBB9CCDUF1IUTVI5X7X8,Approved,3NAPMVF0ZWFCWD78F7Z9HOULQKM27M,7,1,4.875,TRUE
A2UZC574AOQP00,0,54,4.125,3.75,yes,USA,"When I was younger, I would go to school and joined music class","It's raining tomorrow, so i will take leave",1168,Red Forest,3XWUWJ18TLQLSGUDLXXP8F8BWYEUU6,Rejected,3II4UPYCOJ7955A38VSWDY2KS41QDL,7,1,-0.375,
A2S96ZZ70YFPSK,0,54,1.5,6.375,yes,USA,"When I was younger, I would go to school and study hard every night.","It's raining tomorrow, so I will carry an umbrella.",1322,{},3TL87MO8CMPTQ8ATHUAPVSBP9K6FLY,Approved,345LHZDEDXS3F6FNWF6PAQDX49L3U2,4,1,4.875,
A2WJMGV0HKQG3Z,0,54,1.375,6.25,yes,USA,"When I was younger, I would go to school and love to learn new things","It's raining tomorrow, so we can't go play golf",1307,{},3B9J25CZ25D9R9L9A1HPZ84H41MCSY,Approved,3VA45EW49NNCSYHBDPGXNR6BO3IO1H,7,1,4.875,TRUE
A2VE2JM0RFYIOU,0,54,5.5,4.875,yes,USA,"When I was younger, I would go to school and play with my friends a lot of time","It's raining tomorrow, so won't go to the park",1556,{},37VE3DA4YUH1RVFNL79VKARXD55HBB,Rejected,30BUDKLTXDVP4P55KYFDL5PEWKG5EH,7,1,-0.625,
A2YCMT5BPA0AG9,0,54,1,5.875,yes,USA,"When I was younger, I would go to school and study math, science and history.","It's raining tomorrow, so I will be sure and take my raincoat with me.",1030,Some of these were quite ambiguous,3GVPRXWRPHUELENHE8F0FK6GUSTI7J,Approved,3TS1AR6UQQEWX7JK32EG17OAZRUF7S,7,1,4.875,TRUE
A3JI3B5GTVA95F,0,54,1.25,6.125,no,USA,"When I was younger, I would go to school and quietly do my work without socializing.","It's raining tomorrow, so don't forget to bring your umbrella.",1756,"Thank you for the opportunity. Some of these scenarios were a bit more tricky, but I hope I did alright.",3G5RUKN2EC3ADYM1QLQCYOT3BHBN9G,Approved,3E7TUJ2EGCM3D6THRTHAR3CVI1ZD9I,7,1,4.875,
A3PYD7EU2WFST6,0,54,1.625,6.5,yes,USA,"When I was younger, I would go to school and really enjoy the company of other students.","It's raining tomorrow, so i have to buy myself an umbrella",1944,The study was interesting and challenging at the same time,344M16OZKIFR8UDIYW6YQ2UE2ERENH,Approved,38F71OA9GTWFIAQ778G5KPL0UGLMF6,7,1,4.875,TRUE
A3QLGMZOLGMBQ1,0,54,1.25,6.125,yes,USA,"When I was younger, I would go to school and look forward to recess.","It's raining tomorrow, so I think I'll stay in.",996,{},3G3AJKPCXLS3SRK3GS3WYWGUT914YR,Approved,3M1CVSFP605B7Y7ROL1UNXUE7Y5QAE,7,1,4.875,TRUE
A3VENK02U0X16N,0,54,1.75,6.625,yes,USA,"When I was younger, I would go to school and try to do my best in class.","It's raining tomorrow, so I should take an umbrella to work.",498,{},3T5ZXGO9DEOAMMH6ABCSF6Q1VUMZQS,Approved,3SUWZRL0MYDLNT5JPHPIDB3ESFRE66,6,1,4.875,TRUE
A6INY1UVFY5GB,0,54,1.75,6.625,yes,USA,"When I was younger, I would go to school and have lunch alone.","It's raining tomorrow, so I'll grab my umbrella",1453,{},3IVKZBIBJ0908HWPWTVQAZ1XHTRSHN,Approved,3K9FOBBF2HJ70KL35KY3SHFKWZHNL6,7,1,4.875,TRUE
A7I3G380E29VE,0,54,2.125,7,yes,USA,"When I was younger, I would go to school and learn about many different topics.","It's raining tomorrow, so I will be staying inside.",659,{},3NRZ1LDP7W6PMAGRAYX3F10RQZ1PZU,Approved,3KXIR214I4GFDQPPD912ECABZIW424,7,1,4.875,TRUE
AEF74ZYJTTEIA,0,54,2.125,7,yes,USA,"When I was younger, I would go to school and study really hard to get good grades.","It's raining tomorrow, so I should bring an umbrella",285,{},3D3B8GE892RAGJYE60342DYYBWCP9E,Approved,3QUO65DNQUOS1V89FDQHYTB8Z0FUOM,7,1,4.875,TRUE
AHYTT3T8W9Y9Y,0,54,1.25,6.125,yes,USA,"When I was younger, I would go to school and hang out at the park with my friends.","It's raining tomorrow, so I think I better stay inside.",1183,{},3E22YV8GG16V5L287AM9KETIGLTPND,Approved,3GS6S824SQXNBEX29Y551SW0U6LNWZ,7,1,4.875,TRUE
AWE9A4ZOP9LNU,0,54,1.125,6,yes,USA,"When I was younger, I would go to school and play with my friends at recess.","It's raining tomorrow, so I am going to stay inside.",2994,{},3RSBJ6YZECQ1WTDQUMQHN9FJ4PBFOF,Approved,3WMINLGALB37DXX8J30Z3S5X3J5ACU,7,1,4.875,TRUE
AZ5ZYUCAQ0XDL,0,54,2,6.875,yes,USA,"When I was younger, I would go to school and learn how to do math.","It's raining tomorrow, so I will dress appropriately.",309,{},30ZKOOGW2W6L4APHD46EXCRKEYOA1A,Approved,3B1NLC6UGZWRHDJFA8EFJEF70XWPGY,7,1,4.875,TRUE
A3CGQOJC28OVGN,0,54,2,6.9,yes,USA,leave my dog at home.,"It's raining tomorrow, so I will carry an umbrella.",415,{},3EKZL9T8Y8MK107TZ75QVUXFVQ5HCI,Rejected,35H6S234SA0LRACQEGWF9HX1FMS56W,7,6,4.9,
A3I9FTHSULHPYS,0,54,1.1,6,yes,USA,"When I was younger, I would go to school and study math, science, and english.","It's raining tomorrow, so I will stay inside all day long.",279,none,3X878VYTIEIUBNLRD09FCNTOE01F7P,Approved,3FTYUGLFSULKCJR5O34TFN7TW5G5DJ,7,1,4.9,TRUE
AY7WPVKHVNBLG,0,54,1.4,6.3,yes,USA,"When I was younger, I would go to school and try to get good grades.","It's raining tomorrow, so I will stay inside and clean my house.",1679,{},3RZS0FBRWKACEH5HIKDV43Z6HHFPCV,Approved,3Z7EFSHGN9EJ9A51UDSDN0GV44ECX0,7,1,4.9,TRUE
A1N8TKTLXV92QR,0,54,1.5,6.5,yes,USA,"When I was younger, I would go to school and play on the playground.","It's raining tomorrow, so be sure to bring an umbrella.",756,"There were no problems with the survey, technical or otherwise.  Thanks for the opportunity.  It was fun and well done.",391JB9X4ZY8OCCKSIH21BIIJHLDMK9,Approved,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,7,1,5,TRUE
A1O57XVTTB1PNZ,0,54,1,6,yes,USA,"When I was younger, I would go to school and couldn't wait to see my friends and play at break time.","It's raining tomorrow, so I plan to wear a warm sweater and hooded jacket.",987,{},36QZ6V1589D5D329WS2PTEQNB1TUSQ,Approved,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,7,1,5,TRUE
A1ZDR2UN7M92LI,0,54,2,7,yes,USA,"When I was younger, I would go to school and I was taught things that I would later forget in life.","It's raining tomorrow, so I should probably make sure to carry and umbrella with me.",432,Thanks!,3K1H3NEY7LZG6WIWFXIJU03W1Q4DGF,Approved,3R6BYFZZP7CQCMPBLFIEV61Y1H5XFV,7,1,5,TRUE
A26NGLGGFTATVN,0,54,1,6,yes,USA,"When I was younger, I would go to school and sit in a classroom.","It's raining tomorrow, so I'll need to pack an umbrella.",404,no issues,3XD2A6FGFNU7TBE6YH7YXI39YGJ9SE,Rejected,3EKVH9QMEY4SDM8I6K2VHG4HCVPD2Q,6,1,5,TRUE
A2YOLW621EFX4V,0.037037037,54,4.75,4.714285714,yes,USA,"When I was younger, I would go to school and collages to compelate","It's raining tomorrow, so i am not going to my office",2317,good,3TKXBROM5TA759OJFH4XIABPLNTJIR,Approved,31LM9EDVOLS15UX32ZMQC22SSDGJNA,7,1,-0.035714286,
A2YIB84VKYNKWD,0,54,1.9,6.9,yes,USA,"When I was younger, I would go to school and learn many things.","It's raining tomorrow, so I won't go hiking.",559,{},3HEM8MA6H9CG8IF0N2EQO8ONLWGPQ0,Approved,35BLDD71I6X4DEBGMCB3ADKVXBRZVI,7,1,5,TRUE
A2ZL5GAZK6S0H1,0,54,1,6,yes,USA,"When I was younger, I would go to school and attend my favorite classes","It's raining tomorrow, so i will stay at home and watch television",627,{},3VW0145YLYCT1SEA0W2PA3I62WDJM7,Approved,36U2A8VAG1ZQSD7ZRMVDUX0CBJGKYQ,7,1,5,TRUE
A353XKDTUX10NC,0,54,2,7,yes,USA,"When I was younger, I would go to school and hide in the bathroom all day until school was over.","It's raining tomorrow, so I will stay home and not work today.",1340,Have a nice day.,39I4RL8QGJHH6WUE6SZ8CWLR3DOH45,Approved,3JMSRU9HQIU62JKKQPXQP3JD95IVE8,7,1,5,TRUE
A3H3BTRV6I3LYU,0,54,1.625,6.625,yes,USA,"When I was younger, I would go to school and listen to my teacher.","It's raining tomorrow, so I cannot go outside.",551,{},3PCPFX4U40Q4H5Q69ZILCEAJJQTFQN,Approved,3P4RDNWND569RTMC5J9Y7U6B6BJIJK,7,1,5,TRUE
A3H8M155NBFE1L,0,54,2,7,yes,USA,"When I was younger, I would go to school and pay attention to every lesson.","It's raining tomorrow, so I'll stay home and relax.",983,{},3PUOXASB5734UN0KT916TB0CLVJ9ZJ,Approved,3XIQGXAUMC8DXTA53WK27EOH3TMX7R,7,1,5,TRUE
A4LCG4MSNJRUF,0,54,1.25,6.25,yes,USA,"When I was younger, I would go to school and learn about new subjects.","It's raining tomorrow, so I am going to stay inside.",439,{},3QXFBUZ4ZKG2NYTI1S88407KNQZGUS,Approved,3FIJLY1B6U4L3DNKZO8X1TFVZIWPFZ,7,1,5,TRUE
A2ZHBK2MDL2L51,0.009259259,108,3.555555556,4.235294118,yes,USA,"When I was younger, I would go to school and play my friend","It's raining tomorrow, so I am leave",275,no comments,34OWYT6U3WHIZXBAT5DKTGXMPIHI9V,Rejected,3URFVVM165I40ZMGHM1YERICJ4IZUT,6,1,0.679738562,
A2ZHBK2MDL2L51,0.009259259,108,3.555555556,4.235294118,yes,USA,"When I was younger, I would go to school and study my subjects.","It's raining tomorrow, so I will take the umbrella and go outside.",944,It is interesting,3YLTXLH3DF63VPGX4CRWFUWMU9KHPW,Approved,3DZQRBDBSLFN0TNJ7ABPVPV9JF2S3J,7,1,0.679738562,
A8GD33ZJ1SAA5,0,54,1,6,yes,USA,"When I was younger, I would go to school and my favorite subject was history","It's raining tomorrow, so it will be a good time to curl up with a good book",461,n/a,3BO3NEOQM0HW4GLFLBRKPB86V0ZAI2,Approved,336KAV9KYQSVBX392GP9U1EIUMTY2N,7,1,5,TRUE
AF6WFN2THVM4A,0,54,1,6,yes,USA,"When I was younger, I would go to school and learn exciting, new things.","It's raining tomorrow, so I won't be able to do my daily run.",292,{},3MYASTQBG7B7JLCAITNVOE7Y7DDDQA,Approved,31JLPPHS2UU821VQ0TUGBKL8MQV3OT,7,1,5,TRUE
ASJC3FUNX995V,0,54,1,6,yes,USA,"When I was younger, I would go to school and get good grades on my tests and quizzes.","It's raining tomorrow, so I will be sure to wear my coat.",352,{},3HFWPF5AK9JLE9PQH86O650NYO9S3G,Approved,3ZWFC4W1UU76FQ3ZCGCM6OFA03JRFY,7,1,5,TRUE
AYDILOZLKOAS8,0,54,1.5,6.5,yes,USA,"When I was younger, I would go to school and listen to the teacher","It's raining tomorrow, so i will stay at home",1432,{},3ABAOCJ4R84ANFINVMMY74USGR5MQ1,Approved,31IBVUNM9SZY8XKGL0HW7L4DL6XVFQ,7,1,5,TRUE
A1FKRZKU1H9YFC,0,108,1.1875,6.25,yes,USA,"When I was younger, I would go to school and learn many new things.","It's raining tomorrow, so I will likely stay home.",425,{},3RKHNXPHGWW7PKP1RJTN2SZDU7GKUZ,Approved,3A0EX8ZRN8OPZA35L9IKVUHMOS6YBP,7,1,5.0625,TRUE
A1FKRZKU1H9YFC,0,108,1.1875,6.25,yes,USA,"When I was younger, I would go to school and always be the first one done on work.","It's raining tomorrow, so I will likely stay home and work.",862,N/A,335HHSX8CD5U6SD7Z301F0FXGQHHDI,Approved,3G0WWMR1UVKIRH1GXP6Z93EE654NQV,7,1,5.0625,TRUE
A1XUZFDVKP95VC,0,108,1.625,6.6875,yes,USA,play outside with my friends at recess,bring an umbrella with you,1087,{},3TC2K6WK9G2EA7EYZAME64VUGG282L,Approved,3MD9PLUKKIER5927KLPC0WQIB8PZN1,7,1,5.0625,TRUE
A31BIJVDYW40U2,0.055555556,54,7,6,yes,USA,"When I was younger, I would go to school and 12","It's raining tomorrow, so it free",1661,this survey very nice,35O6H0UNLSGVTLT48XL3T17KG1N5J3,Rejected,3TAYZSBPLL8YFBR03AXKCFQHDYZ2S9,7,1,-1,
A31BLRUOYR3C1H,0.018518519,54,3.75,4.25,yes,USA,"When I was younger, I would go to school and music class","It's raining tomorrow, so i unable to go to school",2919,none,3TY2U1TEB7A30K8PXZPXUBQPY2IJJ3,Approved,3H8DHMCCW9BNU2C8VQ8ZHCQBTYEKDS,7,1,0.5,
A1XUZFDVKP95VC,0,108,1.625,6.6875,yes,USA,read books in the library at lunch,will bring my umbrella when i go out,701,{},3ATYLI1PRT2H1VZMDCH2277BXWSJOM,Approved,3R8YZBNQ9HITOW9THIPAD6SO6TYQ7S,7,1,5.0625,TRUE
A2FYQIZWV2UJHS,0,54,1.1,6.2,yes,USA,"When I was younger, I would go to school and attend my classes daily.","It's raining tomorrow, so I need to bring my umbrella.",481,this was nicely paid. Thank you,34D9ZRXCYRULYUOBQNLYTDET4Y1SAC,Approved,3ZSANO2JCF7IG53CR5CRWYK6M23SFI,7,1,5.1,TRUE
A2IMAGGCST8170,0,54,1.3,6.4,yes,USA,"When I was younger, I would go to school and read my favorite fiction books during class.","It's raining tomorrow, so I'll probably stay inside reading and playing computer games.",237,{},3ZXV7Q5FJBO0N4GN4HHQS9L2FBSFCI,Approved,3NPI0JQDAO5VMI5LU8DMIXUWQU3TPG,7,1,5.1,TRUE
A2NXMRPHG86N2T,0,54,1.9,7,yes,USA,"When I was younger, I would go to school and study in class.","It's raining tomorrow, so I need an umbrella.",3330,{},3G4VVJO6PZGUXFH5AXUTSMCEMQOPK8,Approved,3S4AW7T80BILECBXNFJ7T89K5IML49,7,1,5.1,TRUE
A3CP0DLCGX5J7O,0,54,1,6.1,yes,USA,"When I was younger, I would go to school and learn math and English.","It's raining tomorrow, so I will bring an umbrella and raincoat",389,{},388CL5C1RJND441ZCKYPYDN2PZJHLY,Approved,3EJPLAJKEMGJYOWFL43VYL4WGI2Z6T,7,1,5.1,TRUE
AMIQGW2E3WYO4,0,54,1,6.1,yes,USA,"When I was younger, I would go to school and study and learn","It's raining tomorrow, so wear a raincoat",812,{},308KJXFUJR6MDU1QFNQO3IAF6HFATJ,Approved,3COPXFW7XBCWJZFY0ZZUH6707EDPK1,7,1,5.1,TRUE
A33BYDSAFW6PK,0,54,3.875,4.375,yes,USA,"When I was younger, I would go to school and Can Kids Go to School During the Coronavirus (COVID-19) Pandemic?","It's raining tomorrow, so someone told me that was wrong",541,WELL,39N6W9XWRDNJ47DNBT5X7LDXJEAGYQ,Rejected,3MMN5BL1WZ4K2YAENDF3JGW3RNH3M9,7,1,0.5,
AN9MVFWRCF2OP,0,54,1.9,7,yes,USA,"When I was younger, I would go to school and not pay attention","It's raining tomorrow, so I'll stay home",875,{},3WRAAIUSBJZTUBAAKXRLSLVLJD3AX2,Rejected,35BLDD71I6X4DEBGMCB3ADKVXBRVZE,4,2,5.1,
A3KF6O09H04SP7,0,108,1.388888889,6.5,yes,USA,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so I'll stay home and watch a movie.",369,Thanks!,33P2GD6NRNS2KYJHRKMOJDAN0ZEHKV,Approved,378XPAWRUCDYQ0J8BDWLEV3SGOOIA3,7,1,5.111111111,TRUE
A3KF6O09H04SP7,0,108,1.388888889,6.5,yes,USA,"When I was younger, I would go to school and listen attentively to my teacher.","It's raining tomorrow, so I will stay home and watch movies.",1847,Thanks!,3IZPORCT1F9O72WCH4VLKPW1VR8HRO,Approved,3HYA4D452RJPB6MEXQXL5G72OB8F2C,7,1,5.111111111,TRUE
A13FUEPWBCLBUY,0,54,1.75,6.875,yes,USA,"When I was younger, I would go to school and try my best to get perfect grades.","It's raining tomorrow, so I will not be able to go for a run.",1808,Very interesting and fun HIT!!!,3YLPJ8OXX8DESMUTBWHUFI9LR26X4B,Approved,3Z4AIRP3C6DZM7V3EG3T64X407MX1U,7,1,5.125,TRUE
A1BIJGB7XA0GME,0,54,1,6.125,yes,USA,"When I was younger, I would go to school and learn math and spelling.","It's raining tomorrow, so I better wear a rain coat.",1737,none,3MG8450X2OA80BMH4BYVY9LCOHMUPA,Approved,3MTMREQS4VIGRV3D0U00FMC0VZNAW3,7,1,5.125,TRUE
A1PTH9KTRO06EG,0,54,1.25,6.375,yes,USA,"When I was younger, I would go to school and play football for the school.","It's raining tomorrow, so i think practice may be canceled.",637,{},3ULIZ0H1VA5OY4D0I8FXP1BYMKN51Z,Approved,3A0EX8ZRN8OPZA35L9IKVUHMOP7YBK,7,1,5.125,TRUE
A256FHXGSY0E5D,0.018518519,54,1.875,7,yes,USA,"When I was younger, I would go to school and make some new friends.","It's raining tomorrow, so I'm going to bring an umbrella.",2871,{},3LAZVA75NIRHVZ1E6RBA3QLUVL62OI,Approved,3LEIZ60CDJZ6G7YDJB67IVVY6J8Z92,7,1,5.125,TRUE
A2AU47UQON6TL9,0,54,1.875,7,yes,USA,"When I was younger, I would go to school and say good morning to my friends.","It's raining tomorrow, so I will stay home and play video games.",1017,{},39KV3A5D1873FSQDJK9EJMC33QVS7L,Approved,3DUZQ9U6SMO7C2P2RKHVEKNSAWRVS9,7,1,5.125,TRUE
A2BQ9CT9T9GIXH,0,54,1.875,7,yes,USA,"When I was younger, I would go to school and learn a lot of interesting things.","It's raining tomorrow, so I'd better take an umbrella.",830,{},3M93N4X8HKNWZNRFKTYBMCHCULVJSJ,Approved,3VW04L3ZLT67C8GWL9O01D155P0XXR,7,1,5.125,TRUE
A35DEXUQBSKQWF,0,54,3.25,3.125,yes,USA,"When I was younger, I would go to school and game park and church.","It's raining tomorrow, so come with raincoat.",1716,great survey.,3Z33IC0JC0MNL3VASCC385NGXKD9VJ,Rejected,33FBRBDW6OZTU94TM5GL71Z2DV58CO,7,1,-0.125,
A35LWWZHYTBJES,0,108,7,6.9375,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so i cannot go to school",558,good,3V7ICJJAZAG7FJRS60PCQLIT80JB4J,Rejected,3M68NM076H7AWXAOBN9ICI2X71K6R8,7,1,-0.0625,
A35LWWZHYTBJES,0,108,7,6.9375,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so i cannot go to school",1041,good,367O8HRHKG86W58UHMB7GASTCO54SD,Rejected,3Z4AIRP3C6DZM7V3EG3T64X407N1XZ,7,1,-0.0625,
A2NELZYZFD4SSQ,0,54,1.625,6.75,yes,USA,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I should bring an umbrella.",2804,{},3UY4PIS8QRLSOTJ6M8BJJIBKD5NN17,Approved,3RJSC4XJ10UQDZQBCRGY0GNA2G750Q,7,1,5.125,TRUE
A35YYWMXO0MP9B,0,54,4,4,yes,USA,"When I was younger, I would go to school and enjoy the days with my friends","It's raining tomorrow, so i won't go out and enjoy the rainy day",1572,{},37PGLWGSJT62GTU1X249JPB20CTKIR,Rejected,3NPI0JQDAO5VMI5LU8DMIXUWQU4TPH,7,1,0,
A35ZMCD96J7HQO,0,54,5,4.125,yes,USA,"When I was younger, I would go to school and park","It's raining tomorrow, so come with umbrella",1031,this study is very nice,39KV3A5D1873FSQDJK9EJMC33QVS7L,Approved,35K3O9HUABDH6MYUQASM7HGRLEYFEE,3,1,-0.875,
A34XS2K3Q0PG4,0,54,1,6.125,,,"When I was younger, I would go to school and study my favorite subject - history","It's raining tomorrow, so I will take my umbrella",2135,Very involved in this survey! Thanks,3909MD9T2ZHFK20108NLIXL50N5EFA,Approved,3TE3O857308MEWRNOLXFM5LLRZER2E,7,1,5.125,
A35TUIBF05DKM4,0,54,1.75,6.875,yes,USA,"When I was younger, I would go to school and learn about different topics.","It's raining tomorrow, so I'll be staying home.",1138,Code is Red Forest.,3KLL7H3EGD1G09DTQO0VLML4GXLHVH,Approved,30LB5CDZNCAOKDA0JFNEPKU53IDZ0V,7,1,5.125,TRUE
A36IO734EV3V08,0,54,1.75,6.875,yes,USA,"When I was younger, I would go to school and learn many new things.","It's raining tomorrow, so I think I will stay inside.",426,{},3Z33IC0JC0MNL3VASCC385NGXKD9VJ,Approved,3PW9OPU9PQKYLRS6QRI0GE38N1L12T,7,1,5.125,TRUE
A37PUSY6CJ7TQ0,0,54,1,6.125,yes,USA,"When I was younger, I would go to school and look forward to gym class.","It's raining tomorrow, so I don't plan to walk to work.",343,{},3OND0WXMHWFZYYR7VYBLLIXIG2IHEB,Approved,3N1FSUEFL502G0N5AYLJAV1FW9LD4M,7,1,5.125,TRUE
A3908297ZI3LES,0,54,1.625,6.75,yes,USA,"When I was younger, I would go to school and learn about science.","It's raining tomorrow, so I will go out today.",1023,Thank you,3UZUVSO3P7VLQCSIMVRYDN5EXOHEMH,Approved,3OVR4I9USPJW59RAFKR3AU8EFOA4QI,7,1,5.125,TRUE
A3CTXNQ2GXIQSP,0,54,1.875,7,yes,USA,"When I was younger, I would go to school and pay attention to the teacher's lessons.","It's raining tomorrow, so I will probably spend most of the day indoors.",1250,{},3SMIWMMK615YKKJIGXCQQ3T8HEPUW5,Approved,3TEM0PF1Q5XLHC54RXYHYSB2FX50DT,7,1,5.125,TRUE
