WorkerId,HITId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,AssignmentStatus,AssignmentId,filler.left,filler.right,diff,profcheck,good_data
A100Y89FZO4J0B,3TD33TP5DL2MH879F1Z33O4T0AFABT,0,54,1.75,6.5,yes,USA,"When I was younger, I would go to school and learn all type of things.","It's raining tomorrow, so I'll probably try to remember to have an umbrella on me.",1096,{},Approved,3ZQIG0FLQEG0JJ6BBPRWB9QDG9NWVP,7,1,4.75,yes,yes
A1036BH0RBAF1O,378G7J1SJLYHVOMWQXXLML75VQVEW8,0,54,1.375,5.625,yes,USA,"When I was younger, I would go to school and learn many different subjects.","It's raining tomorrow, so make sure to bring an umbrella",716,{},Approved,37XITHEISW9ZCEJPLEMLYIU73QSCR9,7,1,4.25,yes,yes
A10HW8JXM17XLD,3Y3N5A7N4G9JWH99MW3SKQXUF0MMY4,0.018518519,54,1.4,6.7,yes,USA,"When I was younger, I would go to school and read fiction books in the school library.","It's raining tomorrow, so we will have to reschedule our picnic.",1755,Very interesting study. Thanks for the opportunity!,Approved,3VNXK88KKCIP7NT3IEH4XPI2I82V9Y,7,1,5.3,yes,yes
A10UFT30VZ8KLO,3W0XM68YZPVRGNY3PVJ3RQUGJAIK1Z,0,54,1.25,6.625,,,"When I was younger, I would go to school and learn new things.","It's raining tomorrow, so we should stay home.",337,{},Rejected,3ON104KXQKW1P6NWRTQ92JQ03SPW4I,7,1,5.375,NA,no
A110KENBXU7SUJ,3N2YPY1GI6Y4GZMR0NSP0JOROHTEVY,0,54,2.125,6,yes,USA,"When I was younger, I would go to school and read many books about science.","It's raining tomorrow, so I definitely don't want to wash the car today.",1328,"""Sentence: The toddler disciplined the mother.""  Unlikely but not impossible.",Approved,3IAS3U3I0FGZYPAYSOBPMQGH9AD2B8,7,7,3.875,yes,no
A11S8IAAVDXCUS,3ZXNP4Z39RLGBFVNZBCD70Y8BWN7LM,0,54,1,6.4,yes,USA,"When I was younger, I would go to school and escape my bad home life.","It's raining tomorrow, so the dogs will try to refuse to go outside.",2254,{},Approved,3E47SOBEYQWMJFG6VRSCKQTGGR9IC5,7,1,5.4,yes,yes
A11W7R2O4RQSSS,3TTPFEFXCTKVLJYSPGSN9U55Z4UH6Q,0,54,1.5,6,yes,USA,"When I was younger, I would go to school and learn about a variety of subjects","It's raining tomorrow, so we should stay inside and bake brownies",915,{},Approved,3DH6GAKTYYPLH86LRNYNHCOPFSTZYR,7,1,4.5,yes,yes
A12FCLCVIM2CL3,36BTXXLZ2V8UVQ8H2XB2Q0NXQMM4RP,0,54,1.875,6.75,yes,USA,"When I was younger, I would go to school and play with my friends during recess.","It's raining tomorrow, so I'm going to put my umbrella in my car tonight.",1266,{},Approved,3STRJBFXOWRUBR85HG8EMG8XWHYKT1,7,1,4.875,yes,yes
A12TSLY8GXWHB4,3P6ENY9P79WBE3TTRH1C6XVA8VPHIK,0,54,1,5.2,yes,USA,"When I was younger, I would go to school and study math and science.","It's raining tomorrow, so I will wear rain boots and bring an umbrella",394,Thank you!,Approved,3KJYX6QCM9BEDZ6C4Q8HMJW5EDEVJT,7,1,4.2,yes,yes
A12UTVV3DW7YPX,38EHZ67RIMSJAQO9SQHMDQQQA4WMG6,0,54,4,4.125,yes,UK,"When I was younger, I would go to school and studied lot of courses.","It's raining tomorrow, so did not go to my job.",2676,THANK YOU,Rejected,3U0SRXB7CD5I3IGGA4VZETOJ2U5NR1,7,1,0.125,NA,no
A133QG754CGS3I,39TX062QX1OTAQBPBICB5DHFD2AX3Q,0.018518519,54,1.5,5.25,yes,USA,"When I was younger, I would go to school and learn science.","It's raining tomorrow, so tomorrow it will be sunny.",917,{},Rejected,3R3YRB5GRF33ZRE85ULZXYR3AJBUAN,7,1,3.75,yes,yes
A13ASIJ31D76UN,3HFWPF5AK9JLE9PQH86O650NYO9S3G,0,108,3.4375,3.4375,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",1109,good,Rejected,3U8YCDAGXPGF6L99WJ41YRI1YCTQ0N,7,1,0,,no
A13ASIJ31D76UN,3XDJY5RK5SLMBI0Y6R67VBAHXLQ4UT,0,108,3.4375,3.4375,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",167,good,Rejected,3MX2NQ3YC9UYAPWMF3559UALCNRX5C,7,1,0,,no
A13FUEPWBCLBUY,3YLPJ8OXX8DESMUTBWHUFI9LR26X4B,0,54,1.75,6.875,yes,USA,"When I was younger, I would go to school and try my best to get perfect grades.","It's raining tomorrow, so I will not be able to go for a run.",1808,Very interesting and fun HIT!!!,Approved,3Z4AIRP3C6DZM7V3EG3T64X407MX1U,7,1,5.125,yes,yes
A13WTEQ06V3B6D,32PT7WK7DMFFCK68KIBZB6ENXLZD37,0,54,1,6.4,yes,USA,"When I was younger, I would go to school and study hard to get good grades.","It's raining tomorrow, so I should bring an umbrella with me.",2079,I have no additional comments.,Approved,3QAVNHZ3EM40G1REWGTY6BVKXSJALA,7,1,5.4,yes,yes
A13YTGRLTS80MU,34R3P23QHS1TFYDYGY5R7O4IN6NHWR,0,54,4.9,4.8,yes,USA,"When I was younger, I would go to school and come back home by school bus.","It's raining tomorrow, so i might fail to go to work.",1611,Thank you.,Rejected,33C7UALJVLY976UV68R1Q5GB9YG18T,7,1,-0.1,,no
A143XRCI1YXAFE,3MQY1YVHS3KXC5C52M6OX6LVOMNB2N,0,54,2,5.625,yes,USA,"When I was younger, I would go to school and catch up with my friends.","It's raining tomorrow, so I will not be able to walk the dog",1104,{},Approved,30H4UDGLT2IR9NF1LBCAWJZ4WMCMPD,7,1,3.625,yes,yes
A147F5PJTHOB8A,3PIOQ99R7YM8XQA4OWL3UKGHO2LUNE,0,54,2.125,5.625,yes,USA,"When I was younger, I would go to school and learn all sorts of subjects.","It's raining tomorrow, so I will bring my umbrella with me",2560,{},Approved,3HPZF4IVNMT89FVBZ9EF6EN46A8CY6,7,1,3.5,yes,yes
A147VU5FL0JL70,3EPG8DX9LKQRFWW23AQNQXTWP0TP5N,0,54,6,6.25,yes,USA,"When I was younger, I would go to school and boy","It's raining tomorrow, so much",857,nice,Rejected,3C2NJ6JBKAH1ZYZVVEGYDLGBQZQN2H,7,1,0.25,,no
A149ROBL26JWPJ,3LN3BXKGC0VFF2INWSN9MOSH86AGWR,0,54,1.375,5.875,yes,USA,"When I was younger, I would go to school and take classes in math and science among other things","It's raining tomorrow, so we should probably plan to spend the day inside",1748,{},Approved,3L70J4KAZGMHIP3MJZVANYNFOJHADU,7,1,4.5,yes,yes
A14LOABUGAITBM,371Q3BEXDH9MZ2WJ2F1XA652DI7ZSH,0,54,5.25,6.875,yes,USA,"When I was younger, I would go to school and learn basic writing and reading for the first two years.","It's raining tomorrow, so i will dress heavy and carry an umbrella.",1527,none thank you.,Approved,39PAAFCODM08R22HGKMLOPJECI4TV1,7,1,1.625,yes,yes
A14LXHJAWRQWR6,39RRBHZ0AU12RUDNWA62LTP9CM1ZVM,0,54,1,6.875,yes,USA,"When I was younger, I would go to school and prank the other kids by pulling out their chairs right before they sat down.","It's raining tomorrow, so I will stay inside and do nothing.",786,I'm sorry if I made any mistakes. A lot of the sentences seemed really subjective and I tried my hardest to answer them correctly and pay attention. Please have mercy,Approved,33F859I566D3DFDGB9EW9UMJYWUBH4,6,1,5.875,NA,no
A14QFRGIYIMNHN,33W1NHWFYHLNE29YRF6NKB1OF1LZT6,0,54,6.75,6.75,yes,USA,"When I was younger, I would go to school and STUDY","It's raining tomorrow, sOI cannot go to school",922,good,Rejected,35L9RVQFCOII9EMMB0VREKE7NE1UHY,7,1,0,,no
A14SEFVPXYZ9TN,3H781YYV6TIP37I2VSSAZ106RWDETI,0,54,1.25,7,yes,USA,"When I was younger, I would go to school and attend all of my classes.","It's raining tomorrow, so I will bring an umbrella with me when I leave the house.",265,{},Approved,34BBWHLWHABVXDMBCISDWK0J87SIWF,7,1,5.75,yes,yes
A14Y7FZ3ENKKQ6,3BAWBGQGYLZJ7K7HDFEJU9WA2UP7V5,0.018518519,54,4.4,4.2,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so holidaty",1708,good one,Rejected,34S9DKFK73PR0JS2OZNTMPHG5HKNY3,7,1,-0.2,NA,no
A15A618QS7DD79,32XN26MTXZJ2T4V3ECR4SLOL3IHL00,0,108,6.75,6.9375,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so  I cant school",195,good,Rejected,33CID57104T0WGSTN1EOJ3HERIQL3O,6,1,0.1875,,no
A15A618QS7DD79,3O71U79SRBPM0VX0NQB3249TYFQMSQ,0,108,6.75,6.9375,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant school",78,good,Rejected,3E1QT0TDFP9K7CQTEFC7I4XXQ0OI8Z,7,1,0.1875,,no
A15VCG7KA6V73R,3MIVREZQVHYFXRIKAA9ISR2ORMAKQU,0,54,5.875,6.25,yes,USA,"When I was younger, I wwould go to school and college","It's raining tomorrow, so happy",1080,thanks given this survey.,Rejected,3M81GAB8A0JGQ8CJUZ1QI8EKPGQQB9,7,1,0.375,,no
A15XX0WDRG29E7,3VO4XFFP15MR2CB0RGK9OMX2L2A7QB,0,54,1.6,6.8,yes,USA,"When I was younger, I would go to school and learn about many different subjects.","It's raining tomorrow, so I will carry an unbrella.",1263,{},Approved,3ZY8KE4ISJ3VZMAPZGSQJK8RS86VQK,7,1,5.2,yes,yes
A16539W8GX3NLN,3TKXBROM5TA759OJFH4XIABPLNTJIR,0.018518519,54,6,6.625,yes,USA,"When I was younger, I would go to school and I meet my freidns","It's raining tomorrow, so don't go to school",1480,{},Rejected,3JPSL1DZ5SZQ41UZ8T9DJ3Z92NJANC,7,1,0.625,,no
A16TN5X2SAPVCA,371Q3BEXDH9MZ2WJ2F1XA652DI7ZSH,0,54,5.5,5.875,yes,USA,"When I was younger, I would go to school and","It's raining tomorrow, so",934,very well,Rejected,37QW5D2ZRGM91QTPJR6LM63KZYQS81,7,1,0.375,,no
A171S8E9IFSHH2,3O71U79SRBPM0VX0NQB3249TYFQMSQ,0,54,1.375,7,yes,USA,"When I was younger, I would go to school and become a speech therapist.","It's raining tomorrow, so  I am going to stay in.",200,{},Approved,32Z9ZLUT1LKNW92PFEJIFEMI5VDOHL,7,1,5.625,yes,yes
A179LPB3NPSEF8,3AJA9FLWSCYR072NWRDC3CJXSGCFIK,0,108,3.4375,3.6875,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",590,good,Rejected,3GA6AFUKOOOYAK93WGZQRBO7A1KH3G,7,1,0.25,,no
A179LPB3NPSEF8,3CVBMEMMXBGEPJCX8QXFF851UFEH7P,0,108,3.4375,3.6875,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",736,good,Rejected,3NKQQ8O39Y51XYHKP4C1NZZ9VM8UDP,7,1,0.25,,no
A17AMTRIYI2Z2D,32XN26MTXZJ2T4V3ECR4SLOL3IHL00,0,54,1,6.75,yes,USA,"When I was younger, I would go to school and study in my many classes.","It's raining tomorrow, so I think I'll stay inside and watch some movies.",1386,thanks,Approved,37Q970SNZE8RQQ94K6X67WGCLVOS1R,7,1,5.75,yes,yes
A17K1CHOI773VZ,3B623HUYJ4Q7F6VWTP1KXM8YEA1S88,0,54,1.8,5.9,yes,USA,"When I was younger, I would go to school and have a lot of fun!","It's raining tomorrow, so I better not forget the umbrella.",2580,none,Approved,3GNA64GUZE4E1SVATPADFMESFN3Q5D,7,1,4.1,yes,yes
A17NFI9O9H25MZ,3I4E7AFQ2KZXEN4U9T31WHDYW49JT8,0,54,1.75,6.625,yes,USA,"When I was younger, I would go to school and play at the basketball court for hours.","It's raining tomorrow, so I'm staying home and not driving out.",390,{},Approved,3YDGXNSEOZUQZ5RETQA3O3NELIO84B,7,1,4.875,yes,yes
A17ZTBC2843EBM,34D9ZRXCYRULYUOBQNLYTDET4Y1ASU,0.018518519,54,1.6,7,yes,USA,"When I was younger, I would go to school and sleep during homeroom.","It's raining tomorrow, so I will bring my umbrella.",1394,no comments,Approved,3CFJTT4SXTQG7YLA4AK14412FGJ7I2,7,1,5.4,yes,yes
A183WYXN12P2TJ,3Q9SPIIRWJME5B5KASVZQ2HEABXAW9,0,54,1,6.8,yes,USA,"When I was younger, I would go to school and study a lot of interesting subjects.","It's raining tomorrow, so I will bring an umbrella.",3178,{},Approved,3DYGAII7PL8IU2DTD4JRDSJ96K5PQT,7,1,5.8,yes,yes
A18E16UFE351U6,31YWE12TE0CBB9CCDUF1IUTVI4WX7V,0,54,1.25,7,yes,USA,"When I was younger, I would go to school and try to learn as much as I could.","It's raining tomorrow, so I hope to stay inside and read all day.",1668,{},Approved,3U5JL4WY5K9GE6SM1YMV4247CRWX47,7,1,5.75,yes,yes
A18LAR2IV3FHF9,3RDTX9JRTY1LADUEAE9N2R7DB2679P,0.018518519,54,1.625,6.142857143,yes,USA,"When I was younger, I would go to school and return home by myself","It's raining tomorrow, so I would need my umbrella",968,Fascinating!,Approved,3R8YZBNQ9HITOW9THIPAD6SO6Q07Q5,7,2,4.517857143,yes,no
A19DKHN5DUFZJK,33NKDW9FFXIHNQ784BNCYGL9JGOCX6,0,54,1.375,6.75,yes,USA,"When I was younger, I would go to school and play with my friends during recess.","It's raining tomorrow, so I must find my umbrella.",966,{},Approved,36W0OB37HWEZVDGWHNUZVCTMPZFZHX,7,1,5.375,yes,yes
A19LVWX8ZLO6CS,3FVBZG9CLJE078CDNRC60TVEM18H0P,0,54,1,7,yes,USA,"When I was younger, I would go to school and have conversations with my friends.","It's raining tomorrow, so I will be staying indoors.",321,{},Approved,3AUQQEL7U5T7BT5QIIYB4EH9F78V0S,7,1,6,yes,yes
A19UBZFVUWL1ES,3NFWQRSHVEED4GWS63D9I06HD3KFGS,0.037037037,54,1.5,7,yes,USA,"When I was younger, I would go to school and study with my friends.","It's raining tomorrow, so I'll cancel our plans.",319,{},Approved,354GIDR5ZB6RIS4AFLAMJLRJL8W000,7,2,5.5,yes,no
A19ZWBQT8A3LIR,3QX22DUVOOH2SNE4HLG8DRT0XJKMVV,0,54,1.5,7,yes,USA,"When I was younger, I would go to school and talk with all of my friends.","It's raining tomorrow, so I will dress warm and take an umbrella.",656,{},Approved,3UWN2HHPUY5U4XGTPTV443TFOTPSNP,7,1,5.5,yes,yes
A1A7HKFWGH77QH,3RZS0FBRWKACEH5HIKDV43Z6HHFCPI,0,54,1,7,yes,USA,"When I was younger, I would go to school and play on the playground.","It's raining tomorrow, so you better wear a jacket.",636,{},Approved,39GXDJN2OTEPTIATDMBQXTNRY2N8VP,7,1,6,yes,yes
A1AAMCV6OSQFC3,3X55NP42EOGO1H9YPR2UB0VCB42P3X,0,54,5.375,5.875,yes,USA,"When I was younger, I would go to school and learn how to socialize and take instructions from someone.","It's raining tomorrow, so we can't play tennis tomorrow.",1851,Good and Interesting,Rejected,3AMYWKA6YBM7ZKI8JVSEINXSWHWO6J,7,1,0.5,NA,no
A1AL6YXN76OLGW,3VGET1QSZ0ZWM97M3PJFGBFO93R7WF,0,54,6.7,6.1,yes,USA,"When I was younger, I would go to school and tuition.","It's raining tomorrow, so tomorrow plan is cancelled.",1153,really enjoyed and very useful survey,Rejected,36TFCYNS44AAQIGHG56EYRDBHWIXHT,7,1,-0.6,,no
A1APUWC5IMC5NV,3U18MJKL1UMCBWT425030EUBH2ECNM,0,54,1.75,6.25,yes,USA,"When I was younger, I would go to school and learn everything I could.","It's raining tomorrow, so I better take my umbrella.",634,"Some of these sentences were tricky because they were plausible, just highly unlikely in some cases. I answered as well as I could.",Approved,3R0T90IZ1SC8NOAB53S9ZEG01HGGCG,7,1,4.5,yes,yes
A1AZLJ3R5FQ9B7,3RIHDBQ1NEYXAMJKCWZ4YQ2RP49HM0,0,54,1.6,6.9,yes,USA,"When I was younger, I would go to school and play at recess with my friends.","It's raining tomorrow, so I will be sure and wear my raincoat.",294,{},Approved,31QTRG6Q2TDR344F4E0LQEMB5TMPYW,7,1,5.3,yes,yes
A1BDPHQIAOC1WB,38G0E1M85M5L5VJDQN7U41AUA5NUVV,0.018518519,54,3.5,4.5,yes,USA,"When I was younger, I would go to school and i learning my subject.","It's raining tomorrow, so i am not going outside.",1402,good,Approved,3VNL7UK1XFJJV5GRG5HH63GSOOHFT0,7,1,1,no,no
A1BIJGB7XA0GME,3MG8450X2OA80BMH4BYVY9LCOHMUPA,0,54,1,6.125,yes,USA,"When I was younger, I would go to school and learn math and spelling.","It's raining tomorrow, so I better wear a rain coat.",1737,none,Approved,3MTMREQS4VIGRV3D0U00FMC0VZNAW3,7,1,5.125,yes,yes
A1BNR1ZAF1QGWG,3RWB1RTQDJNA2EF418XQ2H3NRQUP8P,0,54,1.25,5.5,yes,USA,"When I was younger, I would go to school and learn subjects like math and history","It's raining tomorrow, so I should bring my umbrella when walking to work",846,{},Approved,3XXU1SWE8MVNJ52S7N7F8R3WUU80AR,7,1,4.25,yes,yes
A1BUNT3VJFLXD0,3XQ4XW3OD9CWTRT7D8SJNVVVSA9S25,0,54,1.375,7,yes,USA,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I will wear a raincoat.",1282,{},Approved,33C7UALJVLY976UV68R1Q5GB9YE81Y,7,2,5.625,yes,no
A1BZJB9U46PE2L,367O8HRHKG86W58UHMB7GASTCO54SD,0,54,1,6.625,no,OTHER,"When I was younger, I would go to school and learn a lot of different subjects.","It's raining tomorrow, so I going to take the umbrella when I go to the store.",1391,Red Forest,Approved,38BQUHLA9W09ON306BZV7JUEMHCMOS,7,1,5.625,NA,no
A1CE2XPYCDRHVZ,3K3IX1W4S6ROL28JY6H4Y89IHEUAPE,0,54,1.5,6.9,yes,USA,"When I was younger, I would go to school and eat sandwiches for lunch.","It's raining tomorrow, so I will carry an umbrella.",2307,{},Approved,3PEIJLRY6TTSN8B6B4SEZUNYWNUXWY,7,6,5.4,NA,no
A1CFPCFL70TG90,3Y7LTZE0YTM2EFONRKWXP7NQYFSZUX,0,54,4.125,4.125,yes,USA,"When I was younger, I would go to school and enjoy the day with friends","It's raining tomorrow, so i won't go out and enjoy the rainy day",1587,{},Rejected,39OWYR0EPKRFCRFLQB4GEK873QZYF8,7,1,0,NA,no
A1CPY1HLCFTIL1,3VCK0Q0PO5ESH4YOQP7J5DSA8DHN04,0,54,1.25,6.5,yes,USA,"When I was younger, I would go to school and participate in music and games.","It's raining tomorrow, so Remember to carry the umbrella.",2231,Thank you for the chance to participate in your task.,Approved,31IBVUNM9SZY8XKGL0HW7L4DL9XFVG,4,1,5.25,NA,no
A1DCG37N0Y8BN0,3JUDR1D0D6RKGBEUL43ESVGUAMO2QQ,0,54,2.25,6.875,yes,USA,"When I was younger, I would go to school and learn many different things.","It's raining tomorrow, so I will take a nap then.",3001,{},Approved,32VNZTT0A74WHA6ASZG3FKIJBAC4RJ,7,1,4.625,yes,yes
A1DD23J1WBGQUU,391JB9X4ZY8OCCKSIH21BIIJHLDMK9,0.018518519,54,1.25,6,yes,USA,"When I was younger, I would go to school and look forward to seeing my friends.","It's raining tomorrow, so I'll be sure to carry my umbrella.",2394,{},Approved,3I02618YA06AMVKAUD3WNTGY95BUP3,7,1,4.75,yes,yes
A1DKVUTOBPQH11,3JTPR5MTZSCQ45ZMQILFUG7XVQNK5H,0,54,1.1,6.3,yes,USA,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I'll most likely stay at home.",966,N/A -- Thank You!,Approved,3TU5ZICBRD1XOAECRNHGR6OJHA68QT,7,1,5.2,yes,yes
A1DMXEJGJY02E1,3PUV2Q8SV44KFFALZBQ5TPCZLDCDBY,0,54,1.375,7,yes,USA,"When I was younger, I would go to school and listen to my teachers.","It's raining tomorrow, so I will not go outside.",506,{},Approved,3TVRFO09GKFCCEZ77QLCQJ6IYDRXL0,7,1,5.625,yes,yes
A1DZMZTXWOM9MR,3W0KKJIARR99RNIOOGSI60HOXGOK8J,0,54,1.125,7,yes,USA,"When I was younger, I would go to school and play with my friends during recess.","It's raining tomorrow, so I'll be staying inside for the day.",3277,n/a,Approved,32XVDSJFPZXVHGEVJD1Y06RBL9H2MX,7,1,5.875,yes,yes
A1E8PIR82KIJEP,3QTFNPMJC6IPJP4EUJKBBCVWQJZZN5,0,54,1,7,yes,USA,"When I was younger, I would go to school and talk to my teachers.","It's raining tomorrow, so I will not go out.",522,{},Approved,39L1G8WVWQRN69OPURW5ZO80TFL134,7,1,6,yes,yes
A1EZVLVKE9AZNM,3RKHNXPHGWW7PKP1RJTN2SZDU7GKUZ,0,54,5.625,5.375,yes,USA,"When I was younger, I would go to school and attend my class","It's raining tomorrow, so i would take leave",2831,It was good to complete this study,Rejected,39K0FND3AHFKMJ9ZWSUD6OA9XX9AMC,7,1,-0.25,,no
A1F9KLZGHE9DTA,3N5YJ55YXG3OIHW6IR4CUJ4NHZTNAV,0,54,1,7,yes,USA,"When I was younger, I would go to school and study as hard as I could.","It's raining tomorrow, so I'd better remember to bring my umbrella.",2019,There were a few of these that were quite tricky but please know that I did the best I could and went with my gut as instructed.  Thanks for the HIT!,Approved,3C8HJ7UOP7ULNRH78KACNH1I6IFZM1,7,1,6,yes,yes
A1FVXS8IM5QYO8,3FCO4VKOZ4D259LVIPP9U58O2ZM7EZ,0,54,1.125,6.75,yes,UK,"When I was younger, I would go to school and study mathematics, english, and history.","It's raining tomorrow, so I will stay indoors and read a book.",2242,Really interesting survey,Approved,3V5Q80FXIXRUVU6LDVWJ47I5LI023H,7,1,5.625,yes,no
A1H198MRIM37T1,36U4VBVNQODTCO2WH32K34LRPZAUR2,0,54,1.25,7,yes,USA,"When I was younger, I would go to school and try to get along with others.","It's raining tomorrow, so I will bring my umbrella.",1054,None,Approved,3C2NJ6JBKAH1ZYZVVEGYDLGBQZR2NX,7,1,5.75,yes,yes
A1H5M4C4YK2TTT,3IKDQS3DQE0KXVID5PNBV6YUV3KCI6,0.018518519,54,4,3.75,yes,USA,"When I was younger, I would go to school and to feel nervous and fear because teachers will scold and they give punishments also.","It's raining tomorrow, so i feel warm and enjoy the rainy day",1087,{},Rejected,3QRYMNZ7FYHVJXT8ET0UE8P1QF2NTE,7,1,-0.25,NA,no
A1H6DME332958N,30Y6N4AHYPW7VMRAV8CVT4H33ZFDRB,0,108,4.5,4.3125,yes,USA,"When I was younger, I would go to school and play ground with my friends","It's raining tomorrow, so i am not go to the school",841,very nice survey,Rejected,31HQ4X3T3SA4GXD8DGFPRBPQJYPSLN,7,1,-0.1875,,no
A1H6DME332958N,35F6NGNVM8J4US3S8KE4TR8P5997TP,0,108,4.5,4.3125,yes,USA,"When I was younger, I would go to school and some music class","It's raining tomorrow, so not go to the school and music class",2495,very nice survey,Rejected,3IFS6Q0HJIJ2QW52SDICZVXY2XUSIE,7,1,-0.1875,NA,no
A1HVSOJC13XEK1,3MNJFORX8B4FOJ78P7UIE3FSNU6F5A,0,54,3.875,4,yes,USA,"When I was younger, I would go to school and attend the class","It's raining tomorrow, so i don't go outside",673,i would like to work on this study,Rejected,3DEL4X4EL6LWCD66Q5A2KR8E7SVXYS,7,1,0.125,,no
A1I1QEHJZ9XTKC,3X52SWXE0X52YQ2IU6RQWX72AEICWD,0,54,1,5.5,yes,USA,"When I was younger, I would go to school and read many chapter books.","It's raining tomorrow, so I probably will wear boots and bring an umbrella.",464,{},Approved,3180JW2OT4CXF5RXYZQ4IL261SC5J2,7,1,4.5,yes,yes
A1I5YNJ60UATA4,3U18MJKL1UMCBWT425030EUBH2ENCX,0,54,1.75,2.5,yes,USA,"When I was younger, I would go to school and reading the book.","It's raining tomorrow, so understanding.",2511,good,Rejected,3RXPCZQMQPBO0L0DP63PIIX9XHV1GB,7,1,0.75,,no
A1I72NHC21347A,3JYPJ2TAYI8JHTPR9M3WC9K9EU7PF6,0.018518519,54,2,6,yes,USA,"When I was younger, I would go to school and try to improve my math","It's raining tomorrow, so I need to stay home from the park",381,{},Approved,3Z7VU45IPYHOR2VIFYRE3PDF87L1ZW,7,1,4,yes,yes
A1IC1DQ0QQBOOZ,3SZYX62S5G029QS27OW6QB2BP6N57W,0,108,5.833333333,6,yes,USA,"When I was younger, I would go to school and stady","It's raining tomorrow, so school",3115,good,Rejected,3LUY3GC63Z08OK8EH5ALD12E1UE7PE,7,1,0.166666667,,no
A1IC1DQ0QQBOOZ,3ZXV7Q5FJBO0N4GN4HHQS9L2FBSFCI,0,108,5.833333333,6,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so school leave",3059,good,Rejected,3I02618YA06AMVKAUD3WNTGY95BPUY,7,1,0.166666667,,no
A1IFSJYV94MRK8,3PA41K45VN4620ALR35KOH7SG6O7PK,0,54,3.125,3.875,yes,USA,"When I was younger, I would go to school and joined sports team.","It's raining tomorrow, so I will take leave",808,good,Rejected,31IBVUNM9SZY8XKGL0HW7L4DL9WFVF,7,1,0.75,NA,no
A1IKK576F8WY0N,3L60IFZKF3IBI8I9LZJR6LUV8IAHHR,0,54,1,6.8,yes,USA,"When I was younger, I would go to school and learn many new things.","It's raining tomorrow, so I will remember to take my umbrella with me.",586,Thank you!,Rejected,3J88R45B2GY23ZE5ZIEJ70F23NSXPY,7,1,5.8,yes,yes
A1IL2HYSSL4ZMV,3UEDKCTP9VQ5R9D5EB0CS0LTMWI7KJ,0.055555556,54,1.7,7,yes,USA,"When I was younger, I would go to school and do my best to pay attention.","It's raining tomorrow, so I don't think I will work in the garden.",1003,{},Approved,3ERMJ6L4DYS23HB1PPITWX8JWP37MI,7,1,5.3,yes,yes
A1JJYY622DGE5L,3GONHBMNHVYJ17JEII5BYX6WLTPZM5,0.018518519,54,2.125,3.5,yes,USA,"When I was younger, I would go to school and learn new things.","It's raining tomorrow, so I will take an umbrella.",1510,{},Rejected,3UJ1CZ6IZHPQE8ANLTZIAMTTX8PS5Z,7,1,1.375,yes,yes
A1K42W7BKJDVB,3Y40HMYLL1ID9KO8Q28CSM7FQGVUXY,0,54,3.875,6.375,,USA,"When I was younger, I would go to school and learn to draw and paint.","It's raining tomorrow, so was it yesterday",2178,none,Approved,3TEM0PF1Q5XLHC54RXYHYSB2FX5D06,7,1,2.5,no,no
A1K8QNLYYYX21W,386T3MLZLNV7EXBKKNI0NG2FJII801,0,54,1.1,5.2,yes,USA,"When I was younger, I would go to school and learn about match and science","It's raining tomorrow, so i will not be able to go hiking",2543,{},Approved,31Z0PCVWUKF6GC1LYMJ5IB3BQXZ7TJ,7,2,4.1,yes,no
A1KWC8TW8ANBQ8,32FESTC2NHQP6MDDZ6CPE9M5PY7CUE,0,54,1.75,7,yes,USA,"When I was younger, I would go to school and play basketball or kickball during recess.","It's raining tomorrow, so I am going to dress for the occasion with boots, raincoat and umbrella.",1587,none,Approved,30BXRYBRP4XV1IBR60ASW8Z48UGWH3,7,NA,5.25,yes,no
A1LB8HVSXK66U0,3TX9T2ZCB91F6JDSMKBY7V8NJV3ZWW,0,54,1.75,4.625,yes,USA,"When I was younger, I would go to school and learn all sorts of things.","It's raining tomorrow, so I'm going to stay inside.",1504,{},Approved,3U5NZHP4LR25H9EQUEWX4ER8FX9PHX,7,1,2.875,yes,yes
A1LNNI0VVYVNOW,3JMQI2OLFZ5MGOZI21VEKKCT22QDNN,0,54,2.5,7,,,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I better wear my boots.",705,{},Approved,3NLZY2D53PPS3HYVLCQKWBAP1D3QL1,7,1,4.5,NA,no
