WorkerId,na.pct,n,implausible,plausible,Diff,<NA>,Answer.English,Answer.country,Answer.profcheck1,Answer.profcheck2,WorkTimeInSeconds,Answer.answer,filler.left,filler.right
AHYTT3T8W9Y9Y,0,54,2.0625,6.277777778,4.215277778,4,yes,USA,Yes,Yes,1183,{},7,1
A2YTO4EY3MNYAJ,0,54,2.166666667,6.382352941,4.215686275,4,yes,USA,Yes,Yes,713,study ran smoothly,7,1
AY7WPVKHVNBLG,0,54,1.888888889,6.117647059,4.22875817,4,yes,USA,Yes,Yes,1679,{},7,1
A14SEFVPXYZ9TN,0,54,1.375,5.611111111,4.236111111,4,yes,USA,Yes,Yes,265,{},7,1
A1IL2HYSSL4ZMV,0.055555556,54,2.277777778,6.516129032,4.238351254,4,yes,USA,Yes,Yes,1003,{},7,1
A1IKK576F8WY0N,0,54,2.222222222,6.470588235,4.248366013,4,yes,USA,Yes,Yes,586,Thank you!,7,2
A27VFM67RPD2L5,0,54,2.1875,6.444444444,4.256944444,4,yes,USA,Yes,Yes,314,{},7,1
A10HW8JXM17XLD,0.018518519,54,1.833333333,6.090909091,4.257575758,4,yes,USA,Yes,Yes,1755,Very interesting study. Thanks for the opportunity!,7,1
ADJ9I7ZBFYFH7,0,54,1.833333333,6.147058824,4.31372549,4,yes,USA,Yes,Yes,840,Cheers.,7,1
A1BIJGB7XA0GME,0,54,1.875,6.194444444,4.319444444,4,yes,USA,Yes,Yes,1737,none,7,1
A3JTDNRJYVCGQD,0,54,1.875,6.194444444,4.319444444,4,yes,USA,Yes,Yes,2633,{},7,1
A2615YW1YERQBO,0,54,1.944444444,6.264705882,4.320261438,4,yes,USA,Yes,Yes,527,none,7,1
A3RI9RLBGPG2B6,0.018518519,54,1.5625,5.885714286,4.323214286,4,yes,USA,Yes,Yes,668,{},7,1
A2CWJRAEFZ44HU,0,54,2.5,6.823529412,4.323529412,4,yes,USA,Yes,Yes,1158,{},7,1
A1YH2I4Y2SYAXJ,0.018518519,54,2.352941176,6.676470588,4.323529412,4,yes,USA,Yes,Yes,1746,thank you!,7,1
A3EUGO4VR2N4G1,0,54,2.111111111,6.441176471,4.330065359,4,yes,USA,Yes,Yes,319,Thanks for paying fair!,7,1
A3CE0SWITZK3UD,0,54,2.277777778,6.617647059,4.339869281,4,yes,USA,Yes,Yes,3199,{},7,2
A2VNSNAN1LZBAM,0,54,2.5625,6.916666667,4.354166667,4,yes,USA,Yes,Yes,325,{},7,1
A3KF6O09H04SP7,0,54,1.888888889,6.264705882,4.375816993,4,yes,USA,Yes,Yes,369,Thanks!,7,1
A1P6OXEJ86HQRM,0,54,1.611111111,6,4.388888889,4,yes,USA,Yes,Yes,1526,{},7,1
A1TARNH07A75CG,0,54,1.75,6.166666667,4.416666667,4,yes,USA,Yes,Yes,860,{},7,1
A2NT3OQZUUZPEO,0,54,2.5,6.941176471,4.441176471,4,yes,USA,Yes,Yes,2681,{},7,1
A17ZTBC2843EBM,0.018518519,54,2.222222222,6.666666667,4.444444444,4,yes,USA,Yes,Yes,1394,no comments,7,1
A2WVCXVSE0YGML,0,54,1.666666667,6.117647059,4.450980392,4,yes,USA,Yes,Yes,1605,"That was an interesting exercise, good luck with your research!",7,1
A3FNC8ELMK8YJA,0,54,2.166666667,6.647058824,4.480392157,4,yes,USA,Yes,Yes,2907,{},7,1
A3V2XCDF45VN9X,0,108,1.5,5.985294118,4.485294118,4,no,OTHER,Yes,Yes,1473,{},7,1
A3V2XCDF45VN9X,0,108,1.5,5.985294118,4.485294118,4,no,OTHER,Yes,Yes,1281,None,7,1
A2B0FLA55RH047,0,54,1.333333333,5.823529412,4.490196078,4,yes,USA,Yes,Yes,2250,{},7,1
A1F9KLZGHE9DTA,0,54,1.5625,6.055555556,4.493055556,4,yes,USA,Yes,Yes,2019,There were a few of these that were quite tricky but please know that I did the best I could and went with my gut as instructed.  Thanks for the HIT!,7,1
A2C84POENS2UNY,0,54,1.5,6,4.5,4,yes,USA,Yes,Yes,558,{},7,1
A2HU2D8889A2FV,0,54,1.666666667,6.176470588,4.509803922,4,,USA,Yes,Yes,876,{},7,1
A2MCG5W6LHSRG9,0,54,2.388888889,6.911764706,4.522875817,4,yes,USA,Yes,Yes,1193,{},7,1
A26M997VYVK0E6,0,54,1.555555556,6.088235294,4.532679739,4,yes,USA,Yes,Yes,2840,{},7,1
A1FVXS8IM5QYO8,0,54,1.944444444,6.5,4.555555556,4,yes,UK,Yes,Yes,2242,Really interesting survey,7,1
A1DZMZTXWOM9MR,0,54,1.277777778,5.911764706,4.633986928,4,yes,USA,Yes,Yes,3277,n/a,7,1
A2FMEIDYEIWJA8,0,54,1.8125,6.472222222,4.659722222,4,yes,USA,Yes,Yes,833,The instructions were easy to understand and I thought the survey was well-paid :),7,1
A2OVX9UW5WANQE,0,54,1.8125,6.5,4.6875,4,yes,USA,Yes,Yes,3023,{},7,1
A326O3VWP8TO8N,0,54,1.388888889,6.088235294,4.699346405,4,yes,USA,Yes,Yes,590,{},7,1
A273DS7TQWR9M1,0,54,1.75,6.472222222,4.722222222,4,yes,USA,Yes,Yes,2837,{},7,1
A2ZGAH6NOSU2PO,0,54,1.777777778,6.5,4.722222222,4,yes,USA,Yes,Yes,1400,No comments,7,1
A1S88VQY8G8CNC,0,54,1.833333333,6.558823529,4.725490196,4,yes,USA,Yes,Yes,973,{},7,1
A21ZK49H9LSSRY,0.018518519,54,2.055555556,6.848484848,4.792929293,4,no,USA,Yes,Yes,2174,{},7,1
A1ZI4VU6650Q8B,0,54,1.944444444,6.794117647,4.849673203,4,yes,USA,Yes,Yes,966,{},7,1
A2VRDE2FHCBMF8,0,54,1.833333333,6.705882353,4.87254902,4,no,OTHER,Yes,Yes,1380,"Thank you very much for this HIT, and best of luck with your research",7,1
AKJ22H1NTVIQX,0.611111111,54,1.5,6.538461538,5.038461538,NA,yes,USA,Yes,Yes,1375,{},7,1
A29VL3MZE7YPBZ,0,54,1.666666667,6.764705882,5.098039216,4,yes,USA,Yes,Yes,627,{},7,1
AOOLS8280CL0Z,0,54,1.75,6.888888889,5.138888889,4,yes,USA,Yes,Yes,1988,{},6,1
AIICJA0A5J8NF,0,54,1.222222222,6.411764706,5.189542484,4,yes,USA,Yes,Yes,783,{},7,1
AJZEXCH1TSUE1,0,54,1.166666667,6.676470588,5.509803922,4,yes,USA,Yes,Yes,1586,{},7,6
A3I40B0FATY8VH,0,54,1,6.735294118,5.735294118,4,yes,USA,Yes,Yes,1575,{},7,1
A20RCHED1QJNFN,1,54,NA,NA,,NA,,,Yes,Yes,1264,THE SURVEY VERY IMPORTAN,7,1
