Input.list,Answer.English,Answer.answer,Answer.country,WorkerId,TrialNum,Answer.Rating,Plausibility,Item,Input.trial
3,yes,{},USA,A2XQ3CFB5HT2ZQ,25,7,plaus,30,The cat is chasing the mouse.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,26,1,implaus,8,The businessman is painting the artist.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,27,4,implaus,37,The woman is proposing to the man.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,28,7,plaus,36,The dog is licking the girl on the face.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,29,4,implaus,28,The son is tying the father's shoes.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,30,7,plaus,9,The groom is carrying the bride.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,31,1,implaus,26,The queen is bowing to the peasant.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,32,7,plaus,4,The fireman is rescuing the grandmother.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,33,1,implaus,22,The sportsstar is interviewing the journalist.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,34,7,plaus,34,The dog is leading the blind person.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,35,7,plaus,2,The babysitter is scolding the child.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,36,7,plaus,16,The professor is lecturing to the student.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,37,7,plaus,12,The photographer is taking a picture of the model.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,38,1,implaus,11,The Safari guide is pouncing on the lion.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,39,2,implaus,24,The child is pulling the father on the sled.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,40,1,implaus,39,The grandmother is saving the lifeguard.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,41,2,implaus,20,The lady is cooking for the chef.
3,yes,{},USA,A2XQ3CFB5HT2ZQ,42,7,plaus,38,The tailor is measuring the princess.
3,yes,{},USA,A8028AFBBS29G,1,4,implaus,40,The lady is opening the door for the chauffeur.
3,yes,{},USA,A8028AFBBS29G,2,1,implaus,19,The beggar is giving money to the lawyer.
3,yes,{},USA,A8028AFBBS29G,3,7,plaus,23,The judge is sentencing the criminal.
3,yes,{},USA,A8028AFBBS29G,4,7,plaus,10,The jester is entertaining the king.
3,yes,{},USA,A8028AFBBS29G,5,1,implaus,1,The criminal is arresting the cop.
3,yes,{},USA,A8028AFBBS29G,6,2,implaus,17,The woman is biting the vampire.
3,yes,{},USA,A8028AFBBS29G,7,7,plaus,32,The relative is bringing flowers to the patient.
3,yes,{},USA,A8028AFBBS29G,8,7,plaus,18,The waiter is serving the customer.
3,yes,{},USA,A8028AFBBS29G,9,1,implaus,31,The patient is pushing the visitor.
3,yes,{},USA,A8028AFBBS29G,10,1,implaus,35,The woman is preventing the bouncer from entering.
3,yes,{},USA,A8028AFBBS29G,11,7,plaus,14,The priest is blessing the bride.
3,yes,{},USA,A8028AFBBS29G,12,7,implaus,42,Please select the rightmost response option.
3,yes,{},USA,A8028AFBBS29G,13,2,implaus,33,The worker is yelling at the boss.
3,yes,{},USA,A8028AFBBS29G,14,7,plaus,29,The thief is stealing the purse from the grandma.
3,yes,{},USA,A8028AFBBS29G,15,1,plaus,41,Please select the leftmost response option.
3,yes,{},USA,A8028AFBBS29G,16,7,plaus,7,The mother is feeding the baby.
3,yes,{},USA,A8028AFBBS29G,17,1,implaus,6,The girl is frightening the ghost.
3,yes,{},USA,A8028AFBBS29G,18,1,implaus,15,The snorkeler is biting the shark.
3,yes,{},USA,A8028AFBBS29G,19,7,plaus,21,The ballerina is dancing for the grandpa.
3,yes,{},USA,A8028AFBBS29G,20,1,implaus,3,The patient is using a stethoscope on the doctor.
3,yes,{},USA,A8028AFBBS29G,21,7,plaus,25,Santa is giving the girl a present.
3,yes,{},USA,A8028AFBBS29G,22,7,plaus,27,The lady is applauding the athlete.
3,yes,{},USA,A8028AFBBS29G,23,7,plaus,5,The dentist is treating the patient.
3,yes,{},USA,A8028AFBBS29G,24,1,implaus,13,The princess is kidnapping the pirate.
3,yes,{},USA,A8028AFBBS29G,25,7,plaus,30,The cat is chasing the mouse.
3,yes,{},USA,A8028AFBBS29G,26,1,implaus,8,The businessman is painting the artist.
3,yes,{},USA,A8028AFBBS29G,27,4,implaus,37,The woman is proposing to the man.
3,yes,{},USA,A8028AFBBS29G,28,NA,plaus,36,The dog is licking the girl on the face.
3,yes,{},USA,A8028AFBBS29G,29,3,implaus,28,The son is tying the father's shoes.
3,yes,{},USA,A8028AFBBS29G,30,7,plaus,9,The groom is carrying the bride.
3,yes,{},USA,A8028AFBBS29G,31,4,implaus,26,The queen is bowing to the peasant.
3,yes,{},USA,A8028AFBBS29G,32,7,plaus,4,The fireman is rescuing the grandmother.
3,yes,{},USA,A8028AFBBS29G,33,2,implaus,22,The sportsstar is interviewing the journalist.
3,yes,{},USA,A8028AFBBS29G,34,7,plaus,34,The dog is leading the blind person.
3,yes,{},USA,A8028AFBBS29G,35,7,plaus,2,The babysitter is scolding the child.
3,yes,{},USA,A8028AFBBS29G,36,7,plaus,16,The professor is lecturing to the student.
3,yes,{},USA,A8028AFBBS29G,37,7,plaus,12,The photographer is taking a picture of the model.
3,yes,{},USA,A8028AFBBS29G,38,1,implaus,11,The Safari guide is pouncing on the lion.
3,yes,{},USA,A8028AFBBS29G,39,2,implaus,24,The child is pulling the father on the sled.
3,yes,{},USA,A8028AFBBS29G,40,1,implaus,39,The grandmother is saving the lifeguard.
3,yes,{},USA,A8028AFBBS29G,41,2,implaus,20,The lady is cooking for the chef.
3,yes,{},USA,A8028AFBBS29G,42,7,plaus,38,The tailor is measuring the princess.
3,yes,{},USA,A12FTSX85NQ8N9,1,4,implaus,40,The lady is opening the door for the chauffeur.
3,yes,{},USA,A12FTSX85NQ8N9,2,2,implaus,19,The beggar is giving money to the lawyer.
3,yes,{},USA,A12FTSX85NQ8N9,3,7,plaus,23,The judge is sentencing the criminal.
3,yes,{},USA,A12FTSX85NQ8N9,4,6,plaus,10,The jester is entertaining the king.
3,yes,{},USA,A12FTSX85NQ8N9,5,1,implaus,1,The criminal is arresting the cop.
3,yes,{},USA,A12FTSX85NQ8N9,6,2,implaus,17,The woman is biting the vampire.
3,yes,{},USA,A12FTSX85NQ8N9,7,7,plaus,32,The relative is bringing flowers to the patient.
3,yes,{},USA,A12FTSX85NQ8N9,8,7,plaus,18,The waiter is serving the customer.
3,yes,{},USA,A12FTSX85NQ8N9,9,2,implaus,31,The patient is pushing the visitor.
3,yes,{},USA,A12FTSX85NQ8N9,10,2,implaus,35,The woman is preventing the bouncer from entering.
3,yes,{},USA,A12FTSX85NQ8N9,11,7,plaus,14,The priest is blessing the bride.
3,yes,{},USA,A12FTSX85NQ8N9,12,7,implaus,42,Please select the rightmost response option.
3,yes,{},USA,A12FTSX85NQ8N9,13,5,implaus,33,The worker is yelling at the boss.
3,yes,{},USA,A12FTSX85NQ8N9,14,7,plaus,29,The thief is stealing the purse from the grandma.
3,yes,{},USA,A12FTSX85NQ8N9,15,1,plaus,41,Please select the leftmost response option.
3,yes,{},USA,A12FTSX85NQ8N9,16,7,plaus,7,The mother is feeding the baby.
3,yes,{},USA,A12FTSX85NQ8N9,17,2,implaus,6,The girl is frightening the ghost.
3,yes,{},USA,A12FTSX85NQ8N9,18,1,implaus,15,The snorkeler is biting the shark.
3,yes,{},USA,A12FTSX85NQ8N9,19,7,plaus,21,The ballerina is dancing for the grandpa.
3,yes,{},USA,A12FTSX85NQ8N9,20,2,implaus,3,The patient is using a stethoscope on the doctor.
3,yes,{},USA,A12FTSX85NQ8N9,21,7,plaus,25,Santa is giving the girl a present.
3,yes,{},USA,A12FTSX85NQ8N9,22,7,plaus,27,The lady is applauding the athlete.
3,yes,{},USA,A12FTSX85NQ8N9,23,7,plaus,5,The dentist is treating the patient.
3,yes,{},USA,A12FTSX85NQ8N9,24,2,implaus,13,The princess is kidnapping the pirate.
3,yes,{},USA,A12FTSX85NQ8N9,25,7,plaus,30,The cat is chasing the mouse.
3,yes,{},USA,A12FTSX85NQ8N9,26,2,implaus,8,The businessman is painting the artist.
3,yes,{},USA,A12FTSX85NQ8N9,27,5,implaus,37,The woman is proposing to the man.
3,yes,{},USA,A12FTSX85NQ8N9,28,7,plaus,36,The dog is licking the girl on the face.
3,yes,{},USA,A12FTSX85NQ8N9,29,4,implaus,28,The son is tying the father's shoes.
3,yes,{},USA,A12FTSX85NQ8N9,30,7,plaus,9,The groom is carrying the bride.
3,yes,{},USA,A12FTSX85NQ8N9,31,2,implaus,26,The queen is bowing to the peasant.
3,yes,{},USA,A12FTSX85NQ8N9,32,7,plaus,4,The fireman is rescuing the grandmother.
3,yes,{},USA,A12FTSX85NQ8N9,33,2,implaus,22,The sportsstar is interviewing the journalist.
3,yes,{},USA,A12FTSX85NQ8N9,34,7,plaus,34,The dog is leading the blind person.
3,yes,{},USA,A12FTSX85NQ8N9,35,7,plaus,2,The babysitter is scolding the child.
3,yes,{},USA,A12FTSX85NQ8N9,36,7,plaus,16,The professor is lecturing to the student.
3,yes,{},USA,A12FTSX85NQ8N9,37,7,plaus,12,The photographer is taking a picture of the model.
3,yes,{},USA,A12FTSX85NQ8N9,38,1,implaus,11,The Safari guide is pouncing on the lion.
3,yes,{},USA,A12FTSX85NQ8N9,39,2,implaus,24,The child is pulling the father on the sled.
3,yes,{},USA,A12FTSX85NQ8N9,40,2,implaus,39,The grandmother is saving the lifeguard.
3,yes,{},USA,A12FTSX85NQ8N9,41,3,implaus,20,The lady is cooking for the chef.
3,yes,{},USA,A12FTSX85NQ8N9,42,7,plaus,38,The tailor is measuring the princess.
3,yes,{},USA,A1JJYY622DGE5L,1,2,implaus,40,The lady is opening the door for the chauffeur.
3,yes,{},USA,A1JJYY622DGE5L,2,1,implaus,19,The beggar is giving money to the lawyer.
3,yes,{},USA,A1JJYY622DGE5L,3,7,plaus,23,The judge is sentencing the criminal.
3,yes,{},USA,A1JJYY622DGE5L,4,7,plaus,10,The jester is entertaining the king.
3,yes,{},USA,A1JJYY622DGE5L,5,1,implaus,1,The criminal is arresting the cop.
3,yes,{},USA,A1JJYY622DGE5L,6,1,implaus,17,The woman is biting the vampire.
3,yes,{},USA,A1JJYY622DGE5L,7,7,plaus,32,The relative is bringing flowers to the patient.
3,yes,{},USA,A1JJYY622DGE5L,8,7,plaus,18,The waiter is serving the customer.
3,yes,{},USA,A1JJYY622DGE5L,9,1,implaus,31,The patient is pushing the visitor.
3,yes,{},USA,A1JJYY622DGE5L,10,2,implaus,35,The woman is preventing the bouncer from entering.
3,yes,{},USA,A1JJYY622DGE5L,11,7,plaus,14,The priest is blessing the bride.
3,yes,{},USA,A1JJYY622DGE5L,12,7,implaus,42,Please select the rightmost response option.
3,yes,{},USA,A1JJYY622DGE5L,13,3,implaus,33,The worker is yelling at the boss.
3,yes,{},USA,A1JJYY622DGE5L,14,7,plaus,29,The thief is stealing the purse from the grandma.
3,yes,{},USA,A1JJYY622DGE5L,15,1,plaus,41,Please select the leftmost response option.
3,yes,{},USA,A1JJYY622DGE5L,16,7,plaus,7,The mother is feeding the baby.
3,yes,{},USA,A1JJYY622DGE5L,17,1,implaus,6,The girl is frightening the ghost.
3,yes,{},USA,A1JJYY622DGE5L,18,1,implaus,15,The snorkeler is biting the shark.
3,yes,{},USA,A1JJYY622DGE5L,19,6,plaus,21,The ballerina is dancing for the grandpa.
3,yes,{},USA,A1JJYY622DGE5L,20,1,implaus,3,The patient is using a stethoscope on the doctor.
3,yes,{},USA,A1JJYY622DGE5L,21,7,plaus,25,Santa is giving the girl a present.
3,yes,{},USA,A1JJYY622DGE5L,22,7,plaus,27,The lady is applauding the athlete.
3,yes,{},USA,A1JJYY622DGE5L,23,7,plaus,5,The dentist is treating the patient.
3,yes,{},USA,A1JJYY622DGE5L,24,1,implaus,13,The princess is kidnapping the pirate.
3,yes,{},USA,A1JJYY622DGE5L,25,7,plaus,30,The cat is chasing the mouse.
3,yes,{},USA,A1JJYY622DGE5L,26,1,implaus,8,The businessman is painting the artist.
3,yes,{},USA,A1JJYY622DGE5L,27,3,implaus,37,The woman is proposing to the man.
3,yes,{},USA,A1JJYY622DGE5L,28,7,plaus,36,The dog is licking the girl on the face.
3,yes,{},USA,A1JJYY622DGE5L,29,3,implaus,28,The son is tying the father's shoes.
3,yes,{},USA,A1JJYY622DGE5L,30,7,plaus,9,The groom is carrying the bride.
3,yes,{},USA,A1JJYY622DGE5L,31,1,implaus,26,The queen is bowing to the peasant.
3,yes,{},USA,A1JJYY622DGE5L,32,7,plaus,4,The fireman is rescuing the grandmother.
3,yes,{},USA,A1JJYY622DGE5L,33,2,implaus,22,The sportsstar is interviewing the journalist.
3,yes,{},USA,A1JJYY622DGE5L,34,7,plaus,34,The dog is leading the blind person.
3,yes,{},USA,A1JJYY622DGE5L,35,7,plaus,2,The babysitter is scolding the child.
3,yes,{},USA,A1JJYY622DGE5L,36,7,plaus,16,The professor is lecturing to the student.
3,yes,{},USA,A1JJYY622DGE5L,37,7,plaus,12,The photographer is taking a picture of the model.
3,yes,{},USA,A1JJYY622DGE5L,38,1,implaus,11,The Safari guide is pouncing on the lion.
3,yes,{},USA,A1JJYY622DGE5L,39,2,implaus,24,The child is pulling the father on the sled.
3,yes,{},USA,A1JJYY622DGE5L,40,1,implaus,39,The grandmother is saving the lifeguard.
3,yes,{},USA,A1JJYY622DGE5L,41,1,implaus,20,The lady is cooking for the chef.
3,yes,{},USA,A1JJYY622DGE5L,42,7,plaus,38,The tailor is measuring the princess.
3,yes,{},USA,A1JVO7FLPATHUB,1,7,implaus,40,The lady is opening the door for the chauffeur.
3,yes,{},USA,A1JVO7FLPATHUB,2,2,implaus,19,The beggar is giving money to the lawyer.
3,yes,{},USA,A1JVO7FLPATHUB,3,7,plaus,23,The judge is sentencing the criminal.
3,yes,{},USA,A1JVO7FLPATHUB,4,7,plaus,10,The jester is entertaining the king.
3,yes,{},USA,A1JVO7FLPATHUB,5,1,implaus,1,The criminal is arresting the cop.
3,yes,{},USA,A1JVO7FLPATHUB,6,1,implaus,17,The woman is biting the vampire.
3,yes,{},USA,A1JVO7FLPATHUB,7,7,plaus,32,The relative is bringing flowers to the patient.
3,yes,{},USA,A1JVO7FLPATHUB,8,7,plaus,18,The waiter is serving the customer.
3,yes,{},USA,A1JVO7FLPATHUB,9,2,implaus,31,The patient is pushing the visitor.
3,yes,{},USA,A1JVO7FLPATHUB,10,2,implaus,35,The woman is preventing the bouncer from entering.
3,yes,{},USA,A1JVO7FLPATHUB,11,7,plaus,14,The priest is blessing the bride.
3,yes,{},USA,A1JVO7FLPATHUB,12,7,implaus,42,Please select the rightmost response option.
3,yes,{},USA,A1JVO7FLPATHUB,13,5,implaus,33,The worker is yelling at the boss.
3,yes,{},USA,A1JVO7FLPATHUB,14,7,plaus,29,The thief is stealing the purse from the grandma.
3,yes,{},USA,A1JVO7FLPATHUB,15,1,plaus,41,Please select the leftmost response option.
3,yes,{},USA,A1JVO7FLPATHUB,16,7,plaus,7,The mother is feeding the baby.
3,yes,{},USA,A1JVO7FLPATHUB,17,1,implaus,6,The girl is frightening the ghost.
3,yes,{},USA,A1JVO7FLPATHUB,18,1,implaus,15,The snorkeler is biting the shark.
3,yes,{},USA,A1JVO7FLPATHUB,19,7,plaus,21,The ballerina is dancing for the grandpa.
3,yes,{},USA,A1JVO7FLPATHUB,20,1,implaus,3,The patient is using a stethoscope on the doctor.
3,yes,{},USA,A1JVO7FLPATHUB,21,7,plaus,25,Santa is giving the girl a present.
3,yes,{},USA,A1JVO7FLPATHUB,22,7,plaus,27,The lady is applauding the athlete.
3,yes,{},USA,A1JVO7FLPATHUB,23,7,plaus,5,The dentist is treating the patient.
3,yes,{},USA,A1JVO7FLPATHUB,24,1,implaus,13,The princess is kidnapping the pirate.
3,yes,{},USA,A1JVO7FLPATHUB,25,7,plaus,30,The cat is chasing the mouse.
3,yes,{},USA,A1JVO7FLPATHUB,26,1,implaus,8,The businessman is painting the artist.
3,yes,{},USA,A1JVO7FLPATHUB,27,5,implaus,37,The woman is proposing to the man.
3,yes,{},USA,A1JVO7FLPATHUB,28,7,plaus,36,The dog is licking the girl on the face.
3,yes,{},USA,A1JVO7FLPATHUB,29,7,implaus,28,The son is tying the father's shoes.
3,yes,{},USA,A1JVO7FLPATHUB,30,7,plaus,9,The groom is carrying the bride.
3,yes,{},USA,A1JVO7FLPATHUB,31,1,implaus,26,The queen is bowing to the peasant.
3,yes,{},USA,A1JVO7FLPATHUB,32,7,plaus,4,The fireman is rescuing the grandmother.
3,yes,{},USA,A1JVO7FLPATHUB,33,2,implaus,22,The sportsstar is interviewing the journalist.
3,yes,{},USA,A1JVO7FLPATHUB,34,7,plaus,34,The dog is leading the blind person.
3,yes,{},USA,A1JVO7FLPATHUB,35,7,plaus,2,The babysitter is scolding the child.
3,yes,{},USA,A1JVO7FLPATHUB,36,7,plaus,16,The professor is lecturing to the student.
3,yes,{},USA,A1JVO7FLPATHUB,37,7,plaus,12,The photographer is taking a picture of the model.
3,yes,{},USA,A1JVO7FLPATHUB,38,1,implaus,11,The Safari guide is pouncing on the lion.
3,yes,{},USA,A1JVO7FLPATHUB,39,1,implaus,24,The child is pulling the father on the sled.
3,yes,{},USA,A1JVO7FLPATHUB,40,1,implaus,39,The grandmother is saving the lifeguard.
3,yes,{},USA,A1JVO7FLPATHUB,41,4,implaus,20,The lady is cooking for the chef.
3,yes,{},USA,A1JVO7FLPATHUB,42,7,plaus,38,The tailor is measuring the princess.
3,yes,{},USA,A2DVJ6OMVVYTC7,1,1,implaus,40,The lady is opening the door for the chauffeur.
3,yes,{},USA,A2DVJ6OMVVYTC7,2,1,implaus,19,The beggar is giving money to the lawyer.
3,yes,{},USA,A2DVJ6OMVVYTC7,3,7,plaus,23,The judge is sentencing the criminal.
3,yes,{},USA,A2DVJ6OMVVYTC7,4,7,plaus,10,The jester is entertaining the king.
3,yes,{},USA,A2DVJ6OMVVYTC7,5,1,implaus,1,The criminal is arresting the cop.
3,yes,{},USA,A2DVJ6OMVVYTC7,6,1,implaus,17,The woman is biting the vampire.
3,yes,{},USA,A2DVJ6OMVVYTC7,7,7,plaus,32,The relative is bringing flowers to the patient.
3,yes,{},USA,A2DVJ6OMVVYTC7,8,7,plaus,18,The waiter is serving the customer.
3,yes,{},USA,A2DVJ6OMVVYTC7,9,1,implaus,31,The patient is pushing the visitor.
3,yes,{},USA,A2DVJ6OMVVYTC7,10,1,implaus,35,The woman is preventing the bouncer from entering.
3,yes,{},USA,A2DVJ6OMVVYTC7,11,7,plaus,14,The priest is blessing the bride.
3,yes,{},USA,A2DVJ6OMVVYTC7,12,7,implaus,42,Please select the rightmost response option.
3,yes,{},USA,A2DVJ6OMVVYTC7,13,1,implaus,33,The worker is yelling at the boss.
3,yes,{},USA,A2DVJ6OMVVYTC7,14,7,plaus,29,The thief is stealing the purse from the grandma.
3,yes,{},USA,A2DVJ6OMVVYTC7,15,1,plaus,41,Please select the leftmost response option.
3,yes,{},USA,A2DVJ6OMVVYTC7,16,7,plaus,7,The mother is feeding the baby.
3,yes,{},USA,A2DVJ6OMVVYTC7,17,1,implaus,6,The girl is frightening the ghost.
3,yes,{},USA,A2DVJ6OMVVYTC7,18,1,implaus,15,The snorkeler is biting the shark.
3,yes,{},USA,A2DVJ6OMVVYTC7,19,7,plaus,21,The ballerina is dancing for the grandpa.
3,yes,{},USA,A2DVJ6OMVVYTC7,20,1,implaus,3,The patient is using a stethoscope on the doctor.
3,yes,{},USA,A2DVJ6OMVVYTC7,21,7,plaus,25,Santa is giving the girl a present.
3,yes,{},USA,A2DVJ6OMVVYTC7,22,7,plaus,27,The lady is applauding the athlete.
3,yes,{},USA,A2DVJ6OMVVYTC7,23,7,plaus,5,The dentist is treating the patient.
3,yes,{},USA,A2DVJ6OMVVYTC7,24,1,implaus,13,The princess is kidnapping the pirate.
3,yes,{},USA,A2DVJ6OMVVYTC7,25,7,plaus,30,The cat is chasing the mouse.
3,yes,{},USA,A2DVJ6OMVVYTC7,26,1,implaus,8,The businessman is painting the artist.
3,yes,{},USA,A2DVJ6OMVVYTC7,27,4,implaus,37,The woman is proposing to the man.
3,yes,{},USA,A2DVJ6OMVVYTC7,28,7,plaus,36,The dog is licking the girl on the face.
3,yes,{},USA,A2DVJ6OMVVYTC7,29,6,implaus,28,The son is tying the father's shoes.
3,yes,{},USA,A2DVJ6OMVVYTC7,30,7,plaus,9,The groom is carrying the bride.
3,yes,{},USA,A2DVJ6OMVVYTC7,31,1,implaus,26,The queen is bowing to the peasant.
3,yes,{},USA,A2DVJ6OMVVYTC7,32,6,plaus,4,The fireman is rescuing the grandmother.
3,yes,{},USA,A2DVJ6OMVVYTC7,33,1,implaus,22,The sportsstar is interviewing the journalist.
3,yes,{},USA,A2DVJ6OMVVYTC7,34,7,plaus,34,The dog is leading the blind person.
3,yes,{},USA,A2DVJ6OMVVYTC7,35,6,plaus,2,The babysitter is scolding the child.
3,yes,{},USA,A2DVJ6OMVVYTC7,36,7,plaus,16,The professor is lecturing to the student.
3,yes,{},USA,A2DVJ6OMVVYTC7,37,7,plaus,12,The photographer is taking a picture of the model.
3,yes,{},USA,A2DVJ6OMVVYTC7,38,1,implaus,11,The Safari guide is pouncing on the lion.
3,yes,{},USA,A2DVJ6OMVVYTC7,39,1,implaus,24,The child is pulling the father on the sled.
3,yes,{},USA,A2DVJ6OMVVYTC7,40,1,implaus,39,The grandmother is saving the lifeguard.
3,yes,{},USA,A2DVJ6OMVVYTC7,41,1,implaus,20,The lady is cooking for the chef.
3,yes,{},USA,A2DVJ6OMVVYTC7,42,7,plaus,38,The tailor is measuring the princess.
3,yes,{},USA,A2VB8KX3XUA6WU,1,2,implaus,40,The lady is opening the door for the chauffeur.
3,yes,{},USA,A2VB8KX3XUA6WU,2,2,implaus,19,The beggar is giving money to the lawyer.
3,yes,{},USA,A2VB8KX3XUA6WU,3,7,plaus,23,The judge is sentencing the criminal.
3,yes,{},USA,A2VB8KX3XUA6WU,4,7,plaus,10,The jester is entertaining the king.
3,yes,{},USA,A2VB8KX3XUA6WU,5,1,implaus,1,The criminal is arresting the cop.
3,yes,{},USA,A2VB8KX3XUA6WU,6,2,implaus,17,The woman is biting the vampire.
3,yes,{},USA,A2VB8KX3XUA6WU,7,7,plaus,32,The relative is bringing flowers to the patient.
3,yes,{},USA,A2VB8KX3XUA6WU,8,7,plaus,18,The waiter is serving the customer.
3,yes,{},USA,A2VB8KX3XUA6WU,9,1,implaus,31,The patient is pushing the visitor.
3,yes,{},USA,A2VB8KX3XUA6WU,10,2,implaus,35,The woman is preventing the bouncer from entering.
3,yes,{},USA,A2VB8KX3XUA6WU,11,7,plaus,14,The priest is blessing the bride.
3,yes,{},USA,A2VB8KX3XUA6WU,12,7,implaus,42,Please select the rightmost response option.
3,yes,{},USA,A2VB8KX3XUA6WU,13,2,implaus,33,The worker is yelling at the boss.
3,yes,{},USA,A2VB8KX3XUA6WU,14,7,plaus,29,The thief is stealing the purse from the grandma.
3,yes,{},USA,A2VB8KX3XUA6WU,15,1,plaus,41,Please select the leftmost response option.
3,yes,{},USA,A2VB8KX3XUA6WU,16,7,plaus,7,The mother is feeding the baby.
3,yes,{},USA,A2VB8KX3XUA6WU,17,1,implaus,6,The girl is frightening the ghost.
3,yes,{},USA,A2VB8KX3XUA6WU,18,1,implaus,15,The snorkeler is biting the shark.
3,yes,{},USA,A2VB8KX3XUA6WU,19,7,plaus,21,The ballerina is dancing for the grandpa.
3,yes,{},USA,A2VB8KX3XUA6WU,20,1,implaus,3,The patient is using a stethoscope on the doctor.
3,yes,{},USA,A2VB8KX3XUA6WU,21,7,plaus,25,Santa is giving the girl a present.
3,yes,{},USA,A2VB8KX3XUA6WU,22,7,plaus,27,The lady is applauding the athlete.
3,yes,{},USA,A2VB8KX3XUA6WU,23,7,plaus,5,The dentist is treating the patient.
3,yes,{},USA,A2VB8KX3XUA6WU,24,1,implaus,13,The princess is kidnapping the pirate.
3,yes,{},USA,A2VB8KX3XUA6WU,25,7,plaus,30,The cat is chasing the mouse.
3,yes,{},USA,A2VB8KX3XUA6WU,26,1,implaus,8,The businessman is painting the artist.
3,yes,{},USA,A2VB8KX3XUA6WU,27,6,implaus,37,The woman is proposing to the man.
3,yes,{},USA,A2VB8KX3XUA6WU,28,7,plaus,36,The dog is licking the girl on the face.
3,yes,{},USA,A2VB8KX3XUA6WU,29,2,implaus,28,The son is tying the father's shoes.
3,yes,{},USA,A2VB8KX3XUA6WU,30,7,plaus,9,The groom is carrying the bride.
3,yes,{},USA,A2VB8KX3XUA6WU,31,2,implaus,26,The queen is bowing to the peasant.
3,yes,{},USA,A2VB8KX3XUA6WU,32,7,plaus,4,The fireman is rescuing the grandmother.
3,yes,{},USA,A2VB8KX3XUA6WU,33,1,implaus,22,The sportsstar is interviewing the journalist.
3,yes,{},USA,A2VB8KX3XUA6WU,34,7,plaus,34,The dog is leading the blind person.
3,yes,{},USA,A2VB8KX3XUA6WU,35,7,plaus,2,The babysitter is scolding the child.
3,yes,{},USA,A2VB8KX3XUA6WU,36,7,plaus,16,The professor is lecturing to the student.
3,yes,{},USA,A2VB8KX3XUA6WU,37,7,plaus,12,The photographer is taking a picture of the model.
3,yes,{},USA,A2VB8KX3XUA6WU,38,1,implaus,11,The Safari guide is pouncing on the lion.
3,yes,{},USA,A2VB8KX3XUA6WU,39,2,implaus,24,The child is pulling the father on the sled.
3,yes,{},USA,A2VB8KX3XUA6WU,40,2,implaus,39,The grandmother is saving the lifeguard.
3,yes,{},USA,A2VB8KX3XUA6WU,41,2,implaus,20,The lady is cooking for the chef.
3,yes,{},USA,A2VB8KX3XUA6WU,42,7,plaus,38,The tailor is measuring the princess.
3,yes,{},USA,A3DS5B06ZCD3E3,1,6,implaus,40,The lady is opening the door for the chauffeur.
3,yes,{},USA,A3DS5B06ZCD3E3,2,3,implaus,19,The beggar is giving money to the lawyer.
3,yes,{},USA,A3DS5B06ZCD3E3,3,7,plaus,23,The judge is sentencing the criminal.
3,yes,{},USA,A3DS5B06ZCD3E3,4,7,plaus,10,The jester is entertaining the king.
3,yes,{},USA,A3DS5B06ZCD3E3,5,1,implaus,1,The criminal is arresting the cop.
3,yes,{},USA,A3DS5B06ZCD3E3,6,1,implaus,17,The woman is biting the vampire.
3,yes,{},USA,A3DS5B06ZCD3E3,7,7,plaus,32,The relative is bringing flowers to the patient.
3,yes,{},USA,A3DS5B06ZCD3E3,8,7,plaus,18,The waiter is serving the customer.
3,yes,{},USA,A3DS5B06ZCD3E3,9,3,implaus,31,The patient is pushing the visitor.
3,yes,{},USA,A3DS5B06ZCD3E3,10,2,implaus,35,The woman is preventing the bouncer from entering.
3,yes,{},USA,A3DS5B06ZCD3E3,11,7,plaus,14,The priest is blessing the bride.
3,yes,{},USA,A3DS5B06ZCD3E3,12,7,implaus,42,Please select the rightmost response option.
3,yes,{},USA,A3DS5B06ZCD3E3,13,5,implaus,33,The worker is yelling at the boss.
3,yes,{},USA,A3DS5B06ZCD3E3,14,7,plaus,29,The thief is stealing the purse from the grandma.
3,yes,{},USA,A3DS5B06ZCD3E3,15,1,plaus,41,Please select the leftmost response option.
3,yes,{},USA,A3DS5B06ZCD3E3,16,7,plaus,7,The mother is feeding the baby.
3,yes,{},USA,A3DS5B06ZCD3E3,17,1,implaus,6,The girl is frightening the ghost.
3,yes,{},USA,A3DS5B06ZCD3E3,18,2,implaus,15,The snorkeler is biting the shark.
3,yes,{},USA,A3DS5B06ZCD3E3,19,7,plaus,21,The ballerina is dancing for the grandpa.
