"ItemNum","Sentence","Plausibility","Voice","TrialType","SynonymPair","NumSyn"
"206","The aristocrat wed the countess.","Plausible","active","AAR",98,"Version2"
"206","The countess wed the aristocrat.","Implausible","active","AAR",98,"Version2"
"206","The countess was wed by the aristocrat.","Plausible","passive","AAR",98,"Version2"
"206","The aristocrat was wed by the countess.","Implausible","passive","AAR",98,"Version2"
"207","The actuary assuaged the creditor.","Plausible","active","AAR",99,"Version1"
"207","The creditor assuaged the actuary.","Implausible","active","AAR",99,"Version1"
"207","The creditor was assuaged by the actuary.","Plausible","passive","AAR",99,"Version1"
"207","The actuary was assuaged by the creditor.","Implausible","passive","AAR",99,"Version1"
"208","The analyst relieved the investor.","Plausible","active","AAR",99,"Version2"
"208","The investor relieved the analyst.","Implausible","active","AAR",99,"Version2"
"208","The investor was relieved by the analyst.","Plausible","passive","AAR",99,"Version2"
"208","The analyst was relieved by the investor.","Implausible","passive","AAR",99,"Version2"
"209","The sailor frightened the psychic.","Plausible","active","AAR",100,"Version1"
"209","The psychic frightened the sailor.","Implausible","active","AAR",100,"Version1"
"209","The psychic was frightened by the sailor.","Plausible","passive","AAR",100,"Version1"
"209","The sailor was frightened by the psychic.","Implausible","passive","AAR",100,"Version1"
"210","The mariner scared the fortune-teller.","Plausible","active","AAR",100,"Version2"
"210","The fortune-teller scared the mariner.","Implausible","active","AAR",100,"Version2"
"210","The fortune-teller was scared by the mariner.","Plausible","passive","AAR",100,"Version2"
"210","The mariner was scared by the fortune-teller.","Implausible","passive","AAR",100,"Version2"
"211","The assistant flattered the auditor.","Plausible","active","AAR",101,"Version1"
"211","The auditor flattered the assistant.","Implausible","active","AAR",101,"Version1"
"211","The auditor was flattered by the assistant.","Plausible","passive","AAR",101,"Version1"
"211","The assistant was flattered by the auditor.","Implausible","passive","AAR",101,"Version1"
"212","The helper complimented the appraiser.","Plausible","active","AAR",101,"Version2"
"212","The appraiser complimented the helper.","Implausible","active","AAR",101,"Version2"
"212","The appraiser was complimented by the helper.","Plausible","passive","AAR",101,"Version2"
"212","The helper was complimented by the appraiser.","Implausible","passive","AAR",101,"Version2"
"213","The immigrant believed the trooper.","Plausible","active","AAR",102,"Version1"
"213","The trooper believed the immigrant.","Implausible","active","AAR",102,"Version1"
"213","The trooper was believed by the immigrant.","Plausible","passive","AAR",102,"Version1"
"213","The immigrant was believed by the trooper.","Implausible","passive","AAR",102,"Version1"
"214","The foreigner trusted the patrolman.","Plausible","active","AAR",102,"Version2"
"214","The patrolman trusted the foreigner.","Implausible","active","AAR",102,"Version2"
"214","The patrolman was trusted by the foreigner.","Plausible","passive","AAR",102,"Version2"
"214","The foreigner was trusted by the patrolman.","Implausible","passive","AAR",102,"Version2"
"215","The mapmaker affronted the farmer.","Plausible","active","AAR",103,"Version1"
"215","The farmer affronted the mapmaker.","Implausible","active","AAR",103,"Version1"
"215","The farmer was affronted by the mapmaker.","Plausible","passive","AAR",103,"Version1"
"215","The mapmaker was affronted by the farmer.","Implausible","passive","AAR",103,"Version1"
"216","The cartographer insulted the rancher.","Plausible","active","AAR",103,"Version2"
"216","The rancher insulted the cartographer.","Implausible","active","AAR",103,"Version2"
"216","The rancher was insulted by the cartographer.","Plausible","passive","AAR",103,"Version2"
"216","The cartographer was insulted by the rancher.","Implausible","passive","AAR",103,"Version2"
"217","The poet awed the entertainer.","Plausible","active","AAR",104,"Version1"
"217","The entertainer awed the poet.","Implausible","active","AAR",104,"Version1"
"217","The entertainer was awed by the poet.","Plausible","passive","AAR",104,"Version1"
"217","The poet was awed by the entertainer.","Implausible","passive","AAR",104,"Version1"
"218","The lyricist dazzled the performer.","Plausible","active","AAR",104,"Version2"
"218","The performer dazzled the lyricist.","Implausible","active","AAR",104,"Version2"
"218","The performer was dazzled by the lyricist.","Plausible","passive","AAR",104,"Version2"
"218","The lyricist was dazzled by the performer.","Implausible","passive","AAR",104,"Version2"
"219","The peddler tested the manager.","Plausible","active","AAR",105,"Version1"
"219","The manager tested the peddler.","Implausible","active","AAR",105,"Version1"
"219","The manager was tested by the peddler.","Plausible","passive","AAR",105,"Version1"
"219","The peddler was tested by the manager.","Implausible","passive","AAR",105,"Version1"
"220","The traveling salesman challenged the executive.","Plausible","active","AAR",105,"Version2"
"220","The executive challenged the traveling salesman.","Implausible","active","AAR",105,"Version2"
"220","The executive was challenged by the traveling salesman.","Plausible","passive","AAR",105,"Version2"
"220","The traveling salesman was challenged by the executive.","Implausible","passive","AAR",105,"Version2"
"221","The musician admired the diva.","Plausible","active","AAR",106,"Version1"
"221","The diva admired the musician.","Implausible","active","AAR",106,"Version1"
"221","The diva was admired by the musician.","Plausible","passive","AAR",106,"Version1"
"221","The musician was admired by the diva.","Implausible","passive","AAR",106,"Version1"
"222","The instrumentalist adored the prima donna.","Plausible","active","AAR",106,"Version2"
"222","The prima donna adored the instrumentalist.","Implausible","active","AAR",106,"Version2"
"222","The prima donna was adored by the instrumentalist.","Plausible","passive","AAR",106,"Version2"
"222","The instrumentalist was adored by the prima donna.","Implausible","passive","AAR",106,"Version2"
"223","The general welcomed the hero.","Plausible","active","AAR",107,"Version1"
"223","The hero welcomed the general.","Implausible","active","AAR",107,"Version1"
"223","The hero was welcomed by the general.","Plausible","passive","AAR",107,"Version1"
"223","The general was welcomed by the hero.","Implausible","passive","AAR",107,"Version1"
"224","The commander greeted the champion.","Plausible","active","AAR",107,"Version2"
"224","The champion greeted the commander.","Implausible","active","AAR",107,"Version2"
"224","The champion was greeted by the commander.","Plausible","passive","AAR",107,"Version2"
"224","The commander was greeted by the champion.","Implausible","passive","AAR",107,"Version2"
"225","The cobbler disdained the stonecutter.","Plausible","active","AAR",108,"Version1"
"225","The stonecutter disdained the cobbler.","Implausible","active","AAR",108,"Version1"
"225","The stonecutter was disdained by the cobbler.","Plausible","passive","AAR",108,"Version1"
"225","The cobbler was disdained by the stonecutter.","Implausible","passive","AAR",108,"Version1"
"226","The shoemaker scorned the mason.","Plausible","active","AAR",108,"Version2"
"226","The mason scorned the shoemaker.","Implausible","active","AAR",108,"Version2"
"226","The mason was scorned by the shoemaker.","Plausible","passive","AAR",108,"Version2"
"226","The shoemaker was scorned by the mason.","Implausible","passive","AAR",108,"Version2"
"227","The postman noticed the chaplain.","Plausible","active","AAR",109,"Version1"
"227","The chaplain noticed the postman.","Implausible","active","AAR",109,"Version1"
"227","The chaplain was noticed by the postman.","Plausible","passive","AAR",109,"Version1"
"227","The postman was noticed by the chaplain.","Implausible","passive","AAR",109,"Version1"
"228","The mailman saw the minister.","Plausible","active","AAR",109,"Version2"
"228","The minister saw the mailman.","Implausible","active","AAR",109,"Version2"
"228","The minister was seen by the mailman.","Plausible","passive","AAR",109,"Version2"
"228","The mailman was seen by the minister.","Implausible","passive","AAR",109,"Version2"
"229","The composer begrudged the playwright.","Plausible","active","AAR",110,"Version1"
"229","The playwright begrudged the composer.","Implausible","active","AAR",110,"Version1"
"229","The playwright was begrudged by the composer.","Plausible","passive","AAR",110,"Version1"
"229","The composer was begrudged by the playwright.","Implausible","passive","AAR",110,"Version1"
"230","The songwriter envied the dramatist.","Plausible","active","AAR",110,"Version2"
"230","The dramatist envied the songwriter.","Implausible","active","AAR",110,"Version2"
"230","The dramatist was envied by the songwriter.","Plausible","passive","AAR",110,"Version2"
"230","The songwriter was envied by the dramatist.","Implausible","passive","AAR",110,"Version2"
"233","The missionary baffled the oracle.","Plausible","active","AAR",112,"Version1"
"233","The oracle baffled the missionary.","Implausible","active","AAR",112,"Version1"
"233","The oracle was baffled by the missionary.","Plausible","passive","AAR",112,"Version1"
"233","The missionary was baffled by the oracle.","Implausible","passive","AAR",112,"Version1"
"234","The evangelist mystified the soothsayer.","Plausible","active","AAR",112,"Version2"
"234","The soothsayer mystified the evangelist.","Implausible","active","AAR",112,"Version2"
"234","The soothsayer was mystified by the evangelist.","Plausible","passive","AAR",112,"Version2"
"234","The evangelist was mystified by the soothsayer.","Implausible","passive","AAR",112,"Version2"
"235","The trespasser choked the fighter.","Plausible","active","AAR",113,"Version1"
"235","The fighter choked the trespasser.","Implausible","active","AAR",113,"Version1"
"235","The fighter was choked by the trespasser.","Plausible","passive","AAR",113,"Version1"
"235","The trespasser was choked by the fighter.","Implausible","passive","AAR",113,"Version1"
"237","The broker introduced the donor.","Plausible","active","AAR",114,"Version1"
"237","The donor introduced the broker.","Implausible","active","AAR",114,"Version1"
"237","The donor was introduced by the broker.","Plausible","passive","AAR",114,"Version1"
"237","The broker was introduced by the donor.","Implausible","passive","AAR",114,"Version1"
"238","The dealer presented the sponsor.","Plausible","active","AAR",114,"Version2"
"238","The sponsor presented the dealer.","Implausible","active","AAR",114,"Version2"
"238","The sponsor was presented by the dealer.","Plausible","passive","AAR",114,"Version2"
"238","The dealer was presented by the sponsor.","Implausible","passive","AAR",114,"Version2"
"239","The shrink commended the dean.","Plausible","active","AAR",115,"Version1"
"239","The dean commended the shrink.","Implausible","active","AAR",115,"Version1"
"239","The dean was commended by the shrink.","Plausible","passive","AAR",115,"Version1"
"239","The shrink was commended by the dean.","Implausible","passive","AAR",115,"Version1"
"240","The psychiatrist applauded the provost.","Plausible","active","AAR",115,"Version2"
"240","The provost applauded the psychiatrist.","Implausible","active","AAR",115,"Version2"
"240","The provost was applauded by the psychiatrist.","Plausible","passive","AAR",115,"Version2"
"240","The psychiatrist was applauded by the provost.","Implausible","passive","AAR",115,"Version2"
"241","The refugee provoked the homeless person.","Plausible","active","AAR",116,"Version1"
"241","The homeless person provoked the refugee.","Implausible","active","AAR",116,"Version1"
"241","The homeless person was provoked by the refugee.","Plausible","passive","AAR",116,"Version1"
"241","The refugee was provoked by the homeless person.","Implausible","passive","AAR",116,"Version1"
"242","The asylum seeker goaded the vagrant.","Plausible","active","AAR",116,"Version2"
"242","The vagrant goaded the asylum seeker.","Implausible","active","AAR",116,"Version2"
"242","The vagrant was goaded by the asylum seeker.","Plausible","passive","AAR",116,"Version2"
"242","The asylum seeker was goaded by the vagrant.","Implausible","passive","AAR",116,"Version2"
"243","The interpreter swindled the messenger.","Plausible","active","AAR",117,"Version1"
"243","The messenger swindled the interpreter.","Implausible","active","AAR",117,"Version1"
"243","The messenger was swindled by the interpreter.","Plausible","passive","AAR",117,"Version1"
"243","The interpreter was swindled by the messenger.","Implausible","passive","AAR",117,"Version1"
"244","The translator deceived the courier.","Plausible","active","AAR",117,"Version2"
"244","The courier deceived the translator.","Implausible","active","AAR",117,"Version2"
"244","The courier was deceived by the translator.","Plausible","passive","AAR",117,"Version2"
"244","The translator was deceived by the courier.","Implausible","passive","AAR",117,"Version2"
"245","The gangster hated the governor.","Plausible","active","AAR",118,"Version1"
"245","The governor hated the gangster.","Implausible","active","AAR",118,"Version1"
"245","The governor was hated by the gangster.","Plausible","passive","AAR",118,"Version1"
"245","The gangster was hated by the governor.","Implausible","passive","AAR",118,"Version1"
"246","The hoodlum abhorred the chancellor.","Plausible","active","AAR",118,"Version2"
"246","The chancellor abhorred the hoodlum.","Implausible","active","AAR",118,"Version2"
"246","The chancellor was abhorred by the hoodlum.","Plausible","passive","AAR",118,"Version2"
"246","The hoodlum was abhorred by the chancellor.","Implausible","passive","AAR",118,"Version2"
"247","The planner convinced the customer.","Plausible","active","AAR",119,"Version1"
"247","The customer convinced the planner.","Implausible","active","AAR",119,"Version1"
"247","The customer was convinced by the planner.","Plausible","passive","AAR",119,"Version1"
"247","The planner was convinced by the customer.","Implausible","passive","AAR",119,"Version1"
"248","The organizer persuaded the buyer.","Plausible","active","AAR",119,"Version2"
"248","The buyer persuaded the organizer.","Implausible","active","AAR",119,"Version2"
"248","The buyer was persuaded by the organizer.","Plausible","passive","AAR",119,"Version2"
"248","The organizer was persuaded by the buyer.","Implausible","passive","AAR",119,"Version2"
"249","The wizard protected the gnome.","Plausible","active","AAR",120,"Version1"
"249","The gnome protected the wizard.","Implausible","active","AAR",120,"Version1"
"249","The gnome was protected by the wizard.","Plausible","passive","AAR",120,"Version1"
"249","The wizard was protected by the gnome.","Implausible","passive","AAR",120,"Version1"
"250","The sorcerer defended the dwarf.","Plausible","active","AAR",120,"Version2"
"250","The dwarf defended the sorcerer.","Implausible","active","AAR",120,"Version2"
"250","The dwarf was defended by the sorcerer.","Plausible","passive","AAR",120,"Version2"
"250","The sorcerer was defended by the dwarf.","Implausible","passive","AAR",120,"Version2"
"253","The student befuddled the professor.","Plausible","active","AAR",122,"Version1"
"253","The professor befuddled the student.","Implausible","active","AAR",122,"Version1"
"253","The professor was befuddled by the student.","Plausible","passive","AAR",122,"Version1"
"253","The student was befuddled by the professor.","Implausible","passive","AAR",122,"Version1"
"254","The scholar confused the lecturer.","Plausible","active","AAR",122,"Version2"
"254","The lecturer confused the scholar.","Implausible","active","AAR",122,"Version2"
"254","The lecturer was confused by the scholar.","Plausible","passive","AAR",122,"Version2"
"254","The scholar was confused by the lecturer.","Implausible","passive","AAR",122,"Version2"
"255","The invader spotted the sentry.","Plausible","active","AAR",123,"Version1"
"255","The sentry spotted the invader.","Implausible","active","AAR",123,"Version1"
"255","The sentry was spotted by the invader.","Plausible","passive","AAR",123,"Version1"
"255","The invader was spotted by the sentry.","Implausible","passive","AAR",123,"Version1"
"256","The intruder sighted the watchman.","Plausible","active","AAR",123,"Version2"
"256","The watchman sighted the intruder.","Implausible","active","AAR",123,"Version2"
"256","The watchman was sighted by the intruder.","Plausible","passive","AAR",123,"Version2"
"256","The intruder was sighted by the watchman.","Implausible","passive","AAR",123,"Version2"
"257","The supplier reimbursed the merchant.","Plausible","active","AAR",124,"Version1"
"257","The merchant reimbursed the supplier.","Implausible","active","AAR",124,"Version1"
"257","The merchant was reimbursed by the supplier.","Plausible","passive","AAR",124,"Version1"
"257","The supplier was reimbursed by the merchant.","Implausible","passive","AAR",124,"Version1"
"258","The wholesaler compensated the trader.","Plausible","active","AAR",124,"Version2"
"258","The trader compensated the wholesaler.","Implausible","active","AAR",124,"Version2"
"258","The trader was compensated by the wholesaler.","Plausible","passive","AAR",124,"Version2"
"258","The wholesaler was compensated by the trader.","Implausible","passive","AAR",124,"Version2"
"259","The accuser confronted the vandal.","Plausible","active","AAR",125,"Version1"
"259","The vandal confronted the accuser.","Implausible","active","AAR",125,"Version1"
"259","The vandal was confronted by the accuser.","Plausible","passive","AAR",125,"Version1"
"259","The accuser was confronted by the vandal.","Implausible","passive","AAR",125,"Version1"
"260","The plaintiff accosted the thug.","Plausible","active","AAR",125,"Version2"
"260","The thug accosted the plaintiff.","Implausible","active","AAR",125,"Version2"
"260","The thug was accosted by the plaintiff.","Plausible","passive","AAR",125,"Version2"
"260","The plaintiff was accosted by the thug.","Implausible","passive","AAR",125,"Version2"
"261","The trickster bemused the idiot.","Plausible","active","AAR",126,"Version1"
"261","The idiot bemused the trickster.","Implausible","active","AAR",126,"Version1"
"261","The idiot was bemused by the trickster.","Plausible","passive","AAR",126,"Version1"
"261","The trickster was bemused by the idiot.","Implausible","passive","AAR",126,"Version1"
"262","The swindler puzzled the fool.","Plausible","active","AAR",126,"Version2"
"262","The fool puzzled the swindler.","Implausible","active","AAR",126,"Version2"
"262","The fool was puzzled by the swindler.","Plausible","passive","AAR",126,"Version2"
"262","The swindler was puzzled by the fool.","Implausible","passive","AAR",126,"Version2"
"263","The protestor quoted the leader.","Plausible","active","AAR",127,"Version1"
"263","The leader quoted the protestor.","Implausible","active","AAR",127,"Version1"
"263","The leader was quoted by the protestor.","Plausible","passive","AAR",127,"Version1"
"263","The protestor was quoted by the leader.","Implausible","passive","AAR",127,"Version1"
"264","The striker cited the chief.","Plausible","active","AAR",127,"Version2"
"264","The chief cited the striker.","Implausible","active","AAR",127,"Version2"
"264","The chief was cited by the striker.","Plausible","passive","AAR",127,"Version2"
"264","The striker was cited by the chief.","Implausible","passive","AAR",127,"Version2"
"265","The postal worker repulsed the taxi-driver.","Plausible","active","AAR",128,"Version1"
"265","The taxi-driver repulsed the postal worker.","Implausible","active","AAR",128,"Version1"
"265","The taxi-driver was repulsed by the postal worker.","Plausible","passive","AAR",128,"Version1"
"265","The postal worker was repulsed by the taxi-driver.","Implausible","passive","AAR",128,"Version1"
"266","The letter carrier disgusted the cabbie.","Plausible","active","AAR",128,"Version2"
"266","The cabbie disgusted the letter carrier.","Implausible","active","AAR",128,"Version2"
"266","The cabbie was disgusted by the letter carrier.","Plausible","passive","AAR",128,"Version2"
"266","The letter carrier was disgusted by the cabbie.","Implausible","passive","AAR",128,"Version2"
"267","The competitor agitated the rival.","Plausible","active","AAR",129,"Version1"
"267","The rival agitated the competitor.","Implausible","active","AAR",129,"Version1"
"267","The rival was agitated by the competitor.","Plausible","passive","AAR",129,"Version1"
"267","The competitor was agitated by the rival.","Implausible","passive","AAR",129,"Version1"
"268","The contender flustered the opponent.","Plausible","active","AAR",129,"Version2"
"268","The opponent flustered the contender.","Implausible","active","AAR",129,"Version2"
"268","The opponent was flustered by the contender.","Plausible","passive","AAR",129,"Version2"
"268","The contender was flustered by the opponent.","Implausible","passive","AAR",129,"Version2"
"271","The culprit betrayed the hunter.","Plausible","active","AAR",131,"Version1"
"271","The hunter betrayed the culprit.","Implausible","active","AAR",131,"Version1"
"271","The hunter was betrayed by the culprit.","Plausible","passive","AAR",131,"Version1"
"271","The culprit was betrayed by the hunter.","Implausible","passive","AAR",131,"Version1"
"273","The botanist respected the partner.","Plausible","active","AAR",132,"Version1"
"273","The partner respected the botanist.","Implausible","active","AAR",132,"Version1"
"273","The partner was respected by the botanist.","Plausible","passive","AAR",132,"Version1"
"273","The botanist was respected by the partner.","Implausible","passive","AAR",132,"Version1"
"274","The flora specialist esteemed the collaborator.","Plausible","active","AAR",132,"Version2"
"274","The collaborator esteemed the flora specialist.","Implausible","active","AAR",132,"Version2"
"274","The collaborator was esteemed by the flora specialist.","Plausible","passive","AAR",132,"Version2"
"274","The flora specialist was esteemed by the collaborator.","Implausible","passive","AAR",132,"Version2"
"275","The pacifist placated the zealot.","Plausible","active","AAR",133,"Version1"
"275","The zealot placated the pacifist.","Implausible","active","AAR",133,"Version1"
"275","The zealot was placated by the pacifist.","Plausible","passive","AAR",133,"Version1"
"275","The pacifist was placated by the zealot.","Implausible","passive","AAR",133,"Version1"
"277","The scoundrel beat the protagonist.","Plausible","active","AAR",134,"Version1"
"277","The protagonist beat the scoundrel.","Implausible","active","AAR",134,"Version1"
"277","The protagonist was beaten by the scoundrel.","Plausible","passive","AAR",134,"Version1"
"277","The scoundrel was beaten by the protagonist.","Implausible","passive","AAR",134,"Version1"
"278","The rogue defeated the main character.","Plausible","active","AAR",134,"Version2"
"278","The main character defeated the rogue.","Implausible","active","AAR",134,"Version2"
"278","The main character was defeated by the rogue.","Plausible","passive","AAR",134,"Version2"
"278","The rogue was defeated by the main character.","Implausible","passive","AAR",134,"Version2"
"279","The sociologist accepted the offer.","Plausible","active","AI",NA,NA
"279","The offer accepted the sociologist.","Implausible","active","AI",NA,NA
"279","The offer was accepted by the sociologist.","Plausible","passive","AI",NA,NA
"279","The sociologist was accepted by the offer.","Implausible","passive","AI",NA,NA
"280","The boyfriend basted the turkey.","Plausible","active","AI",NA,NA
"280","The turkey basted the boyfriend.","Implausible","active","AI",NA,NA
"280","The turkey was basted by the boyfriend.","Plausible","passive","AI",NA,NA
"280","The boyfriend was basted by the turkey.","Implausible","passive","AI",NA,NA
"281","The caseworker posed the question.","Plausible","active","AI",NA,NA
"281","The question posed the caseworker.","Implausible","active","AI",NA,NA
"281","The question was posed by the caseworker.","Plausible","passive","AI",NA,NA
"281","The caseworker was posed by the question.","Implausible","passive","AI",NA,NA
"282","The ditch digger bent the wire.","Plausible","active","AI",NA,NA
"282","The wire bent the ditch digger.","Implausible","active","AI",NA,NA
"282","The wire was bent by the ditch digger.","Plausible","passive","AI",NA,NA
"282","The ditch digger was bent by the wire.","Implausible","passive","AI",NA,NA
"284","The uncle hung the ornament.","Plausible","active","AI",NA,NA
"284","The ornament hung the uncle.","Implausible","active","AI",NA,NA
"284","The ornament was hung by the uncle.","Plausible","passive","AI",NA,NA
"284","The uncle was hung by the ornament.","Implausible","passive","AI",NA,NA
"285","The attendant pressed the button.","Plausible","active","AI",NA,NA
"285","The button pressed the attendant.","Implausible","active","AI",NA,NA
"285","The button was pressed by the attendant.","Plausible","passive","AI",NA,NA
"285","The attendant was pressed by the button.","Implausible","passive","AI",NA,NA
"286","The bum stole the necklace.","Plausible","active","AI",NA,NA
"286","The necklace stole the bum.","Implausible","active","AI",NA,NA
"286","The necklace was stolen by the bum.","Plausible","passive","AI",NA,NA
"286","The bum was stolen by the necklace.","Implausible","passive","AI",NA,NA
"287","The potter molded the clay.","Plausible","active","AI",NA,NA
"287","The clay molded the potter.","Implausible","active","AI",NA,NA
"287","The clay was molded by the potter.","Plausible","passive","AI",NA,NA
"287","The potter was molded by the clay.","Implausible","passive","AI",NA,NA
"288","The guarantor initialed the form.","Plausible","active","AI",NA,NA
"288","The form initialed the guarantor.","Implausible","active","AI",NA,NA
"288","The form was initialed by the guarantor.","Plausible","passive","AI",NA,NA
"288","The guarantor was initialed by the form.","Implausible","passive","AI",NA,NA
"289","The couch-potato forgot the umbrella.","Plausible","active","AI",NA,NA
"289","The umbrella forgot the couch-potato.","Implausible","active","AI",NA,NA
"289","The umbrella was forgotten by the couch-potato.","Plausible","passive","AI",NA,NA
"289","The couch-potato was forgotten by the umbrella.","Implausible","passive","AI",NA,NA
"290","The groupie attended the concert.","Plausible","active","AI",NA,NA
"290","The concert attended the groupie.","Implausible","active","AI",NA,NA
"290","The concert was attended by the groupie.","Plausible","passive","AI",NA,NA
"290","The groupie was attended by the concert.","Implausible","passive","AI",NA,NA
"291","The hacker memorized the password.","Plausible","active","AI",NA,NA
"291","The password memorized the hacker.","Implausible","active","AI",NA,NA
"291","The password was memorized by the hacker.","Plausible","passive","AI",NA,NA
"291","The hacker was memorized by the password.","Implausible","passive","AI",NA,NA
"292","The marine packed the bag.","Plausible","active","AI",NA,NA
"292","The bag packed the marine.","Implausible","active","AI",NA,NA
"292","The bag was packed by the marine.","Plausible","passive","AI",NA,NA
"292","The marine was packed by the bag.","Implausible","passive","AI",NA,NA
"294","The seamstress ironed the shirt.","Plausible","active","AI",NA,NA
"294","The shirt ironed the seamstress.","Implausible","active","AI",NA,NA
"294","The shirt was ironed by the seamstress.","Plausible","passive","AI",NA,NA
"294","The seamstress was ironed by the shirt.","Implausible","passive","AI",NA,NA
"295","The confectioner sprinkled the sugar.","Plausible","active","AI",NA,NA
"295","The sugar sprinkled the confectioner.","Implausible","active","AI",NA,NA
"295","The sugar was sprinkled by the confectioner.","Plausible","passive","AI",NA,NA
"295","The confectioner was sprinkled by the sugar.","Implausible","passive","AI",NA,NA
"296","The voter sealed the envelope.","Plausible","active","AI",NA,NA
"296","The envelope sealed the voter.","Implausible","active","AI",NA,NA
"296","The envelope was sealed by the voter.","Plausible","passive","AI",NA,NA
"296","The voter was sealed by the envelope.","Implausible","passive","AI",NA,NA
"297","The fisherman emptied the trashcan.","Plausible","active","AI",NA,NA
"297","The trashcan emptied the fisherman.","Implausible","active","AI",NA,NA
"297","The trashcan was emptied by the fisherman.","Plausible","passive","AI",NA,NA
"297","The fisherman was emptied by the trashcan.","Implausible","passive","AI",NA,NA
"298","The cellist received the prize.","Plausible","active","AI",NA,NA
"298","The prize received the cellist.","Implausible","active","AI",NA,NA
"298","The prize was received by the cellist.","Plausible","passive","AI",NA,NA
"298","The cellist was received by the prize.","Implausible","passive","AI",NA,NA
"299","The cheapskate rated the service.","Plausible","active","AI",NA,NA
"299","The service rated the cheapskate.","Implausible","active","AI",NA,NA
"299","The service was rated by the cheapskate.","Plausible","passive","AI",NA,NA
"299","The cheapskate was rated by the service.","Implausible","passive","AI",NA,NA
"300","The schoolgirl borrowed the key.","Plausible","active","AI",NA,NA
"300","The key borrowed the schoolgirl.","Implausible","active","AI",NA,NA
"300","The key was borrowed by the schoolgirl.","Plausible","passive","AI",NA,NA
"300","The schoolgirl was borrowed by the key.","Implausible","passive","AI",NA,NA
"301","The bookworm recited the poem.","Plausible","active","AI",NA,NA
"301","The poem recited the bookworm.","Implausible","active","AI",NA,NA
"301","The poem was recited by the bookworm.","Plausible","passive","AI",NA,NA
"301","The bookworm was recited by the poem.","Implausible","passive","AI",NA,NA
"302","The diver recharged the battery.","Plausible","active","AI",NA,NA
"302","The battery recharged the diver.","Implausible","active","AI",NA,NA
"302","The battery was recharged by the diver.","Plausible","passive","AI",NA,NA
"302","The diver was recharged by the battery.","Implausible","passive","AI",NA,NA
"303","The poker player won the game.","Plausible","active","AI",NA,NA
"303","The game won the poker player.","Implausible","active","AI",NA,NA
"303","The game was won by the poker player.","Plausible","passive","AI",NA,NA
"303","The poker player was won by the game.","Implausible","passive","AI",NA,NA
"304","The copycat redecorated the apartment.","Plausible","active","AI",NA,NA
"304","The apartment redecorated the copycat.","Implausible","active","AI",NA,NA
"304","The apartment was redecorated by the copycat.","Plausible","passive","AI",NA,NA
"304","The copycat was redecorated by the apartment.","Implausible","passive","AI",NA,NA
"305","The winemaker uncorked the bottle.","Plausible","active","AI",NA,NA
"305","The bottle uncorked the winemaker.","Implausible","active","AI",NA,NA
"305","The bottle was uncorked by the winemaker.","Plausible","passive","AI",NA,NA
"305","The winemaker was uncorked by the bottle.","Implausible","passive","AI",NA,NA
"308","The exterminator filed the complaint.","Plausible","active","AI",NA,NA
"308","The complaint filed the exterminator.","Implausible","active","AI",NA,NA
"308","The complaint was filed by the exterminator.","Plausible","passive","AI",NA,NA
"308","The exterminator was filed by the complaint.","Implausible","passive","AI",NA,NA
"309","The minuteman loaded the gun.","Plausible","active","AI",NA,NA
"309","The gun loaded the minuteman.","Implausible","active","AI",NA,NA
"309","The gun was loaded by the minuteman.","Plausible","passive","AI",NA,NA
"309","The minuteman was loaded by the gun.","Implausible","passive","AI",NA,NA
"310","The bookseller calculated the profit.","Plausible","active","AI",NA,NA
"310","The profit calculated the bookseller.","Implausible","active","AI",NA,NA
"310","The profit was calculated by the bookseller.","Plausible","passive","AI",NA,NA
"310","The bookseller was calculated by the profit.","Implausible","passive","AI",NA,NA
"311","The count inherited the painting.","Plausible","active","AI",NA,NA
"311","The painting inherited the count.","Implausible","active","AI",NA,NA
"311","The painting was inherited by the count.","Plausible","passive","AI",NA,NA
"311","The count was inherited by the painting.","Implausible","passive","AI",NA,NA
"312","The groundskeeper changed the light bulb.","Plausible","active","AI",NA,NA
"312","The light bulb changed the groundskeeper.","Implausible","active","AI",NA,NA
"312","The light bulb was changed by the groundskeeper.","Plausible","passive","AI",NA,NA
"312","The groundskeeper was changed by the light bulb.","Implausible","passive","AI",NA,NA
"313","The marcher sang the anthem.","Plausible","active","AI",NA,NA
"313","The anthem sang the marcher.","Implausible","active","AI",NA,NA
"313","The anthem was sung by the marcher.","Plausible","passive","AI",NA,NA
"313","The marcher was sung by the anthem.","Implausible","passive","AI",NA,NA
"314","The deckhand unlocked the door.","Plausible","active","AI",NA,NA
"314","The door unlocked the deckhand.","Implausible","active","AI",NA,NA
"314","The door was unlocked by the deckhand.","Plausible","passive","AI",NA,NA
"314","The deckhand was unlocked by the door.","Implausible","passive","AI",NA,NA
"315","The supremacist established the fund.","Plausible","active","AI",NA,NA
"315","The fund established the supremacist.","Implausible","active","AI",NA,NA
"315","The fund was established by the supremacist.","Plausible","passive","AI",NA,NA
"315","The supremacist was established by the fund.","Implausible","passive","AI",NA,NA
"316","The house sitter watered the plant.","Plausible","active","AI",NA,NA
"316","The plant watered the house sitter.","Implausible","active","AI",NA,NA
"316","The plant was watered by the house sitter.","Plausible","passive","AI",NA,NA
"316","The house sitter was watered by the plant.","Implausible","passive","AI",NA,NA
"317","The interviewee wrinkled the suit.","Plausible","active","AI",NA,NA
