Sentence,Typicality,Rating,agent_freq,patient_freq,sentence_freq,verb_freq
The student drank the beer.,T,4.6,10.78033035,10.06479825,11.6169264,7.74586823
The student drank the milk.,AT,4.9,10.78033035,10.90780748,11.78552824,7.74586823
The student drank the coffee.,T,4.95,10.78033035,9.935325309,11.59103181,7.74586823
The student enjoyed the marriage.,AT,3.6,10.78033035,10.56516987,11.81537583,10.24110199
The student enjoyed the beer.,T,4.7,10.78033035,10.06479825,11.71530151,10.24110199
The student heard the command.,AT,4.45,10.78033035,11.30607348,12.3034116,9.937019036
The student heard the lecture.,T,6.75,10.78033035,9.701922012,11.98258131,9.937019036
The student passed the river.,AT,2.95,10.78033035,11.04236168,12.23497393,12.62649861
The student passed the exam.,T,6.35,10.78033035,11.87335137,12.40117187,12.62649861
The student read the hand.,AT,2.4,10.78033035,12.66807245,12.98205188,11.96822147
The student read the book.,T,6.6,10.78033035,11.84813262,12.81806392,11.96822147
The student sent the bomb.,AT,1.2,10.78033035,10.99891143,12.69971122,12.22567918
The student sent the email.,T,6.1,10.78033035,8.255828427,12.15109462,12.22567918
The student threw the garbage.,AT,3.25,10.78033035,7.902857191,11.247283,8.059592329
The student threw the frisbee.,T,4.7,10.78033035,6.154858094,10.89768319,8.059592329
The student used the saw.,AT,2.9,10.78033035,11.06352414,12.43850771,12.22692374
The student used the computer.,T,6.35,10.78033035,10.01681624,12.22916613,12.22692374
The student wore the armor.,AT,3.05,10.78033035,9.513551246,11.64396109,8.432288684
The student wore the glasses.,T,5.775,10.78033035,7.601402335,11.2615313,8.432288684
The surfer caught the baseball.,AT,1.75,7.678326357,8.059908335,10.68516457,8.193953024
The surfer caught the wave.,T,7,7.678326357,10.86626103,11.24643511,8.193953024
The surfer flipped the pancake.,AT,2.55,7.678326357,7.830822995,10.26933299,9.6164053
The surfer flipped the board.,T,5,7.678326357,10.67885967,10.83894032,9.6164053
The surfer grabbed the frisbee.,AT,3.45,7.678326357,6.154858094,9.85807979,9.810549557
The surfer grabbed the board.,T,5.3,7.678326357,10.67885967,10.76288011,9.810549557
The surfer rode the camel.,AT,1.45,7.678326357,10.10589764,11.41346756,9.789478636
The surfer rode the wave.,T,6.2,7.678326357,10.86626103,11.56554024,9.789478636
The surfer wore the tie.,AT,2,7.678326357,11.81357065,11.48356417,8.432288684
The surfer wore the sunglasses.,T,5.95,7.678326357,5.777652323,10.2763805,8.432288684
The surfer wore the tuxedo.,AT,2.1,7.678326357,7.396948603,10.60023976,8.432288684
The surfer wore the swimsuit.,T,6.25,7.678326357,6.606650186,10.44218008,8.432288684
The surgeon examined the car.,AT,1.2,8.849083519,14.1218468,12.30694476,11.18005075
The surgeon examined the patient.,T,6.05,8.849083519,11.11489267,11.70555394,11.18005075
The surgeon performed the dance.,AT,2.4,8.849083519,10.07487454,11.60021642,11.25307903
The surgeon performed the surgery.,T,6.85,8.849083519,9.539859923,11.4932135,11.25307903
The surgeon used the rifle.,AT,1.9,8.849083519,9.650013651,11.76955625,12.22692374
The surgeon used the lancet.,T,4.95,8.849083519,8.249836485,11.48952081,12.22692374
The sweeper cleaned the window.,AT,3.9,7.508238775,10.5065459,10.85834901,10.62580511
The sweeper cleaned the street.,T,6.5,7.508238775,10.82498471,10.92203677,10.62580511
The swimmer wore the cloak.,AT,3.1,7.830425618,9.143452426,10.97996038,8.432288684
The swimmer wore the goggles.,T,6.2,7.830425618,6.308098442,10.41288958,8.432288684
The tailor sewed the wound.,AT,1.6,9.1372319,10.58185099,11.18145602,10.37111336
The tailor sewed the dress.,T,6.55,9.1372319,10.70618396,11.20632262,10.37111336
The teacher explained the tactic.,AT,4.55,10.66672034,9.123365358,11.71366669,10.06891724
The teacher explained the exercise.,T,6.9,10.66672034,10.2052944,11.9300525,10.06891724
The teacher gave the drug.,AT,1.4,10.66672034,10.77138604,12.06991675,9.417842227
The teacher gave the homework.,T,6.85,10.66672034,7.428927195,11.40142498,9.417842227
The teacher helped the patient.,AT,1.95,10.66672034,11.11489267,11.71433229,11.1131044
The teacher helped the child.,T,6.1,10.66672034,12.02586884,11.89652752,11.1131044
The teacher lent the gun.,AT,1.85,10.66672034,11.56107733,12.5297726,10.92743017
The teacher lent the book.,T,6.15,10.66672034,11.84813262,12.58718366,10.92743017
The teacher used the knife.,AT,2.85,10.66672034,9.549024446,12.11288577,12.22692374
The teacher used the blackboard.,T,5.95,10.66672034,7.44716836,11.69251455,12.22692374
The teenager heard the lecture.,AT,4.65,7.643482907,9.701922012,11.35521182,9.937019036
The teenager heard the music.,T,6.4,7.643482907,11.18587867,11.65200315,9.937019036
The terrorist released the book.,AT,1.8,8.062117583,11.84813262,11.69496974,10.38393644
The terrorist released the hostage.,T,3.45,8.062117583,8.184513753,10.96224597,10.38393644
The thief grabbed the banana.,AT,3.7,8.50167338,8.32215107,10.45620779,9.810549557
The thief grabbed the money.,T,5,8.50167338,11.14158638,11.02009485,9.810549557
The tourist read the bible.,AT,3,8.745921121,7.747164967,11.59098854,11.96822147
The tourist read the map.,T,6.4,8.745921121,10.73798237,12.18915202,11.96822147
The tourist rode the skates.,AT,3.7,8.745921121,6.469250317,10.89965705,9.789478636
The tourist rode the camel.,T,4.55,8.745921121,10.10589764,11.62698651,9.789478636
The tourist visited the patient.,AT,3,8.745921121,11.11489267,11.42135682,11.10019402
The tourist visited the museum.,T,5.95,8.745921121,8.870663004,10.97251089,11.10019402
The traveller checked the groceries.,AT,4.2,8.575273402,6.423246964,10.3938388,10.77249798
The traveller checked the bag.,T,6,8.575273402,11.16632814,11.34245503,10.77249798
The traveller checked the team.,AT,3,8.575273402,10.16052999,11.1412954,10.77249798
The traveller checked the watch.,T,4.4,8.575273402,10.8620712,11.28160365,10.77249798
The traveller handed the screwdriver.,AT,2.1,8.575273402,7.067319849,10.69006515,12.66807245
The traveller handed the bag.,T,5.8,8.575273402,11.16632814,11.50986681,12.66807245
The truck hit the bag.,AT,3.1,9.950514258,11.16632814,12.4077563,11.42830396
The truck hit the car.,T,4,9.950514258,14.1218468,12.99886004,11.42830396
The truck plowed the garden.,AT,2.3,9.950514258,10.34386925,11.28426742,9.728836502
The truck plowed the snow.,T,4.65,9.950514258,11.31238698,11.47797097,9.728836502
The undertaker dug the trench.,AT,3.2,7.614805365,9.65956715,11.25989781,9.531481398
The undertaker dug the grave.,T,4.15,7.614805365,10.95875731,11.51973585,9.531481398
The usurer lent the toy.,AT,1.9,7.650644551,10.16523624,11.64738923,10.92743017
The usurer lent the money.,T,5.2,7.650644551,11.14158638,11.84265925,10.92743017
The vandal sprayed the perfume.,AT,1.85,8.62299361,8.72955887,10.67158659,9.135293498
The vandal sprayed the paint.,T,6.2,8.62299361,10.79865679,11.08540618,9.135293498
The veterinarian examined the plant.,AT,2.2,7.25981961,11.69929714,11.50458205,11.18005075
The veterinarian examined the dog.,T,6.85,7.25981961,11.77820854,11.52036433,11.18005075
The violinist played the trumpet.,AT,3,7.849323818,9.612600349,11.02126316,11.73117707
The violinist played the violin.,T,6.9,7.849323818,9.209439967,10.94063108,11.73117707
The violinist wore the helmet.,AT,3.05,7.849323818,8.539150359,10.8628796,8.432288684
The violinist wore the tuxedo.,T,5.9,7.849323818,7.396948603,10.63443925,8.432288684
The volunteer brought the hatchet.,AT,1.75,9.140454245,8.795582217,11.36706641,9.405660415
The volunteer brought the food.,T,6.1,9.140454245,10.95341717,11.7986334,9.405660415
The waiter brought the guitar.,AT,1.55,7.718240952,9.016148643,11.12673703,9.405660415
The waiter brought the glass.,T,6.8,7.718240952,10.76964221,11.47743575,9.405660415
The waiter carried the rifle.,AT,1.55,7.718240952,9.650013651,11.08523147,11.10370833
The waiter carried the tray.,T,6.35,7.718240952,10.03368213,11.16196517,11.10370833
The waiter cleared the road.,AT,2.9,7.718240952,11.07044361,11.11736713,11.1854209
The waiter cleared the bar.,T,6.05,7.718240952,13.31550123,11.56637866,11.1854209
The waiter cleared the tube.,AT,2.6,7.718240952,11.40301015,11.18388044,11.1854209
The waiter cleared the table.,T,6.25,7.718240952,11.17589907,11.13845823,11.1854209
The waiter cut the hair.,AT,1.45,7.718240952,11.1948804,12.02533598,11.71992337
The waiter cut the cake.,T,4.85,7.718240952,9.267759863,11.63991187,11.71992337
The waiter delivered the speech.,AT,1.6,7.718240952,10.59770916,11.33750502,10.93686775
The waiter delivered the drink.,T,6.35,7.718240952,10.63859208,11.34568161,10.93686775
The waiter fetched the ball.,AT,1.85,7.718240952,11.66416907,11.22927161,9.183996397
The waiter fetched the water.,T,6.2,7.718240952,12.41675488,11.37978877,9.183996397
The waiter held the flag.,AT,3.5,7.718240952,11.29960847,11.73159935,10.14651216
The waiter held the bottle.,T,6.15,7.718240952,9.750161533,11.42170996,10.14651216
The waiter mixed the cement.,AT,1.5,7.718240952,9.854034669,11.27079053,11.07856693
The waiter mixed the drink.,T,5.4,7.718240952,10.63859208,11.42770201,11.07856693
The waiter opened the sarcophagus.,AT,1.35,7.718240952,7.192934221,10.64686589,11.4584904
The waiter opened the bottle.,T,6.25,7.718240952,9.750161533,11.15831135,11.4584904
The waiter poured the gasoline.,AT,1.4,7.718240952,8.364275085,10.56464636,11.18725073
The waiter poured the wine.,T,6.6,7.718240952,10.74019381,11.0398301,11.18725073
The waiter prepared the bomb.,AT,1.1,7.718240952,10.99891143,11.50981626,11.27762077
The waiter prepared the drink.,T,6.4,7.718240952,10.63859208,11.43775239,11.27762077
The witness explained the equation.,AT,1.8,10.53286925,9.824065486,11.8270365,10.06891724
The witness explained the circumstances.,T,5.6,10.53286925,10.2367045,11.9095643,10.06891724
The witness reported the birth.,AT,2.4,10.53286925,10.78739971,12.31397805,11.76120641
The witness reported the crime.,T,6.4,10.53286925,10.56862099,12.27022231,11.76120641
The woman carried the stone.,AT,3.1,10.80758424,11.02754014,11.97860543,11.10370833
The woman carried the bag.,T,6.25,10.80758424,11.16632814,12.00636303,11.10370833
The woman opened the manhole.,AT,2.4,10.80758424,6.931471806,11.21244206,11.4584904
The woman opened the bag.,T,6.45,10.80758424,11.16632814,12.05941333,11.4584904
The woman painted the sign.,AT,3.55,10.80758424,12.54921544,12.13917017,10.79865679
The woman painted the toenail.,T,6.1,10.80758424,7.449498005,11.11922669,10.79865679
